Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Seeland K., Dübendorfer S., Hansmann R.","14623042900;35773166000;6603004669;","Making friends in Zurich's urban forests and parks: The role of public green space for social inclusion of youths from different cultures",2009,"Forest Policy and Economics","11","1",,"10","17",,110,"10.1016/j.forpol.2008.07.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56949095280&doi=10.1016%2fj.forpol.2008.07.005&partnerID=40&md5=96cf4495c3a88d00c1a0e31b5c12d008","Integrating the distinct cultures of foreign resident youths is a challenge for Swiss political and educational institutions. An empirical survey of pupils (n = 437) and teachers in selected schools of the city and metropolitan area of Zurich investigated leisure activities in urban forests and public green spaces for their potential to facilitate social interaction between Swiss and immigrant young people. Patterns of socialising and making friends in these outdoor locations were found to differ depending on age, school level, gender and the percentage of immigrants in each residential area. Public urban green spaces were found to play an important role for children and youths in making contacts and friends across cultures, which is considered a prerequisite for social inclusion. © 2008 Elsevier B.V. All rights reserved.","Cross-cultural friendships; Leisure activities; Social inclusion; Switzerland; Urban forest; Urban green space; Youth",Article,"Final","",Scopus,2-s2.0-56949095280
"De Groot W.T., Van Den Born R.J.G.","35618241200;6506446934;","Visions of nature and landscape type preferences: An exploration in The Netherlands",2003,"Landscape and Urban Planning","63","3",,"127","138",,110,"10.1016/S0169-2046(02)00184-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037473567&doi=10.1016%2fS0169-2046%2802%2900184-6&partnerID=40&md5=cb5451232a36a2d19e6d77fc3c81f491","A survey was carried out among inhabitants of Gennep, a small-town municipality in the east of The Netherlands, questioning about (1) the types of nature that people distinguish and the levels of naturalness ascribed to these types of nature; (2) the images that people hold of the appropriate relationship between people and nature and the level of adherence to these images, and (3) people's preference of broadly defined landscape types. Types of nature inferred by means of factor analysis were labeled arcadian, wild and penetrative nature, the last category comprising elements such as mosquitoes and rats in the barn. Factor analysis was used as well to infer images of appropriate relationship, which appeared to hinge around the concepts of mastery over nature, responsibility for nature and participation in nature, respectively. Levels of adherence to the responsibility and participation images were very high, indicative of a 'new biophilia' mainstream in Dutch culture. Landscape types were defined, roughly, as (1) landscape made by and for people; (2) park-like, arcadian landscape; (3) wild, interactive landscape and (4) landscape ""in which one may experience the greatness and forces of nature"". Strikingly, more than half of the respondents expressed preference for this last ('deep ecology') landscape type, with another third preferring the wild, interactive landscape. The highest preference of the 'greatness and forces' landscape was found among the respondents with high ascription of naturalness to the penetrative type of nature and respondents adhering to the participation-in-nature image of relationship. Preferences for landscape types as defined here should be distinguished from visual or behavioral landscape preferences. Even if people may not select landscapes of the 'greatness and forces of nature' in daily behaviors, these landscapes of wilderness and greatness do connect with human visions and desires. © 2002 Elsevier Science B.V. All rights reserved.","Attitudes; Deep ecology; Landscape; Naturalness; Nature; NEP; Relationship with nature; The Netherlands; Wilderness",Article,"Final","",Scopus,2-s2.0-0037473567
"Tang B.-s., Wong S.-w., Lau M.C.-h.","57222109150;8708453300;23095196500;","Social impact assessment and public participation in China: A case study of land requisition in Guangzhou",2008,"Environmental Impact Assessment Review","28","1",,"57","72",,107,"10.1016/j.eiar.2007.03.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37349023203&doi=10.1016%2fj.eiar.2007.03.004&partnerID=40&md5=487db0551492d08c8a9b57d0fa7a7ca0","This study examines the current prospects for and obstacles facing the implementation of social impact assessment (SIA) and participatory planning in the People's Republic of China. During the past two decades, rapid urbanisation and the conversion of rural land for urban development have led to numerous social conflicts and tensions between the Chinese government and its people. SIA and public participation in development decisions have received increasing attention from the Chinese authorities as possible ways to tackle the problem. Based on a Guangzhou case study, this paper argues that the assessment and mitigation of adverse impacts on the community from urban development have been carried out with different objectives, core values and principles when compared with those in Western societies. It concludes that the poor prospects of SIA and collaborative planning in China lie not only in the weak framework for environmental legislation, but also in all institutions concerning state-society relations, the socialist governing ideology and traditional Chinese culture. © 2007 Elsevier Inc. All rights reserved.","China; Land requisition; Public participation; Social impact assessment; Urban development",Article,"Final","",Scopus,2-s2.0-37349023203
"Miles S.","17435088500;","'Our tyne': Iconic regeneration and the revitalisation of identity in NewcastleGateshead",2005,"Urban Studies","42","5-6",,"913","926",,106,"10.1080/00420980500107326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21044459166&doi=10.1080%2f00420980500107326&partnerID=40&md5=4ed5e9d1db33ad8fc212adc3afebfd84","The landscape of the north-east of England, both urban and rural, is perhaps most notable as a deindustrialised landscape. Indeed, the world in which we live is determined as much by what it was as by what it is. Perhaps this is no more evident than in the case of NewcastleGateshead which is often portrayed as an exemplar of the revitalising benefits of culture-led regeneration. The, as yet unproven, success of NewcastleGateshead Quayside is founded upon a massive financial investment in iconic projects. But under what conditions is, if at all, such iconography succeeding? This article addresses the impact of flagship regeneration projects and their role in radically rearticulating the meaning of place and space in a so-called post-industrial world. It is suggested that the success of investment in iconic cultural projects depends above all upon people's sense of belonging in a place and the degree to which cultureled regeneration can engage with that sense of belonging, whilst balancing achievements of the past with ambitions for the future. © 2005 The Editors of Urban Studies.",,Article,"Final","",Scopus,2-s2.0-21044459166
"Currid E.","37015227400;","How art and culture happen in New York: Implications for urban economic development",2007,"Journal of the American Planning Association","73","4",,"454","467",,104,"10.1080/01944360708978526","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549072438&doi=10.1080%2f01944360708978526&partnerID=40&md5=4490686ff73f5f3f748d84bde70ce6d1","Problem: In the last two decades, urban economic development has shifted its focus from industrial recruitment to talent and human capital, including art and culture. Many have argued that talented people are drawn to artistic and cultural amenities, but few have examined art and culture as a production system and drawn meaningful insights for urban planning and economic development based on understanding its inner workings. Purpose: This article looks closely at the mechanisms that structure and drive the cultural economy and suggests possible avenues for cultural economic development and policymaking based on these mechanisms. I focus on the ways cultural producers obtain jobs, advance their careers, gain value for their goods and services, and interact with each other. Methods: I conducted 80 interviews with cultural producers, cultural gatekeepers, and owners and managers of entertainment venues these groups frequent. Results and conclusions: I find that not only are artistic and cultural producers densely agglomerated, but that key social mechanisms structure and inform this clustered production system. These industries depend on unique kinds of social interaction, from nightlife to gallery openings, to thrive. This is more than just fun and games, and is critical to the operation of this economic sector. Takeaway for practice: Cultural producers rely heavily on their social lives to advance their careers, obtain jobs, and generate value for their goods, so that the local arts social milieu is critical to the cultural economy. Cultural producers also tend to cross-fertilize, collaborating to create goods and services, review each other's products, and establish new careers, meaning the ability to live and work in close proximity to one another is important. Finally, a large concentration of creative people and an active cultural milieu has made New York culture a known brand. While New York is unique, the cultural life of other cities and regions can also be economic development assets. Places can strategically cultivate the social milieus that are most conducive to the production of art and culture. © American Planning Association, Chicago, IL.","Art and culture; Cultural economy; Economic development; New York City",Article,"Final","",Scopus,2-s2.0-36549072438
"Yahia M.W., Johansson E.","55109243100;57219412146;","Evaluating the behaviour of different thermal indices by investigating various outdoor urban environments in the hot dry city of Damascus, Syria",2013,"International Journal of Biometeorology","57","4",,"615","630",,98,"10.1007/s00484-012-0589-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878921902&doi=10.1007%2fs00484-012-0589-8&partnerID=40&md5=67b3af9cd95a44e724ec25882ff4becd","Consideration of urban microclimate and thermal comfort is an absolute neccessity in urban development, and a set of guidelines for every type of climate must be elaborated. However, to develop guidelines, thermal comfort ranges need to be defined. The aim of this study was to evaluate the behaviour of different thermal indices by investigating different thermal environments in Damascus during summer and winter. A second aim was to define the lower and upper limits of the thermal comfort range for some of these indices. The study was based on comprehensive micrometeorological measurements combined with questionnaires. It was found that the thermal conditions of different outdoor environments vary considerably. In general, Old Damascus, with its deep canyons, is more comfortable in summer than modern Damascus where there is a lack of shade. Conversely, residential areas and parks in modern Damascus are more comfortable in winter due to more solar access. The neutral temperatures of both the physiologically equivalent temperature (PET) and the outdoor standard effective temperature (OUT_SET*) were found to be lower in summer than in winter. At 80 % acceptability, the study defined the lower comfort limit in winter to 21.0 °C and the upper limit in summer to 31.3 °C for PET. For OUT_SET*, the corresponding lower and upper limits were 27.6 °C and 31.3 °C respectively. OUT_SET* showed a better correlation with the thermal sensation votes than PET. The study also highlighted the influence of culture and traditions on people's clothing as well as the influence of air conditioning on physical adaptation. © 2012 ISB.","Damascus; Microclimate; Thermal comfort; Thermal indices; Thermal sensation; Urban design",Article,"Final","",Scopus,2-s2.0-84878921902
"Johnsen S., Fitzpatrick S.","8636090000;7102207126;","Revanchist sanitisation or coercive care? The use of enforcement to combat begging, street drinking and rough sleeping in England",2010,"Urban Studies","47","8",,"1703","1723",,93,"10.1177/0042098009356128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953832031&doi=10.1177%2f0042098009356128&partnerID=40&md5=6b16530c1d0f58815a4f6b8c134cf96a","This paper examines recent responses to 'problematic street culture' in England, where increasing pressure has been exerted to prevent people from begging and street drinking in public spaces, with rough sleeping also targeted in some areas. Drawing upon in-depth interviews with enforcement agents, support providers and targeted individuals, it assesses the extent to which the strategies employed are indicative of a 'revanchist expulsion' of the deviant Other and/or an expression of 'coercive care' for the vulnerable Other. It concludes that, whilst the recent developments appear, at first glance, to be symptomatic of revanchist sanitisation of public space, closer examination reveals that the situation is actually much more complex than a revanchist reading of the situation might suggest, and perhaps not as devoid of compassion. © 2010 Urban Studies Journal Limited.",,Article,"Final","",Scopus,2-s2.0-77953832031
"Forsyth A.","12141344700;","Defining Suburbs",2012,"Journal of Planning Literature","27","3",,"270","281",,90,"10.1177/0885412212448101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864316920&doi=10.1177%2f0885412212448101&partnerID=40&md5=a80fe76a86ee4faf8b9f6c17768a60dc","There is no consensus as to what exactly constitutes a suburb. This article examines the range of suburban definitions in terms of their structure and the topical issues that they grapple with. Suburbs have been defined according to many different dimensions from location and transportation modes to culture and physical appearance. Given this confusion, one approach is to abandon the term; another is to use it with greater precision. This is more than just an issue of semantics. Rather how people talk and think about suburbs shapes how they can see such areas being developed and redeveloped in the future. © The Author(s) 2012.","design; housing; land use; planning history; planning practice; urban design; urban form",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84864316920
"Rishbeth C.","56317669900;","Ethnic minority groups and the design of public open scape: An inclusive landscape?",2001,"Landscape Research","26","4",,"351","366",,85,"10.1080/01426390120090148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035196633&doi=10.1080%2f01426390120090148&partnerID=40&md5=7d9934dfa5f9c6038cdaac2973c105a6","People from ethnic minority groups have a range of experiences of living in Britain, some of which are significantly different from those of white British people. Previous research and case studies suggest that the physical environment has a positive or negative role in perceptions of everyday life. It is argued that landscapes have a symbolic dimension, and aspects of landscapes can be recognized as familiar or alien, welcoming or excluding. A wide variety of case studies in Britain are used to discuss design and management practices that reflect a range of cultural experiences. The need for landscape architects and managers to be aware of how places may be interpreted in different ways by different ethnic minority groups, and to work towards inclusive design, is highlighted.","Culture; Design; Ethnic minorities; Perception; Urban parks",Article,"Final","",Scopus,2-s2.0-0035196633
"Shaw K.","8588216900;","The place of alternative culture and the politics of its protection in Berlin, Amsterdam and Melbourne",2005,"Planning Theory and Practice","6","2",,"149","169",,81,"10.1080/14649350500136830","https://www.scopus.com/inward/record.uri?eid=2-s2.0-22744435154&doi=10.1080%2f14649350500136830&partnerID=40&md5=19574f757e758bbc4dbd563b983617d3","At the same time as changing global political-economies of land use are displacing low-income people from inner cities, countering socio-cultural forces are inspiring marginal communities to resist. This article focuses on the loss of places used by alternative cultures in the inner city, and the effect of their claims to a right to the city and to difference. Some cities are turning to their planning and heritage systems to protect the place of alternative culture, but unexamined use of these strategies can cause as many problems as they solve. The article considers some more reflective responses from three city governments that cannot afford to lose the symbolic capital of their (sub)cultural economies. © 2005 Taylor & Francis Group Ltd.","Cultural capital; Diversity; Gentrification; Heritage protection; Urban planning",Article,"Final","",Scopus,2-s2.0-22744435154
"Thiagarajah J., Wong S.K.M., Richards D.R., Friess D.A.","56589823500;56589334600;57197839233;52263575800;","Historical and contemporary cultural ecosystem service values in the rapidly urbanizing city state of Singapore",2015,"Ambio","44","7",,"666","677",,70,"10.1007/s13280-015-0647-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942983682&doi=10.1007%2fs13280-015-0647-7&partnerID=40&md5=d4c7d802bec8275a59966cf32590c666","Cultural ecosystem services are a function of people and place, so may change as a location transitions from rural to urban. Singapore has undergone rapid urbanization after its independence in 1965, with a concomitant decline in natural habitat extent and accessibility. Using coastal mangrove forests as a case study habitat, changing cultural values were explored with a novel array of techniques, including qualitative archival analysis (photographs, oral histories), current sources (publically uploaded social media photographs), and surveys of (a) the general public and (b) visitors to publically accessible mangroves. Cultural value changed through time, with a significant transition from intrinsic, intrapersonal values (spiritual, cultural heritage) to instrumental, interpersonal values (recreation, education). Additionally, cultural value varied between different mangroves depending on their public accessibility, and the evolving degree of human interaction with the ecosystem as urban development occured. Cultural values change as development transitions, though mangroves still play an important cultural role in a heavily urbanized environment. © 2015, Royal Swedish Academy of Sciences.","Coastal; Ecosystem services; Mangrove; Recreation; Singapore; Urbanization",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84942983682
"Currid E.","37015227400;","Bohemia as subculture; ""Bohemia"" as industry: Art, culture, and economic development",2009,"Journal of Planning Literature","23","4",,"368","382",,69,"10.1177/0885412209335727","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66649129934&doi=10.1177%2f0885412209335727&partnerID=40&md5=1fdcb7d9dd226648529a6bc99fe460f4","Artists have long been thought of as agents of revitalization, transforming warehouses and blighted neighborhoods into bohemian enclaves that become destinations for the well-heeled, simultaneously bringing redevelopment and reinvestment. Yet, the active cultivation of art as a central part of economic development is new. The increasing shift in economic development focused on attracting people not smokestacks has brought art and culture center-stage. This article considers the arts in economic development through several discrete but interrelated lenses: 1) As an amenity or consumption product 2) As a redevelopment and development tool 3) As a way to ""brand"" place 4) As generator of jobs and revenue. Finally, I consider current research that begins to unpack the social and economic processes necessary to cultural production. This line of research may enable a better understanding of the arts' function and potential in economic development. © 2009 SAGE Publications.","Art; Bohemia; Culture; Economic development",Article,"Final","",Scopus,2-s2.0-66649129934
"Frantzeskaki N., Broto V.C., Coenen L., Loorbach D.","7801567129;26321347500;10540364400;24450788200;","Urban sustainability transitions",2017,"Urban Sustainability Transitions",,,,"1","380",,66,"10.4324/9781315228389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027820954&doi=10.4324%2f9781315228389&partnerID=40&md5=5e891fd310afe5c77334b0319c4730a4","The world’s population is currently undergoing a significant transition towards urbanisation, with the UN expecting that 70% of people globally will live in cities by 2050. Urbanisation has multiple political, cultural, environmental and economic dimensions that profoundly influence social development and innovation. This fundamental long-term transformation will involve the realignment of urban society’s technologies and infrastructures, culture and lifestyles, as well as governance and institutional frameworks. Such structural systemic realignments can be referred to as urban sustainability transitions: fundamental and structural changes in urban systems through which persistent societal challenges are addressed, such as shifts towards urban farming, renewable decentralised energy systems, and social economies. This book provides new insights into how sustainability transitions unfold in different types of cities across the world and explores possible strategies for governing urban transitions, emphasising the co-evolution of material and institutional transformations in socio-technical and socio-ecological systems. With case studies of mega-cities such as Seoul, Tokyo, New York and Adelaide, medium-sized cities such as Copenhagen, Cape Town and Portland, and nonmetropolitan cities such as Freiburg, Ghent and Brighton, the book provides an opportunity to reflect upon the comparability and transferability of theoretical/conceptual constructs and governance approaches across geographical contexts. Urban Sustainability Transitions is key reading for students and scholars working in Environmental Sciences, Geography, Urban Studies, Urban Policy and Planning. © 2017 selection and editorial matter, Niki Frantzeskaki, Vanesa Castán Broto, Lars Coenen and Derk Loorbach; individual chapters, the contributors.",,Book,"Final","",Scopus,2-s2.0-85027820954
