Collocation,Score
developing two,3.5580611305622147
transit two,3.5580611305622147
systems demonstrate,3.5563175776407343
systems segmentation,3.5563175776407343
vector space,3.5533139585173332
smart iot,3.55247302188063
mobility services,3.5509556074698994
population people,3.5509556074698994
traffic supervised,3.549107783653799
better tree,3.5487148478512913
developed travel,3.5478678016926137
different topic,3.5472344312823796
new forms,3.5466750018643713
new period,3.5466750018643713
providing new,3.5466750018643713
challenging environment,3.5466004751115348
rf prediction,3.54579814436448
human heat,3.5456774575547514
three control,3.5423848387101624
datasets random,3.5420564803897525
collection method,3.540776758233064
understanding climate,3.5376740760662706
environmental health,3.535910160912535
feature index,3.5343695364585694
multiple feature,3.534369536458569
network structures,3.533668789786769
main algorithms,3.5328873033984367
urban density,3.5308178570688318
construction framework,3.5292714791873365
science framework,3.5292714791873365
information allows,3.528588756063248
information collection,3.528588756063248
information layer,3.528588756063248
information loss,3.528588756063248
loss information,3.5285887560632476
applied simulation,3.526648891032616
population map,3.5253879216655952
features amount,3.5253860058029796
features considered,3.5253860058029796
features designed,3.5253860058029796
socioeconomic features,3.5253860058029796
two thermal,3.524729140418296
based localization,3.523951647361134
assessment support,3.5229781162917595
computing systems,3.52238228638833
demand systems,3.52238228638833
high temporal,3.5208267101838033
dynamics including,3.5206507418871484
generate spatial,3.520151650144287
spatial crime,3.520151650144287
spatial indices,3.520151650144287
field energy,3.5194121500337343
management point,3.5190258504486422
city fields,3.5184943743369583
city implementation,3.5184943743369583
existing knowledge,3.5155760715656816
existing water,3.5155760715656816
knowledge extraction,3.5155760715656816
water extraction,3.5155760715656816
potential due,3.5154231673872567
potential role,3.5154231673872567
multiple variables,3.5147317319920077
combining design,3.513481305580668
online design,3.513481305580668
networks simulation,3.5117256724886925
growth types,3.5114570170226873
smart community,3.5110092017912353
map show,3.509844139072234
improved artificial,3.509794468992509
growing research,3.509132474205535
purpose methods,3.5083108584191134
development automated,3.506786525138126
vehicles development,3.506786525138126
transportation problems,3.5059079863115192
semantic decision,3.5057115171784403
including land,3.505533631574005
output results,3.5054404865221738
results take,3.5054404865221738
results validation,3.5054404865221738
simulated results,3.5054404865221738
spatiotemporal detection,3.503621448667558
trees traffic,3.502471624113668
population structure,3.5001905175406915
techniques combined,3.499476551102903
affect machine,3.498915761631621
nowadays machine,3.498915761631621
statistics machine,3.498915761631621
efficient algorithms,3.4983554367595326
provide help,3.4969294503263204
approach expert,3.494758492899817
china china,3.4944787004521096
china compared,3.4944787004521096
various regions,3.494313553132489
related factors,3.493758456242909
complex travel,3.4935335432175183
understanding travel,3.4935335432175183
svm algorithm,3.4920238331329645
algorithm svm,3.492023833132964
dynamic energy,3.491590697765467
models electric,3.4905111496689405
similar cities,3.49051114966894
policy framework,3.4904322083946298
continuous land,3.4894368058070837
operational land,3.4894368058070837
high vegetation,3.489234075132318
monitoring urban,3.488657534555932
initial learning,3.4884888345145066
learning investigating,3.4884888345145066
recognition performance,3.4864992120781526
networks due,3.4854784638715026
wide use,3.485469023189792
use forecast,3.4854690231897916
imaging using,3.484304930172482
landscapes using,3.484304930172482
using boosted,3.484304930172482
using enhanced,3.484304930172482
common network,3.483285077171336
neighborhood area,3.483285077171336
management given,3.482484193550624
urban population,3.4803200752177466
process predicting,3.478313720585909
iot ai,3.4772754563010873
method combining,3.4764907795117006
visual feature,3.4748716727482996
study explored,3.4742173785431305
study uhi,3.4742173785431305
study utilized,3.4742173785431305
systematic study,3.4742173785431305
automation model,3.474032334100631
software model,3.474032334100631
model addresses,3.4740323341006305
model consists,3.4740323341006305
provide effective,3.470697631118666
provide planners,3.470697631118666
quality intelligent,3.470616697647868
smart digital,3.47051182175037
traditional public,3.4692714848192647
image sources,3.4682185236113003
view image,3.4682185236113003
detection rate,3.4663722680321603
detection task,3.4663722680321603
algorithms respectively,3.4644971035139784
information combining,3.4643335889117504
information improving,3.4643335889117504
predicting energy,3.464208290840176
potential impact,3.4640303400323735
optimal spatial,3.461934278334624
accuracy average,3.4600975008412727
accuracy providing,3.4600975008412727
identification accuracy,3.4600975008412727
planning driver,3.4597889028218294
planning firstly,3.4597889028218294
networks people,3.4596225446784703
perception social,3.4582065094160477
development processes,3.4577796260262543
development risk,3.4577796260262543
presented research,3.4574006602089353
research presented,3.4574006602089353
recent time,3.4568040683674037
better control,3.4560823690433295
planners environmental,3.4560417949961555
dataset compared,3.455483966385362
local feature,3.455483966385362
environment influence,3.452230432424138
influence building,3.452230432424138
particular environment,3.452230432424138
platform design,3.451403103774758
current mobility,3.4508674450610446
current population,3.4508674450610446
mapping health,3.4502167935414016
find new,3.4498572318615475
new light,3.4498572318615475
new sensors,3.4498572318615475
best applications,3.447832822617289
city game,3.4468617316619934
detect city,3.4468617316619934
electric city,3.4468617316619934
light system,3.4418369543092693
system light,3.4418369543092693
various effective,3.4415090026179556
framework using,3.4407187930601753
residential quality,3.4401202814190213
forecast based,3.439291511537025
trend based,3.439291511537025
learning data,3.4381761548574445
scale china,3.436311059317539
ai community,3.43593479511374
ai signal,3.43593479511374
ai value,3.43593479511374
area associated,3.4343243742214344
complex dynamics,3.429359785512843
understanding dynamics,3.429359785512843
tested different,3.428936539876071
approach allows,3.4283006318948943
conventional approach,3.428300631894894
high residential,3.427725484165431
tools social,3.427725484165431
changes population,3.426723176639918
sustainable growth,3.4263491308916043
gis systems,3.424383274539926
space structure,3.4239037864235016
address prediction,3.422621674401633
expert models,3.4216063053429266
exposure cities,3.4216063053429266
exposure models,3.4216063053429266
extraction problem,3.4215429855100474
movement features,3.420488417170172
sar features,3.420488417170172
factor analysis,3.420128736470243
recent applications,3.4183312576146268
local knowledge,3.416550786797398
highest classification,3.414831362540288
errors method,3.4145050101565433
architectures data,3.4136493170022995
count data,3.4136493170022995
data accordingly,3.4136493170022995
data b,3.4136493170022995
data consisting,3.4136493170022995
data corpus,3.4136493170022995
data era,3.4136493170022995
data move,3.4136493170022995
data secondly,3.4136493170022995
direction data,3.4136493170022995
expensive data,3.4136493170022995
involves data,3.4136493170022995
query data,3.4136493170022995
increasing traffic,3.41280092901271
accuracy user,3.41118299506218
user accuracy,3.41118299506218
research integration,3.4071709412324402
research mainly,3.4071709412324402
integrating building,3.4069065664366494
relevant building,3.4069065664366494
environment able,3.406906566436649
map environmental,3.4047720833910144
global image,3.404664173391497
image classifier,3.404664173391497
use plan,3.404611252495852
mobility infrastructure,3.402911950324626
human computer,3.401022375961419
cnn methods,3.4004519155994686
svm algorithms,3.3987060717023594
imagery feature,3.3985922412095766
convolutional two,3.397457307485519
points system,3.3954009626664075
prediction finally,3.3931508912881845
sensed land,3.3915617231728925
immediate urban,3.3908349755161735
infer urban,3.3908349755161735
promote urban,3.3908349755161735
reaching urban,3.3908349755161735
robotics urban,3.3908349755161735
scattered urban,3.3908349755161735
urban agenda,3.3908349755161735
urban ecosystems,3.3908349755161735
urban habitat,3.3908349755161735
urban lc,3.3908349755161735
urban resident,3.3908349755161735
urban walkability,3.3908349755161735
predicted areas,3.3873268246314714
function network,3.3867136827768753
existing work,3.385316864508339
methods based,3.384828148184395
different human,3.381532152462151
study analyses,3.3812885404140762
data points,3.38078323869952
model training,3.3802745520149755
rf artificial,3.378106433384647
city single,3.3780801648456134
efficient management,3.377272792755531
typical machine,3.374926258687271
people decision,3.372866449801535
provides high,3.3683333665566746
using concepts,3.368125914323341
using direct,3.368125914323341
using generative,3.368125914323341
using virtual,3.368125914323341
additionally using,3.3681259143233406
deprivation using,3.3681259143233406
presence using,3.3681259143233406
understanding existing,3.3674857236261606
algorithms statistical,3.366728969182843
support design,3.3663242125784807
model known,3.364725981402586
mining prediction,3.36417621890904
development strategy,3.3637483406682342
environment quantitative,3.3627445047277993
scenarios environment,3.3627445047277993
regression problem,3.3616817117333304
imagery water,3.35975139528899
including water,3.35975139528899
interaction based,3.3585879066451576
output based,3.3585879066451576
simulated based,3.3585879066451576
data based,3.358228028960907
control intelligence,3.35789929459964
open urban,3.3577143142782573
deep semantic,3.3563801887034845
mobility technologies,3.3562552133158032
carbon cities,3.3553487555634316
cities roads,3.3553487555634316
conventional models,3.3553487555634316
method specifically,3.354670972035543
response results,3.3536667286704853
geographical spatial,3.3510726339906363
spatial concept,3.3510726339906363
advanced methods,3.348951112502637
methods generated,3.348951112502637
analytics techniques,3.3461813579646176
transit management,3.3435837775587407
time consumption,3.3434249886216643
objective information,3.342575405209076
propose remote,3.342066622446226
application potential,3.3418621569035207
trees area,3.340385482135175
address two,3.337178079661767
urban streets,3.3368380551625076
planning management,3.3366000983162527
traditional road,3.3365994715526623
prediction problems,3.33568239113701
learning predictor,3.3336050893516527
environmental challenges,3.330620955464045
multiple evaluation,3.3297134291576524
patterns given,3.3293290615734037
patterns limited,3.3293290615734037
patterns showed,3.3293290615734037
use evolution,3.3273800052865177
efficiency performance,3.326711668308617
pattern detection,3.3249270743721
patterns using,3.3238318445035118
space based,3.323219318140166
traditional decision,3.3224707099872317
rf support,3.3219583747071626
environments sustainable,3.321857465944646
features associated,3.321605993185993
monitoring remote,3.3197694463448073
different solution,3.3182289295164678
transportation services,3.317367804558338
various challenges,3.316165112777262
integrated artificial,3.315855631030856
artificial surface,3.3158556310308556
research focus,3.3109075376798636
traffic system,3.3104878989176667
algorithm finally,3.307815036877023
better location,3.3050446070775616
scale problem,3.3038372394217648
including imagery,3.3030905068166385
street maps,3.3023495017179867
correlation data,3.3011130571451193
processing human,3.2999774521350993
end land,3.2989567991915187
represent land,3.2989567991915187
methods mainly,3.298952406237593
spatial estimation,3.2982149034920685
provide application,3.2974598044403858
provide novel,3.2974598044403858
future urbanization,3.2973008407151925
ensemble method,3.2968541162056346
area geospatial,3.295277193947765
network trained,3.295277193947765
study adopted,3.2931273443227855
cities recently,3.2915558184150235
models aim,3.2915558184150235
models combining,3.2915558184150235
models cost,3.2915558184150235
models part,3.2915558184150235
six models,3.2915558184150235
analysis applications,3.29151274238514
evaluation compared,3.2901611497597862
datasets big,3.2887386318479113
current road,3.2876149739115705
traffic signal,3.2864860065731287
systems approach,3.2859037954460457
analysis indicated,3.285367003441407
mode information,3.284789361640385
information automatically,3.2847893616403847
ground results,3.2825272681408575
samples results,3.2825272681408575
rules based,3.281510826375923
sites based,3.281510826375923
environments air,3.281009871825754
traditional landscape,3.2807715419827566
ai technique,3.2798378716325565
mining algorithm,3.278948105754139
iot environment,3.277693276093983
environment especially,3.2776932760939825
ml features,3.2742263001909095
predictive features,3.2742263001909095
systems recent,3.2725055925518967
new vision,3.2711427707587903
world new,3.2711427707587903
three variables,3.2707234022940552
three visual,3.2707234022940552
large dataset,3.2690760010908697
relationship change,3.268663825363448
various novel,3.268486635967677
various tree,3.268486635967677
population characteristics,3.2665875854726147
significant population,3.2665875854726147
commercial areas,3.2659692186966076
areas identified,3.265969218696607
research strategy,3.2647333341836426
services sensing,3.2636129749248974
optimization system,3.2631840868544995
vision system,3.2631840868544995
model capacity,3.261966355837673
popular model,3.2619663558376724
improve environmental,3.2595482020755564
examined using,3.259313474471977
outcomes using,3.259313474471977
using dense,3.259313474471977
published machine,3.2592875955439014
sustainable urbanization,3.2555773116354243
economic social,3.2553852399844487
comprehensive proposed,3.2543741734345177
proposed experimental,3.2543741734345177
proposed solution,3.2543741734345177
visualization proposed,3.2543741734345177
activity prediction,3.2529434773440764
higher performance,3.2520741483327447
local level,3.2515049774199736
five network,3.251330711724863
area increasing,3.2513307117248624
applications vector,3.2512293121369007
technologies provide,3.251018527454099
effective deep,3.249975882880018
improving city,3.248276235706789
spatial resources,3.2469451379963377
advanced spatial,3.246945137996337
detailed spatial,3.246945137996337
achieved traffic,3.2463735262034197
population number,3.2448882313234595
dynamics modeling,3.2440835059351665
systems related,3.2436848379794805
understand ai,3.2429427659420407
years techniques,3.2395759365797434
analyzing building,3.2367067388528645
environment value,3.2367067388528645
extract building,3.2367067388528645
green building,3.2367067388528645
include building,3.2367067388528645
control applied,3.235162341310759
development activities,3.2317162500634606
regional development,3.23171625006346
buildings existing,3.2311521614958645
existing buildings,3.2311521614958645
train models,3.230063094399792
availability information,3.228898191473763
greenery information,3.228898191473763
quantitative accuracy,3.228374124870281
obtained high,3.228279868042963
social activity,3.228279868042963
complexity features,3.228129099752313
features points,3.228129099752313
learning clustering,3.2277188901995992
learning semantic,3.2277188901995992
learning technology,3.2277188901995992
prediction accurate,3.226233642190649
quantitative data,3.223824685131878
planning zone,3.2205622145402146
facilitate planning,3.220562214540214
forests classification,3.216523258036966
human design,3.215876697914382
algorithms finally,3.215236095060746
traffic network,3.21509348248981
public travel,3.214307773432444
including large,3.212645958176771
satellite remote,3.2124554635915397
energy infrastructure,3.2119793338926597
observed land,3.2111195197147575
smart mobile,3.2109344980294687
network optimization,3.208491984211723
vision area,3.208491984211723
landscape changes,3.2079967538351823
block based,3.2077699101295116
build based,3.2077699101295116
modelling framework,3.207713272696795
uses ai,3.206832151809898
significant potential,3.2059071535037384
efficient techniques,3.205475086165899
better compared,3.204782037521047
global human,3.2045797780728624
supervised methods,3.2031510333704962
future population,3.2023041242545136
studies future,3.202304124254513
applications due,3.1989788252097116
tree mapping,3.198141741283199
average spatial,3.1971774710876044
common spatial,3.1971774710876044
spatial representation,3.1971774710876044
level including,3.1951211047357644
imagery three,3.195121104735764
urbanization index,3.1948516331877848
improved urban,3.193675226496069
learning language,3.191583306035442
embedding learning,3.1915833060354415
demand patterns,3.191352280260426
historical patterns,3.191352280260426
vector neural,3.189417462151867
mining algorithms,3.1864923037989277
ensemble approach,3.1855489184781445
geospatial features,3.183251813636974
relevant features,3.183251813636974
modeling extraction,3.182717304341102
use class,3.182669177363925
data close,3.1821251688326075
data concerning,3.1821251688326075
data coordinate,3.1821251688326075
data generates,3.1821251688326075
data missing,3.1821251688326075
data sparse,3.1821251688326075
data truck,3.1821251688326075
data unlike,3.1821251688326075
emerged data,3.1821251688326075
recognized data,3.1821251688326075
representative data,3.1821251688326075
five research,3.1759865617441694
increasing research,3.1759865617441694
comprehensive information,3.174790383857566
information visualization,3.174790383857566
computing techniques,3.1720477725111436
semantic image,3.1716772778851343
application transportation,3.170801593335044
ann models,3.17072210544376
cities opportunities,3.1707221054437595
models generate,3.1707221054437595
models linear,3.1707221054437595
models specifically,3.1707221054437595
traffic sensor,3.168885931285721
health two,3.1681463372781025
present two,3.1681463372781025
area especially,3.1667106469472186
major area,3.1667106469472186
small area,3.1667106469472186
overall energy,3.16572274615221
analysis urban,3.1656492617761085
accurately model,3.1650633229501803
different forms,3.1645648220090483
different integration,3.1645648220090483
paper shows,3.1645648220090483
provide significant,3.1617818296289926
location studies,3.1607652787343254
sustainable mobility,3.1607652787343254
dynamic systems,3.1600500124000597
problem three,3.1585491501312695
tree cover,3.157295749311558
ais using,3.157047765675599
contexts using,3.157047765675599
modes using,3.157047765675599
using operational,3.157047765675599
cities cities,3.1563943000080625
classification ability,3.155246279657838
machine workflow,3.151015512704366
information management,3.149922659134042
community development,3.149071563208285
green development,3.149071563208285
development methodology,3.1490715632082846
spatial spectral,3.148832818542031
positioning data,3.1488059648629516
world data,3.1488059648629516
conventional results,3.148597805665456
road control,3.1485967663331382
new digital,3.148416391484199
images safety,3.148234154164003
process based,3.1474416654614994
environmental context,3.147326067420885
service change,3.1428081232392184
predict potential,3.141808379460617
overall landscape,3.1382213592835067
factor based,3.137108335863266
trajectories based,3.137108335863266
ai computer,3.136845396431281
cnn method,3.1343363080778595
research activities,3.1333018349412725
eight land,3.1276159970798942
resulting land,3.1276159970798942
monitoring road,3.1264996671998846
view patterns,3.126361716400013
network classify,3.1259396941921613
types environmental,3.1257498389348295
current deep,3.1257093511663188
control energy,3.1207011700101788
generated design,3.1198105547832595
different countries,3.1162971891184927
use expert,3.1147045158554323
tested models,3.113398302603961
models analyzed,3.1133983026039607
classifier framework,3.112731242236638
process monitoring,3.1125094236451796
planning authorities,3.112490872897089
planning navigation,3.112490872897089
scenario planning,3.112490872897089
methods integrating,3.112484577896571
future big,3.112356161692495
improved performance,3.1119836970048684
images aerial,3.1115700007082645
various travel,3.1114325131380993
development impacts,3.109220856836247
city image,3.1056208668990037
accuracy signal,3.1031217054039573
algorithms semantic,3.1030883717653888
spatial levels,3.1018381823148182
system lidar,3.101516911556975
analysis linear,3.1013413565520205
different techniques,3.1013308169648792
social impact,3.0989117429010085
prediction traditional,3.0986703556704107
lulc classification,3.0961210379160113
sensing datasets,3.0942373519237876
china using,3.093847507377633
behavior research,3.0916744996908383
major research,3.0916744996908383
satellite big,3.091551388096375
network achieved,3.0861351867985682
future planning,3.0858026337659976
analyze change,3.0832369771951234
detect urban,3.081135327989229
systems help,3.080370096793968
urban environmental,3.07993190626393
performance computing,3.0787103413908343
computing performance,3.078710341390834
approach experimental,3.076073793362994
behavior data,3.0759524806856344
techniques rf,3.0755727167448104
temperature prediction,3.0742796907407524
unsupervised model,3.0734304562447914
machine method,3.0729791403210696
system development,3.0719480986902554
transport information,3.071525567768991
new sensor,3.071298357139554
city functions,3.0704885637932113
ai respectively,3.0696559401475936
hazard based,3.069297844882172
methods become,3.068923116794385
accuracy achieved,3.0633633980556763
achieved accuracy,3.0633633980556763
urban city,3.0612009128043347
accurate artificial,3.0609123016002515
aid using,3.060638653363405
assessed using,3.060638653363405
reduction using,3.060638653363405
using measurement,3.060638653363405
using twitter,3.060638653363405
using variable,3.060638653363405
statistics learning,3.0605809826135038
learning schemes,3.0605809826135033
limited traffic,3.0589538323242484
cities identifying,3.057969376683925
models achieve,3.057969376683925
promising models,3.057969376683925
spatial complexity,3.0561260415311233
highly spatial,3.056126041531123
influence spatial,3.056126041531123
systems planners,3.05463079926622
finally change,3.0542279793875604
research analyzing,3.0510575500229518
research include,3.0510575500229518
current prediction,3.0502399513776597
reliable land,3.048069014275229
specific network,3.047255991120445
developed model,3.0471989151125434
aerial building,3.0454853706813507
building point,3.0454853706813507
density building,3.0454853706813507
task environment,3.0454853706813507
existing space,3.0452469348230613
detection finally,3.044024370508735
improve time,3.0425587036642536
network urban,3.0422508087288964
sustainable environmental,3.0421193986505637
images open,3.0405649961494836
range images,3.0405649961494836
built two,3.0391630258376443
classification tested,3.0390129839834783
environments understanding,3.0371106816465825
development policy,3.032256816092613
study show,3.0312305658156915
landscape types,3.02800869396686
positioning methods,3.026469413460166
vision methods,3.026469413460166
results derived,3.024545095112791
zones results,3.0245450951127903
cnn approach,3.02390933050296
growing approach,3.02390933050296
paper points,3.023744453231961
mobility dataset,3.0229700492314495
mobility water,3.0229700492314495
design processes,3.022314425749262
information applying,3.0221892457674255
information mainly,3.0221892457674255
neighborhood information,3.0221892457674255
algorithmic urban,3.020454931035009
choices urban,3.020454931035009
formed urban,3.020454931035009
formulation urban,3.020454931035009
france urban,3.020454931035009
ideal urban,3.020454931035009
metropolis urban,3.020454931035009
proper urban,3.020454931035009
urban greenway,3.020454931035009
urban logistics,3.020454931035009
urban neighbourhood,3.020454931035009
urban parcels,3.020454931035009
urban settings,3.020454931035009
urban sociology,3.020454931035009
evaluate smart,3.0162468870659573
critical features,3.014838339708605
object features,3.014838339708605
sustainable planning,3.0141527583266683
integrating spatial,3.0116338180730504
relevant spatial,3.0116338180730504
capacity planning,3.0109662679146583
operational planning,3.0109662679146583
planning domains,3.0109662679146583
planning goals,3.0109662679146583
supporting planning,3.0109662679146583
given building,3.0097288968656133
environment given,3.009728896865613
sensor network,3.0092635451333014
dataset show,3.007780243478331
real data,3.0051668622908467
cities designed,3.004323816948064
scale studies,3.004181896690765
classified based,3.004134656817603
layer based,3.004134656817603
significant factors,2.996034771775253
areas according,2.9959208526510386
development life,2.9950687192895344
developed approaches,2.9929677558727823
analytics system,2.989733798268384
urbanization growth,2.9892465204814873
analysis internet,2.9889893043762195
large buildings,2.987853211426871
detection problems,2.987510241397836
general model,2.986565241515727
model business,2.986565241515727
outperforms model,2.986565241515727
integrated smart,2.985896637727222
process location,2.9858157781256
classification models,2.9841691404843838
promising classification,2.983799808606575
multiple environmental,2.9820401450375376
improve prediction,2.980136868838078
different geospatial,2.9793292511277967
integrating different,2.9793292511277967
high application,2.978821377943432
social infrastructure,2.978821377943432
mapping dynamics,2.9787915206270386
benchmark data,2.9785745707224693
collecting data,2.9785745707224693
data coastal,2.9785745707224693
event data,2.9785745707224693
municipality data,2.9785745707224693
smartphone data,2.9785745707224693
unstructured data,2.9785745707224693
features achieved,2.975264843214789
objects features,2.975264843214789
environment assessment,2.9747267397788075
spectral information,2.9742759414512214
analyze patterns,2.974132867335027
scale public,2.9739708258775037
dynamic human,2.9738095118883283
advanced approach,2.9733328379186625
presented approach,2.9733328379186625
sar approach,2.9733328379186625
images improved,2.9724649606799876
design patterns,2.972300590239704
networks compared,2.971893755470119
development urban,2.9702952216370226
region change,2.970117301114274
diversity using,2.969499710982654
measured using,2.969499710982654
using hyperspectral,2.969499710982654
using kappa,2.969499710982654
using unsupervised,2.969499710982654
physical spatial,2.96830340522042
quantitative spatial,2.96830340522042
novel neural,2.9667765573306095
indices results,2.965820588624024
results provided,2.965820588624024
urban metrics,2.9631752920129237
potential knowledge,2.963028391363207
local data,2.9621104047222424
city experimental,2.9616606454689247
extraction road,2.9595124967647513
development four,2.9586971436691565
strategies development,2.958697143669156
growth modeling,2.957480374892039
management health,2.957471031483142
traffic pattern,2.955820841537227
efficient traffic,2.9558208415372267
urbanization level,2.9544445915464963
system uses,2.9540851187517685
numerous machine,2.9534214179649485
past machine,2.9534214179649485
monitoring time,2.9531780141823294
growing cities,2.952359676111416
dynamics transportation,2.9517592093711453
accuracy comparison,2.9494884618932593
predicting human,2.9470889744117756
areas automated,2.94678482957001
extraction process,2.945645388358558
training process,2.945645388358558
overall quality,2.9452212547116523
pollution methods,2.944687180513409
methods extract,2.9446871805134087
methods include,2.9446871805134087
dynamic change,2.943003897861042
improving based,2.941436089869848
perceptions based,2.941436089869848
method ml,2.9395617189799275
ml method,2.9395617189799275
images demand,2.939437962654253
agents learning,2.939125345350174
base learning,2.939125345350174
hybrid learning,2.939125345350174
different physical,2.936075860310883
different relationships,2.936075860310883
five different,2.936075860310883
paper findings,2.936075860310883
area strategies,2.9357962731680214
network density,2.9357962731680214
research selected,2.9348434174148617
traditional artificial,2.934426522432789
systems current,2.931595676231123
studies developed,2.931091596664708
design strategy,2.9302238486253036
compared various,2.928986265617275
various feature,2.928986265617275
function information,2.9277126567760674
new open,2.9270108480198815
techniques finally,2.9262350398396686
use topic,2.925981896813788
approach mainly,2.9242584493100257
approach shows,2.9242584493100257
common approach,2.9242584493100257
traditional algorithms,2.9232953494364935
integrated performance,2.9216471451112787
tree algorithm,2.9194574893727125
two application,2.9194574893727125
planning agricultural,2.915298265194642
planning issue,2.915298265194642
planning project,2.915298265194642
planning projects,2.915298265194642
emergency planning,2.9152982651946413
enable planning,2.9152982651946413
accuracy rate,2.913209288114502
forecasting accuracy,2.913209288114502
time travel,2.910237956903288
travel time,2.910237956903288
scales results,2.9091132729686437
thermal images,2.9070604463559224
efficient environment,2.9068730817781203
early model,2.904033791101198
model early,2.904033791101198
cities according,2.9019835071756495
cities governance,2.9019835071756495
cities significantly,2.9019835071756495
detailed models,2.9019835071756495
models generated,2.9019835071756495
area given,2.9002553937260247
increase area,2.9002553937260247
metropolitan land,2.899564288687949
features selected,2.898855228669703
different activities,2.8939302295843805
space including,2.8928697118263456
years new,2.8928269347901705
location factors,2.8916746671146534
traffic modelling,2.8904779211504685
forest modeling,2.8887186143978325
regression decision,2.887169289376096
landscape index,2.885053211775925
system presents,2.8850222433499675
small spatial,2.8849154935115067
spatial behavior,2.8849154935115067
component using,2.8831284243858457
made using,2.8831284243858457
poverty using,2.8831284243858457
using airborne,2.8831284243858457
platform based,2.8810377444838826
accurate detection,2.8799702787081407
detection regions,2.8799702787081407
management due,2.879772964840976
cnn classification,2.878621614143251
networks including,2.878392829067469
large population,2.8783271546091886
cover extraction,2.8780107547485443
increase accuracy,2.8777146105872236
learning planning,2.8751986990945415
image data,2.8742125426264122
proposed quantitative,2.8734534945875323
multiple transportation,2.871653912952639
problem using,2.868783168867043
science methods,2.866773546404026
change simulation,2.86424763117295
local road,2.8631036130561434
address performance,2.8627842061486444
form performance,2.8627842061486444
identify important,2.8539492618178786
cities mainly,2.8531094437256908
representation models,2.8531094437256903
architecture system,2.8515526915636373
possible system,2.8515526915636373
conventional urban,2.8492079583029324
input images,2.8441638722715057
design five,2.8430174216690762
accuracy computational,2.8429742516764387
big problem,2.842436538437579
geospatial information,2.838371005606537
relevant information,2.838371005606537
china urban,2.8367873110384974
water energy,2.83563899805388
consumption patterns,2.8347465411067088
advanced analysis,2.8336044612189153
analysis presented,2.833604461218915
computer network,2.831408121032804
main area,2.831408121032804
mobile network,2.831408121032804
function approach,2.8303057331314356
structures classification,2.8284612007736696
research uses,2.826297293157545
learning matrix,2.8260205674857835
appropriate model,2.825458887989634
fusion model,2.825458887989634
model mathematical,2.825458887989634
ratio model,2.825458887989634
key ai,2.8251980906638403
planning investigation,2.8249004380697835
planning methodologies,2.8249004380697835
planning scheme,2.8249004380697835
planning security,2.8249004380697835
planning transformation,2.8249004380697835
evaluate urban,2.8190359717348974
global urban,2.8190359717348974
computing system,2.8187566812951417
different object,2.812764149108527
use functions,2.8111975358597263
use mode,2.8111975358597263
model random,2.809471717676305
patterns predicting,2.808241543226713
work using,2.8081327283741073
including road,2.807874110407578
applications based,2.8078546276790095
particular areas,2.8076283607156753
combination models,2.805658401480179
management traditional,2.805599313678922
complex space,2.8043490837435012
scale mapping,2.803505806215793
three case,2.8017225970892787
using standard,2.8010909059107907
actual data,2.7973711891790107
designs data,2.7973711891790107
employing data,2.7973711891790107
joint data,2.7973711891790107
programming data,2.7973711891790107
store data,2.7973711891790107
data capturing,2.7973711891790103
data contributes,2.7973711891790103
data impervious,2.7973711891790103
traditional human,2.795309627889374
new thermal,2.794368645969308
processing new,2.794368645969308
including decision,2.7941301447615707
process including,2.7941301447615707
features spaces,2.7905401313617375
impact change,2.7891165678704968
change map,2.7891165678704963
training time,2.787791674913045
applied three,2.7872090232649027
modelling system,2.786610154565315
two significant,2.786457787051606
support tree,2.7851866498625637
tree support,2.7851866498625637
analysis integration,2.784930742946192
analysis mainly,2.784930742946192
city management,2.784472934729404
predict high,2.782507874619135
cover dataset,2.7820636598961004
identification classification,2.7798028945261084
study allows,2.7791393469691554
using complex,2.7783769640470313
comparing machine,2.7769919321238943
accuracy efficient,2.7756441962683347
improved accuracy,2.7756441962683347
segmentation accuracy,2.7756441962683347
based method,2.7738609183514713
different coverage,2.773652754530336
different objects,2.773652754530336
systems monitoring,2.773497320646749
three big,2.772824498320524
specific spatial,2.7673091028237513
intelligent traffic,2.7671472479553314
imagery mapping,2.7669875006237747
categories based,2.766561735234366
decisions based,2.766561735234366
functions based,2.766561735234366
state based,2.766561735234366
vision method,2.7654064699179814
two types,2.7653125581991738
traditional change,2.764827317132032
new sources,2.762833411090874
design experiments,2.76024572884112
cities sensors,2.759557382452676
models sensors,2.759557382452676
supervised models,2.759557382452676
way cities,2.759557382452676
presents research,2.7577580445284124
structure detection,2.754793057482515
generation model,2.750510525930075
model generation,2.750510525930075
speed model,2.750510525930075
surface urban,2.749629457747541
global environment,2.748626770226652
vegetation building,2.748626770226652
buildings population,2.7454412579763425
environmental evaluation,2.7444344502391136
intelligence modeling,2.7438413628117235
sensing dataset,2.7430152714445986
location social,2.7419233633765354
sustainable high,2.7419233633765354
using images,2.7416258136624467
improving urban,2.741105621262576
six urban,2.741105621262576
data comparison,2.740969312079849
including transportation,2.740293837205807
planning airborne,2.7392702725650375
planning regarding,2.7392702725650375
analysis associated,2.737680047504459
analysis landslide,2.737680047504459
analysis processes,2.737680047504459
risk analysis,2.737680047504459
different lidar,2.7354666769343003
new statistical,2.731903255731655
multiple applications,2.731118565700861
