Collocation By PMI,Score By PMI,Document By PMI,Collocation By Chi_square,Score By Chi_square,Document By Chi_square,Collocation By Likelihood_ratio,Score By Likelihood_ratio,Document By Likelihood_ratio
urban ca,1.1561391329113615,7,urban scene,0.9114483983733233,5,areas two,0.6847802725405463,1
urban exposure,1.1561391329113615,1,urban sites,0.9114483983733233,1,two areas,0.6847802725405463,1
transit urban,1.1561391329113597,1,model compared,0.9106383515688506,1,improve planning,0.6844627182647414,1
street based,1.1555716818187118,1,data correlation,0.9104557142343475,1,research model,0.6835248516833901,1
using ai,1.1486445963644378,5,data integrating,0.9104557142343475,1,deep analysis,0.6820192351648118,1
study provide,1.1478469815064472,9,integrating data,0.9104557142343475,1,existing model,0.6798950841713485,2
techniques machine,1.1443427054475137,2,system using,0.9042352441715642,2,extraction model,0.6798950841713485,1
urban buildings,1.1433150925537774,3,land forest,0.8978612730410706,1,model air,0.6798950841713485,1
developed using,1.1415551715781174,1,areas artificial,0.8950685215616833,1,design support,0.6767347228182119,1
features new,1.1390656195524205,1,new environment,0.890533788578036,1,environmental urban,0.6748935834027958,1
environmental study,1.1365316682786144,1,design management,0.8879437902029602,1,data basis,0.6721055582686262,1
urban modelling,1.1306040408042222,2,planning climate,0.8828976605278065,1,algorithm approach,0.6695200898492895,1
furthermore data,1.1303131455434556,1,planning monitoring,0.8828976605278065,1,ai research,0.6681003137010111,1
science data,1.1303131455434556,1,system environment,0.8815784498644438,1,city applications,0.6656893692505712,1
specific data,1.1303131455434556,1,proposed change,0.8758994249390589,1,landscape results,0.6617925202300838,1
planning compared,1.1292228104058637,1,however urban,0.8747672443833744,1,cities social,0.6614244237298517,1
image results,1.1253768791406742,1,city however,0.8708698896581365,1,image approach,0.6539317797413724,1
study various,1.1253044128553604,1,images accuracy,0.8692137394432414,1,area using,0.6531929353251609,2
urban types,1.1221918009880234,2,social analysis,0.8684385368222406,1,various use,0.651386893174176,1
growth using,1.1135407954085217,1,model local,0.8671364848170194,1,dynamics using,0.6509743662723664,1
change models,1.1067048379924085,1,research model,0.8659775282266798,1,model land,0.6500704397627293,1
classified urban,1.1055130598413943,1,classification social,0.8625977493308415,1,networks based,0.6499470620887813,1
urban roads,1.1055130598413943,1,data make,0.8613148464210975,1,decades urban,0.6455760257434626,1
distribution learning,1.1023714876904105,1,via data,0.8613148464210975,1,determine urban,0.6455760257434626,1
better model,1.1015871623961875,1,extraction using,0.8592448444716249,1,generation urban,0.6455760257434626,1
networks land,1.0952568907643396,1,training using,0.8592448444716249,1,urban scene,0.6455760257434626,5
area features,1.0901560190714736,1,using air,0.8592448444716249,3,urban sites,0.6455760257434626,1
use machine,1.0890602699463265,4,using existing,0.8592448444716249,1,models however,0.645392734712386,1
future urban,1.089024937052823,3,using training,0.8592448444716249,1,information support,0.6445821366014273,1
predict urban,1.089024937052823,3,analysis however,0.8416011617064176,1,cover results,0.6438743746090179,1
design based,1.0866243281012196,2,ai methods,0.8379122457737809,1,data correlation,0.6424360288286712,1
evaluation using,1.0860600589864138,1,travel planning,0.8347407204414298,1,data integrating,0.6424360288286712,1
using three,1.0860600589864138,1,quality urban,0.834130894660128,1,integrating data,0.6424360288286712,1
including machine,1.0854490163939463,1,urban quality,0.834130894660128,1,big urban,0.641861768459441,1
novel learning,1.0839929583755552,1,management information,0.8340821587596963,1,model compared,0.6405870306331976,1
tree learning,1.0839929583755552,1,algorithm used,0.8313730040548059,1,use analysis,0.6381241361533427,1
model building,1.075824066331105,2,used algorithm,0.8313730040548059,1,learning cities,0.6364660608620922,1
human classification,1.0725368142642555,1,adaptive urban,0.8301607452402484,1,land forest,0.6331092626017398,1
among data,1.0714194564898882,1,block urban,0.8301607452402484,1,areas artificial,0.6311840238461852,1
data among,1.0714194564898882,1,fields urban,0.8301607452402484,1,accuracy using,0.6299754026400162,2
flow data,1.0714194564898882,1,morphology urban,0.8301607452402484,1,new environment,0.6284998636686152,1
imagery data,1.0714194564898882,2,shape urban,0.8301607452402484,1,design management,0.6270586596091823,1
including data,1.0714194564898882,2,urban block,0.8301607452402484,4,planning climate,0.6248356659579297,1
data quality,1.0714194564898847,3,urban build,0.8301607452402484,5,planning monitoring,0.6248356659579297,1
quality data,1.0714194564898847,3,different patterns,0.8247554656658705,1,system environment,0.6233420718459557,1
detection city,1.0649187275724508,1,area using,0.8221989158858714,2,urban dynamic,0.6211751046533451,8
framework models,1.059139154740354,1,prediction urban,0.8206601278683129,1,proposed change,0.6201042659754119,1
areas smart,1.0576402506669353,1,urban prediction,0.8206601278683129,1,city however,0.6172641353415138,1
developed machine,1.0568798641971746,1,learning accurate,0.8157407453378444,1,environment planning,0.6169989146977435,2
predicted urban,1.0566034593604474,1,research data,0.8087872455656212,1,images accuracy,0.6161963428818742,1
urban combining,1.0566034593604474,1,mapping based,0.8013227101600616,1,social analysis,0.6158632022416288,1
design planning,1.0552222289620836,2,use analysis,0.8008352674572462,1,model local,0.6155101521548434,1
planning design,1.0552222289620836,3,two classification,0.7973162498325904,1,data make,0.6139284245194336,1
change analysis,1.0522570539700329,1,compared using,0.7950222270667846,1,via data,0.6139284245194336,1
forecasting data,1.0428503042931165,1,using feature,0.7950222270667846,3,classification social,0.6124752536921743,1
environment spatial,1.041938072178695,1,new development,0.7945130463880894,2,extraction using,0.6109955688129762,1
spatial environment,1.041938072178695,3,applications urban,0.7938351606707117,1,training using,0.6109955688129762,1
model using,1.0405115856444205,5,change information,0.7893782734839144,1,using air,0.6109955688129762,3
data based,1.0393186133228625,8,accuracy using,0.7890376261997436,2,using existing,0.6109955688129762,1
results support,1.0368402045390166,1,algorithms cities,0.7789412405212426,1,using training,0.6109955688129762,1
integrated urban,1.0327567174060803,2,design framework,0.776472430030532,1,urban potential,0.6093389559931794,1
urban intelligent,1.0327567174060803,1,framework design,0.776472430030532,1,approaches urban,0.6015840038431195,3
urban surface,1.0327567174060803,2,using visual,0.7746924160938157,2,analysis however,0.6002321372377111,1
based algorithm,1.0300407997348522,2,urban dynamic,0.7731546513699586,8,ai methods,0.5979743868519662,1
growth machine,1.028865488027579,1,environment planning,0.7705462032696456,2,adaptive urban,0.5978558823014852,1
planning problem,1.0266530767653155,3,dynamics planning,0.7673774708888136,1,block urban,0.5978558823014852,1
methods accuracy,1.0167389984825075,1,planning land,0.7649757286610519,2,fields urban,0.5978558823014852,1
complex machine,1.0150596885025482,1,learning effective,0.7608807619140823,1,morphology urban,0.5978558823014852,1
data may,1.0148359281235209,1,urban ground,0.7561003674825486,1,shape urban,0.5978558823014852,1
data showed,1.0148359281235209,1,modeling land,0.7550735661485061,2,urban block,0.5978558823014852,4
urban zones,1.0092977445820903,1,using dataset,0.7548736962327328,2,urban build,0.5978558823014852,5
develop urban,1.0092977445820885,2,using local,0.7548736962327328,2,data used,0.5975387253066673,2
residential urban,1.0092977445820885,2,city artificial,0.7460085416965108,1,used data,0.5975387253066673,2
models techniques,1.0055581145355106,1,environment research,0.7424186381000122,1,travel planning,0.5967727708842785,1
techniques models,1.0055581145355106,1,urban building,0.7392941666707042,4,management information,0.5957688164536805,1
proposed traffic,1.005469193764986,1,scale using,0.7355504239336891,1,algorithm used,0.5942289791394515,1
machine evaluation,1.001384751605471,1,using scale,0.7355504239336891,1,used algorithm,0.5942289791394515,1
growth planning,0.9986387005957198,1,urban activity,0.735362922841623,1,urban activity,0.5942067729605862,1
cities using,0.9980635779885851,3,data first,0.7348912305716456,2,data first,0.5925325945436668,2
learning climate,0.9954562837738976,1,growth model,0.7306063380394706,3,different patterns,0.5902658905478666,1
use algorithms,0.9936031106984213,1,area development,0.7298887539595099,1,learning accurate,0.5859208666633076,1
data open,0.9873551917014147,1,analyzing data,0.7292166299769265,1,public urban,0.5773417350883738,1
analyze urban,0.9862141314690476,3,data extracted,0.7292166299769265,1,mapping based,0.5765862764976897,1
transportation land,0.9850739730139146,1,data need,0.7292166299769265,2,two classification,0.5741172214322021,1
complex planning,0.9848329010706891,1,include data,0.7292166299769265,1,compared using,0.573168568235715,1
ai approach,0.9817682264378575,4,machine land,0.7253658254001774,1,using feature,0.573168568235715,3
approach ai,0.9817682264378575,1,use street,0.7244828669285887,1,new development,0.572352179887168,2
data many,0.9738086598634652,2,analysis artificial,0.7192774808707951,1,change information,0.5693387437396522,1
based approach,0.971147110681283,2,study case,0.7132871956836943,1,accurate urban,0.5681040238532582,2
machine approach,0.969971798974008,3,study potential,0.7132871956836943,1,urban maps,0.5681040238532582,2
cooling urban,0.9634940549689652,1,model complex,0.7129088668815342,1,urban spatial,0.567736632974126,3
opportunities urban,0.9634940549689652,1,approaches urban,0.712436077288496,3,algorithms cities,0.5631412010532928,1
urban commercial,0.9634940549689652,1,learning results,0.7063995084128072,1,support urban,0.5630230782946608,4
urban crime,0.9634940549689652,1,environment features,0.7057675856970365,1,data remote,0.5617865092755809,2
data presents,0.9603881441011453,1,urban sensing,0.7012585828332571,1,design framework,0.561621866620096,1
geographic data,0.9603881441011453,1,accurate urban,0.6991161318055087,2,framework design,0.561621866620096,1
main data,0.9603881441011453,2,urban maps,0.6991161318055087,2,using visual,0.5610141334581411,2
based algorithms,0.9578910139790189,1,study applied,0.6986245513684367,1,approach learning,0.5591134903360302,1
spatial area,0.9552264389853669,2,imagery using,0.6983307765326159,1,dynamics planning,0.556715934145408,1
factors land,0.9535957415407488,2,model evaluation,0.6956247574557981,1,urban ground,0.55321528249311,1
various urban,0.9522667995457113,4,new research,0.6941471044510865,1,learning effective,0.553116943980652,1
system using,0.9497943688953328,2,data remote,0.6920791246952401,2,ai data,0.5518645869677392,1
environments machine,0.9479454926440098,1,combined data,0.6897486335552523,1,using dataset,0.5490790774765073,2
different development,0.947838693588487,1,coverage data,0.6897486335552523,1,using local,0.5490790774765073,2
techniques classification,0.9470059321803959,1,data across,0.6897486335552523,1,modeling land,0.5490228340648953,2
forest planning,0.9441909165733442,1,data coverage,0.6897486335552523,1,city artificial,0.5433291657897137,1
design building,0.942402398627781,1,urban ca,0.6884929409486501,7,features using,0.5431121647336159,2
potential model,0.9418067183594196,1,urban exposure,0.6884929409486501,1,using features,0.5431121647336159,2
accuracy spatial,0.9373045309881043,1,urban factors,0.6882117119091515,1,environment research,0.5410782826094482,1
detection results,0.9373045309881043,1,regression machine,0.6851310679451803,1,data models,0.5382275534973089,2
spatial accuracy,0.9373045309881043,1,street based,0.679490486226002,1,scale using,0.537358878075429,1
data architecture,0.9339159327399535,1,study provide,0.6701602261163996,9,using scale,0.537358878075429,1
data demonstrate,0.9339159327399535,1,features using,0.6673420081411349,2,analyzing data,0.5348547558020913,1
improved data,0.9339159327399535,1,using features,0.6673420081411349,2,data extracted,0.5348547558020913,1
research model,0.9302187440842076,1,developed using,0.6629204109021367,1,data need,0.5348547558020913,2
cities ai,0.9251846980714902,1,urban cover,0.6622614449249664,2,include data,0.5348547558020913,1
categories urban,0.919099935610511,1,features new,0.6588974075162601,1,growth model,0.5342882937935849,3
optimal urban,0.919099935610511,1,planning data,0.6579031457635098,3,area development,0.5334647886940533,1
urban categories,0.919099935610511,1,environmental study,0.6563450951916626,1,urban analysis,0.5314636699789728,4
urban decisions,0.919099935610511,1,furthermore data,0.652325276690914,1,use street,0.5303106076292778,1
urban scales,0.919099935610511,1,science data,0.652325276690914,1,analysis artificial,0.5270676579532301,1
model results,0.9187231052463751,3,specific data,0.652325276690914,1,study case,0.5235553328936646,1
one machine,0.9091262437534837,1,planning compared,0.64816006012931,1,study potential,0.5235553328936646,1
computing data,0.9079207242070098,1,support urban,0.6463884873300014,4,model complex,0.5234627041955469,1
data resolution,0.9079207242070098,1,proposed urban,0.6429905818707791,1,performance data,0.5217475996324632,2
area using,0.9070899179410965,2,study various,0.642799366287449,1,environment features,0.5187116766943178,1
population using,0.9070899179410965,1,image results,0.6426088606778546,1,imagery using,0.5145456476332251,1
design new,0.904600365915396,1,growth using,0.6292149612077219,1,study applied,0.5145372444098422,1
including urban,0.904600365915396,3,classified urban,0.6266709448190246,1,model evaluation,0.5128203378209641,1
use management,0.8999440034841761,2,urban roads,0.6266709448190246,1,new research,0.5115540937089589,1
design system,0.898395216388689,1,network planning,0.6224690807219887,2,urban ca,0.5114259675225705,7
system design,0.898395216388689,2,change models,0.6203448384420245,1,urban exposure,0.5114259675225705,1
use analysis,0.8958278950119443,1,distribution learning,0.616874174009762,1,combined data,0.5104896030619066,1
city ai,0.8914359067169499,1,better model,0.6150136796480561,1,coverage data,0.5104896030619066,1
accuracy using,0.8891680099438339,2,performance data,0.610746098654369,2,data across,0.5104896030619066,1
environment planning,0.8788994563216228,2,networks land,0.6074055317645959,1,data coverage,0.5104896030619066,1
planning one,0.8788994563216228,1,area features,0.6009621301920924,1,network planning,0.5104224370611641,2
transportation urban,0.8760312137186261,4,urban services,0.5990105805941189,2,regression machine,0.5064373285601256,1
urban dynamic,0.8760312137186261,8,process urban,0.5982731715968387,1,street based,0.5026185336462932,1
management based,0.8642319067647719,1,urban decision,0.5982731715968387,2,study provide,0.4968862925998694,9
intelligence machine,0.858940486585265,1,urban process,0.5982731715968387,2,urban services,0.4947454327937568,2
machine intelligence,0.858940486585265,1,evaluation using,0.5971179382825519,1,developed using,0.4925409352377792,1
data first,0.857294651137039,2,using three,0.5971179382825519,1,features new,0.48964969283601745,1
design network,0.8556907654344492,1,including machine,0.5965483092019156,1,urban public,0.4888779442116613,3
network design,0.8556907654344492,1,novel learning,0.5955315905140163,1,environmental study,0.4882493811421531,1
urban activity,0.8549695981907952,1,tree learning,0.5955315905140163,1,furthermore data,0.4870498812408526,1
decision model,0.8516089093878385,1,road urban,0.5856368857512824,1,science data,0.4870498812408526,1
study two,0.8511294494163657,1,among data,0.5831218035328626,1,specific data,0.4870498812408526,1
two study,0.8511294494163657,1,data among,0.5831218035328626,1,planning compared,0.4833546148901833,1
learning multiple,0.8486148954446264,1,flow data,0.5831218035328626,1,study various,0.4797355597314352,1
applied using,0.8481962288875273,1,human classification,0.5809625863159341,1,image results,0.4795119608776859,1
development method,0.8452689599479406,2,methods using,0.5780499509737417,2,smart data,0.4793678056786821,1
planning using,0.8435869756349348,5,data traffic,0.57782170494228,1,methods using,0.4775962388476245,2
paper features,0.8422285056278866,1,detection city,0.5723601582885978,1,classified urban,0.47228415720497163,1
planning approaches,0.8410974236092379,1,predicted urban,0.5700558610508488,1,urban roads,0.47228415720497163,1
networks using,0.8367005900496984,1,urban combining,0.5700558610508488,1,map urban,0.47186624265757837,2
development information,0.8358702619456899,1,map urban,0.5683258933114332,2,growth using,0.4713131959178325,1
accurate urban,0.834211038023998,2,urban public,0.5680704351464178,3,planning based,0.4696848671399212,3
assess urban,0.834211038023998,1,framework models,0.5658755246938447,1,change models,0.4653868785673896,1
considered urban,0.834211038023998,1,developed machine,0.564196123090658,1,results based,0.4648449550573568,2
urban comprehensive,0.834211038023998,1,areas smart,0.5641735157916066,1,distribution learning,0.46377102672181536,1
urban events,0.834211038023998,1,results based,0.5610113351542343,2,better model,0.4622392131568347,1
urban geographical,0.834211038023998,1,change analysis,0.5582536044515185,1,networks land,0.45729894625231804,1
urban management,0.834211038023998,5,learning city,0.5548202257211141,1,data techniques,0.45304187353569914,1
urban maps,0.834211038023998,2,learning used,0.5548202257211141,1,techniques data,0.45304187353569914,1
urban resource,0.834211038023998,1,forecasting data,0.5511204010372309,1,area features,0.45298089465980285,1
data remote,0.8326325969027728,2,environmental urban,0.5480733525506027,1,evaluation using,0.4508326961296112,1
gis data,0.8326325969027728,1,environment spatial,0.5467878197609944,1,using three,0.4508326961296112,1
area method,0.8271216132376793,1,spatial environment,0.5467878197609944,3,including machine,0.45051502520402287,1
neural land,0.8246093008206685,1,planning based,0.5452298574605128,3,novel learning,0.45009920170305096,1
mobility machine,0.822414610560152,1,results support,0.5413895194266165,1,tree learning,0.45009920170305096,1
studies machine,0.822414610560152,1,based algorithm,0.5340923210871706,2,planning results,0.4443067403522516,1
features using,0.8196270766907539,2,growth machine,0.5334521332959308,1,among data,0.4427948437300244,1
using features,0.8196270766907539,2,planning problem,0.5311095809728676,3,data among,0.4427948437300244,1
landscape model,0.819187431695461,1,model land,0.5282548924699237,1,flow data,0.4427948437300244,1
learning regression,0.8179180982217105,1,data provide,0.5235978942071224,4,human classification,0.4401702313586082,1
regression learning,0.8179180982217105,1,big urban,0.5233324110075479,1,data provide,0.4373580356729396,4
information network,0.8177229152354286,2,data may,0.5207192154759619,1,predicted urban,0.4356071695810062,1
planning remote,0.8164353693749682,1,data showed,0.5207192154759619,1,urban combining,0.4356071695810062,1
data increased,0.8083850506560957,1,methods accuracy,0.5195964379692429,1,detection city,0.43460041852402154,1
increased data,0.8083850506560957,1,complex machine,0.5186544994166994,1,framework models,0.4303864617439588,1
many urban,0.806989569288973,3,learning cities,0.5181598142413788,1,developed machine,0.42959058892582913,1
visual learning,0.8028112058315031,1,urban zones,0.5181438190914385,1,areas smart,0.42926905438501595,1
research design,0.7967970763808836,1,data used,0.5138680230942294,2,change analysis,0.4254349555958401,1
growing urban,0.7935690535266531,2,used data,0.5138680230942294,2,land land,0.42522060813704377,1
urban tasks,0.7935690535266531,1,models techniques,0.5078613687103295,1,forecasting data,0.4219092998630565,1
mobility planning,0.7921878231282911,1,techniques models,0.5078613687103295,1,environment spatial,0.417904980024421,1
network planning,0.7921878231282911,2,proposed traffic,0.5077092579850861,1,spatial environment,0.417904980024421,3
city images,0.7885874991251995,1,machine evaluation,0.5042253262915358,1,cities urban,0.4148083964132603,4
knowledge learning,0.7878608643655305,1,urban spatial,0.5019651310349059,3,results support,0.41442193822257534,1
methods different,0.7867333930361831,1,growth planning,0.5013968684977811,1,based algorithm,0.4096484725097649,2
service data,0.7845383087017268,1,urban potential,0.4988461562277886,1,growth machine,0.409443142377957,1
based framework,0.7840615580807899,1,learning climate,0.498584842180029,1,planning problem,0.4079124672062824,3
use patterns,0.7812995069855582,2,use algorithms,0.49551279065511056,1,data may,0.4018083711060265,1
urban features,0.7764955401677085,5,data open,0.4918276768802362,1,data showed,0.4018083711060265,1
city traffic,0.7754121103774665,1,complex planning,0.48710302563938646,1,urban zones,0.4012306052214264,1
urban services,0.7736694960889494,2,transportation land,0.4869297922076402,1,methods accuracy,0.39998923832833877,1
performance results,0.7709461445659826,1,ai approach,0.48319941304669095,4,complex machine,0.39965143157072447,1
using decision,0.7695863941911618,1,approach ai,0.48319941304669095,1,data framework,0.39355625460425503,1
use techniques,0.7661926145953473,1,urban analysis,0.4783395861508696,4,models techniques,0.39221979958199094,1
methods using,0.7641319640990503,2,public urban,0.47462706446824576,1,techniques models,0.39221979958199094,1
images classification,0.763784108124625,1,cooling urban,0.47049393220791474,1,proposed traffic,0.3920987016733162,1
space machine,0.7635209215065828,1,opportunities urban,0.47049393220791474,1,machine evaluation,0.39004295201852857,1
order data,0.7610793358777386,1,urban commercial,0.47049393220791474,1,growth planning,0.3881663465890878,1
advanced urban,0.754040689340016,1,urban crime,0.47049393220791474,1,urban changes,0.387662550842081,2
detailed urban,0.754040689340016,1,data models,0.4658718133871455,2,learning climate,0.38645251498478017,1
governance urban,0.754040689340016,1,data presents,0.46436192416806576,1,use algorithms,0.3840112352464833,1
map urban,0.754040689340016,2,geographic data,0.46436192416806576,1,data open,0.3824618798314795,1
results based,0.7532005943760289,2,main data,0.46436192416806576,2,complex planning,0.3785753010332231,1
planning case,0.7448821083499375,1,approach learning,0.4598094188929153,1,transportation land,0.3783196783874436,1
analyze data,0.7379957227646976,1,based algorithms,0.4592952404667484,1,important urban,0.3761266563901169,3
best data,0.7379957227646976,1,urban changes,0.4576302266477401,2,ai approach,0.3756948488564972,4
methods proposed,0.7369803578390837,1,spatial area,0.45646450555150425,2,approach ai,0.3756948488564972,1
city environment,0.7365928614869368,3,factors land,0.455212360800167,2,cooling urban,0.3690059859524133,1
space planning,0.7332941340747254,1,ai data,0.4545920884101582,1,opportunities urban,0.3690059859524133,1
cities new,0.7325396201290921,1,environments machine,0.4499923023815305,1,urban commercial,0.3690059859524133,1
data provide,0.726590959492448,4,different development,0.44918700493829306,1,urban crime,0.3690059859524133,1
transportation using,0.7265176722992734,1,techniques classification,0.44844594653779446,1,novel urban,0.3683449147889819,2
system models,0.7263344706023851,1,forest planning,0.4463465723499405,1,energy data,0.365954297477058,1
environment analysis,0.7158938688191014,1,design building,0.4438815024002552,1,data presents,0.36384135716380406,1
applying urban,0.71556654152538,1,potential model,0.44379664509453565,1,geographic data,0.36384135716380406,1
period urban,0.71556654152538,1,detection results,0.4390331978570639,1,main data,0.36384135716380406,2
urban vehicles,0.71556654152538,1,accuracy spatial,0.43891478759205466,1,based algorithms,0.3595564922942578,1
data provides,0.7152756462646117,1,spatial accuracy,0.43891478759205466,1,spatial area,0.3575673803399435,2
algorithms land,0.7149848096461717,1,data architecture,0.4382441952454902,1,factors land,0.35682920361185233,2
classification building,0.7117894704863659,1,data demonstrate,0.4382441952454902,1,environments machine,0.35337365889239525,1
using data,0.7077811097176898,11,improved data,0.4382441952454902,1,different development,0.3525993985227224,1
factors using,0.6950394408261076,1,novel urban,0.43273846196334365,2,techniques classification,0.3521165389373023,1
related data,0.6929078332361591,1,energy data,0.43044467958094423,1,planning machine,0.35136432880734136,2
city system,0.6925856792478449,1,important urban,0.4281052799848065,3,forest planning,0.35088783422523373,1
approaches urban,0.6904755605625468,3,cities ai,0.42731298106933263,1,urban datasets,0.34968515317680837,2
various planning,0.6878511633135567,1,categories urban,0.4267187544842032,1,potential model,0.349068704157965,1
area cities,0.6836300196481488,1,optimal urban,0.4267187544842032,1,design building,0.34896974184759066,1
network models,0.6836300196481488,1,urban categories,0.4267187544842032,1,data architecture,0.3459199162066713,1
processes urban,0.6780918361067165,1,urban decisions,0.4267187544842032,1,data demonstrate,0.3459199162066713,1
urban changes,0.6780918361067165,2,urban scales,0.4267187544842032,1,improved data,0.3459199162066713,1
urban processes,0.6780918361067165,1,computing data,0.41340228245407484,1,detection results,0.3456751190697407,1
model prediction,0.6768345082841307,2,data resolution,0.41340228245407484,1,accuracy spatial,0.34555640818648614,1
new classification,0.673987437773981,1,one machine,0.4127164775249411,1,spatial accuracy,0.34555640818648614,1
analysis system,0.6718866865800095,1,population using,0.4107204858446269,1,different learning,0.34258537309971104,1
city development,0.6680285750038664,1,urban datasets,0.4088761122707052,2,evaluation urban,0.34257673382684106,1
mapping machine,0.6632160157108977,1,design new,0.40787022117716476,1,urban evaluation,0.34257673382684106,1
images results,0.6609733025408495,1,use management,0.4036778110293857,2,urban level,0.34257673382684106,1
energy data,0.6599932107634245,1,design system,0.40211789361646955,1,categories urban,0.3387987629003365,1
use data,0.659993210763421,10,system design,0.40211789361646955,2,optimal urban,0.3387987629003365,1
novel urban,0.6597133067918612,2,smart data,0.3990527662547946,1,urban categories,0.3387987629003365,1
ai based,0.6501071014119262,1,city ai,0.3957647577896574,1,urban decisions,0.3387987629003365,1
city area,0.6498812282936086,1,transportation data,0.388857551000033,2,urban scales,0.3387987629003365,1
city network,0.6498812282936086,2,overall urban,0.3860050603526495,2,cities ai,0.33757824774782663,1
using time,0.6440555121073004,1,planning one,0.38493867345472804,1,transportation data,0.333403211943319,2
classification development,0.6432251840032954,1,data techniques,0.3786885722855014,1,analysis planning,0.33192390872190614,1
development classification,0.6432251840032954,1,techniques data,0.3786885722855014,1,planning analysis,0.33192390872190614,1
performance data,0.6420266642339705,2,cities urban,0.3774918407437866,4,overall urban,0.3316667185821265,2
daily urban,0.6415659600816035,1,planning results,0.37163019257620417,1,urban complex,0.3293034270031019,1
urban datasets,0.6415659600816035,2,management based,0.37137203896658816,1,computing data,0.328672136786597,1
spatial design,0.6332983440980016,1,land classification,0.3690357500560974,2,data resolution,0.328672136786597,1
planning mapping,0.6329892282790404,1,intelligence machine,0.36712131916148155,1,one machine,0.32763553900850995,1
data consumption,0.6278128050142726,1,machine intelligence,0.36712131916148155,1,population using,0.32621719067461585,1
data technology,0.6278128050142726,1,design network,0.36373162182500257,1,results using,0.32425536551599654,1
transportation data,0.6278128050142726,2,network design,0.36373162182500257,1,design new,0.32406840532475134,1
network classification,0.6250778372930341,1,decision model,0.360556037709971,1,data human,0.3213505135814281,1
overall urban,0.6236440520843409,2,urban energy,0.36012846668458637,1,human data,0.3213505135814281,1
planning landscape,0.6222628216859789,1,study two,0.3599718228250599,1,use management,0.32118039065671067,2
urban public,0.6177192181272346,3,two study,0.3599718228250599,1,design system,0.3200508423891102,1
land classification,0.6131051956269573,2,learning multiple,0.3584837505298341,1,system design,0.3200508423891102,2
accuracy analysis,0.6112603276285071,1,applied using,0.35765848802733446,1,urban energy,0.3199609049414136,1
planning based,0.6080838865162157,3,land land,0.3567618097922749,1,land classification,0.3174060739543123,2
different design,0.607763251990864,1,development method,0.35468332259312,2,city ai,0.31561421149275615,1
activity data,0.6067511894864452,1,paper features,0.35205623746238224,1,planning one,0.3081647864581232,1
capture urban,0.6059420503508832,1,planning approaches,0.35163479415786303,1,management based,0.29842160170019894,1
complexity urban,0.6059420503508832,1,assess urban,0.34946414052153707,1,control urban,0.2974906953178704,2
influence urban,0.6059420503508832,1,considered urban,0.34946414052153707,1,intelligence machine,0.295519463600757,1
towards urban,0.6059420503508832,1,urban comprehensive,0.34946414052153707,1,machine intelligence,0.295519463600757,1
urban along,0.6059420503508832,1,urban events,0.34946414052153707,1,design network,0.29294743603630047,1
machine sensing,0.6000221892237043,1,urban geographical,0.34946414052153707,1,network design,0.29294743603630047,1
methods approach,0.59725559417247,1,urban resource,0.34946414052153707,1,decision model,0.2907926416490706,1
learning better,0.5933578402025539,1,networks using,0.3477638670710858,1,study two,0.29032710886924495,1
control urban,0.5884546236220416,2,development information,0.3466268152698964,1,two study,0.29032710886924495,1
data accurate,0.5859926293196445,1,gis data,0.3458827958029504,1,learning multiple,0.2894637034375307,1
using high,0.5755757742245358,2,control urban,0.3430935658445816,2,design data,0.28941832691939284,1
importance urban,0.5711766321902054,1,area method,0.33921487853082316,1,applied using,0.28874021960507723,1
integrating urban,0.5711766321902054,1,neural land,0.3373356183303488,1,development method,0.28648312665128783,2
support urban,0.5711766321902054,4,mobility machine,0.33574784874378655,1,city machine,0.2850398085498784,1
urban geospatial,0.5711766321902054,1,studies machine,0.33574784874378655,1,used machine,0.2850398085498784,1
analysis research,0.5702885465722041,1,landscape model,0.33291415642616196,1,paper features,0.2845976386342387,1
learning one,0.5675947441374696,1,learning regression,0.3323455426321581,1,planning approaches,0.2844521192849133,1
simulation data,0.5655285267599304,1,regression learning,0.3323455426321581,1,assess urban,0.2839580671156604,1
city features,0.562418387043266,1,data framework,0.33224941485535553,1,considered urban,0.2839580671156604,1
urban characteristics,0.5541031188312644,2,information network,0.33135063477132226,2,urban comprehensive,0.2839580671156604,1
model artificial,0.5472748745152174,1,planning remote,0.3307825674021681,1,urban events,0.2839580671156604,1
using information,0.5471939728547106,2,data increased,0.3255171239755969,1,urban geographical,0.2839580671156604,1
data due,0.5453506448222996,1,increased data,0.3255171239755969,1,urban resource,0.2839580671156604,1
effective data,0.5453506448222996,1,visual learning,0.31987249420689584,1,networks using,0.2816406899537438,1
development results,0.5404143784195199,1,growing urban,0.31541276031425053,2,gis data,0.2807364331035238,1
become urban,0.5372293002668691,1,urban tasks,0.31541276031425053,1,development information,0.28070141896416445,1
findings urban,0.5372293002668691,1,research design,0.3141905957455645,1,area method,0.27536022108102165,1
five urban,0.5372293002668691,1,planning machine,0.311439939532018,2,neural land,0.27406790266394865,1
make urban,0.5372293002668691,1,mobility planning,0.3109476287522635,1,mobility machine,0.2729900795362251,1
physical urban,0.5372293002668691,1,knowledge learning,0.3077804335282703,1,studies machine,0.2729900795362251,1
quantitative urban,0.5372293002668691,1,city images,0.30762325718771943,1,landscape model,0.2708997921249331,1
