uni_gram,uni_gram_freq,uni_gram_docIDs,bi_gram,bi_gram_freq,bi_gram_docIDs,tri_gram,tri_gram_freq,tri_gram_docIDs
,,,crown area,1,1,hybrid energy storage,1,1
,,,crown height,1,1,hyperloop trains designing,1,1
,,,crown volume,1,1,increasing social inclusiveness,1,1
,,,dresden salzburg,1,1,industrial electricity using,1,1
,,,estimating climate,1,1,industrial urban area,1,1
,,,fully reference,1,1,iot data monitoring,1,1
,,,heat empirical,1,1,ipn sustainability program,1,1
,,,height crown,1,1,isolated community short,1,1
,,,height height,1,1,machine learning implementation,1,1
,,,highly robust,1,1,madrid central case,1,1
,,,hot cities,1,1,measure wide range,1,1
,,,identifying tree,1,1,microgrid case ceder,1,1
,,,individuals tree,1,1,montevideo uruguay bus,1,1
,,,management decisions,1,1,montevideo uruguay iot,1,1
,,,management practitioners,1,1,montevideo uruguay monthly,1,1
,,,managing urban,1,1,multiobjective household energy,1,1
,,,measured measurements,1,1,northeastern portugal energy,1,1
,,,measured tree,1,1,ozone continuous monitoring,1,1
,,,methods surface,1,1,panels preface assessing,1,1
,,,middle european,1,1,photovoltaic arrays microgrid,1,1
,,,objectives green,1,1,photovoltaic electricity generation,1,1
,,,particular play,1,1,photovoltaic systems segmentation,1,1
,,,physiognomy traits,1,1,planning using evolutionary,1,1
,,,presents empirical,1,1,platform hybrid energy,1,1
,,,progressively hot,1,1,policies madrid central,1,1
,,,reference areas,1,1,portugal energy storage,1,1
,,,regulating ecosystem,1,1,program solar photovoltaic,1,1
,,,results beside,1,1,public transportation network,1,1
,,,robust estimator,1,1,public transportation system,1,1
,,,salzburg szeged,1,1,purpose tester developed,1,1
,,,situ measured,1,1,reduction sustainable mobility,1,1
,,,species height,1,1,restrictions policies madrid,1,1
,,,specific tree,1,1,short term load,1,1
,,,support tree,1,1,silk house general,1,1
,,,temperature air,1,1,solar photovoltaic electricity,1,1
,,,therefore highly,1,1,solar thermal field,1,1
,,,thermal benefits,1,1,soria spain electric,1,1
,,,tree crown,1,1,spain electric microgrid,1,1
,,,tree height,1,1,speed hyperloop trains,1,1
,,,tree physiognomy,1,1,sustainability program solar,1,1
,,,trees using,1,1,term load forecasting,1,1
,,,using analysis,1,1,thermal field energy,1,1
,,,valuable indicator,1,1,thermal water desalination,1,1
,,,various tree,1,1,topics include control,1,1
,,,volume crown,1,1,trains designing backbone,1,1
,,,wet bulb,1,1,ultrahigh speed hyperloop,1,1
,,,zones results,1,1,uruguay bus stops,1,1
,,,interface network,4,1,uruguay iot data,1,1
,,,geospatial morphology,3,1,uruguay monthly characterization,1,1
,,,interface networks,3,1,using evolutionary algorithms,1,1
,,,network connectivity,3,1,vehicles multiobjective household,1,1
,,,water interface,3,1,water desalination using,1,1
,,,geospatial colocation,2,1,agent system designs,1,1
,,,nodal attributes,2,1,ai embedded transparent,1,1
,,,water distribution,2,1,ambient intelligent agent,1,1
,,,attributes may,1,1,antiod smart city,1,1
,,,average shortest,1,1,around energy piles,1,1
,,,cascading failures,1,1,artificial intelligence making,1,1
,,,city interface,1,1,artificial intelligence negative,1,1
,,,colocated forming,1,1,assembling guidance using,1,1
,,,connectivity cluster,1,1,augmented reality determining,1,1
,,,connectivity profile,1,1,automatic grasping using,1,1
,,,connectivity responding,1,1,autonomous vehicle image,1,1
,,,different geospatial,1,1,bacteremia preventing overfitting,1,1
,,,distribution design,1,1,bayesian expert models,1,1
,,,eight cities,1,1,city urban planning,1,1
,,,either pipes,1,1,cloud computing low,1,1
,,,failure propagation,1,1,common data format,1,1
,,,feature contributing,1,1,computer interaction optimal,1,1
,,,findings hold,1,1,computing low power,1,1
,,,forming network,1,1,computing stealth migration,1,1
,,,forty interface,1,1,crisis common data,1,1
,,,geospatially colocated,1,1,crowd management food,1,1
,,,given connectivity,1,1,cumulative residual entropy,1,1
,,,given node,1,1,derivatives machine learning,1,1
,,,help understand,1,1,designs virtual reality,1,1
,,,hold implications,1,1,drive pid lateral,1,1
,,,interface connectivity,1,1,efficient bayesian expert,1,1
,,,major nodal,1,1,embedded transparent health,1,1
,,,may vary,1,1,energy piles using,1,1
,,,minimize failure,1,1,engine internet memes,1,1
,,,mitigate potential,1,1,evaluation using artificial,1,1
,,,morphology may,1,1,fabrication ai embedded,1,1
,,,morphology water,1,1,food fabrication ai,1,1
,,,network investigation,1,1,framework drive pid,1,1
,,,networks consist,1,1,future technologies conference,1,1
,,,nodal feature,1,1,grasping using tactile,1,1
,,,node belongs,1,1,ground temperature around,1,1
,,,path length,1,1,guidance using augmented,1,1
,,,potential cascading,1,1,high performance computing,1,1
,,,profile total,1,1,human computer interaction,1,1
,,,represent geospatial,1,1,image segmentation based,1,1
,,,shortest path,1,1,include efficient bayesian,1,1
,,,systems water,1,1,inclusion means smart,1,1
,,,topological connectivity,1,1,intelligence making food,1,1
,,,topologically represent,1,1,intelligence negative log,1,1
,,,urban geospatial,1,1,intelligent agent system,1,1
,,,varying geospatial,1,1,interaction optimal mapping,1,1
,,,mass movement,2,1,internet memes novel,1,1
,,,people mass,2,1,likelihood ratio loss,1,1
,,,activities furthermore,1,1,log likelihood ratio,1,1
,,,collection methods,1,1,low power high,1,1
,,,contrast emerging,1,1,management food energy,1,1
,,,crowd dynamics,1,1,means smart city,1,1
,,,daily movement,1,1,medicine system neuroscience,1,1
,,,data unlike,1,1,memes novel approach,1,1
,,,demand models,1,1,mind integrating interface,1,1
,,,developed reinforcement,1,1,modeling framework drive,1,1
,,,developed travel,1,1,moving target defense,1,1
,,,enabled researchers,1,1,negative log likelihood,1,1
,,,forecasting people,1,1,networks emerging technology,1,1
,,,generate travel,1,1,neural network classification,1,1
,,,however researchers,1,1,neural networks emerging,1,1
,,,inverse reinforcement,1,1,nexus modeling framework,1,1
,,,irl techniques,1,1,opioid crisis common,1,1
,,,learning irl,1,1,optimal mapping function,1,1
,,,leverage machine,1,1,pid lateral control,1,1
,,,low frequencies,1,1,piles using artificial,1,1
,,,method focuses,1,1,poverty antiod smart,1,1
,,,movement simulation,1,1,power high performance,1,1
,,,observed trajectories,1,1,quality evaluation using,1,1
,,,people behaviors,1,1,quantum computing stealth,1,1
,,,performance significantly,1,1,reality determining framework,1,1
,,,population daily,1,1,reality rendered video,1,1
,,,reinforcement approach,1,1,rendered video precognition,1,1
,,,replicate large,1,1,residual entropy cryptography,1,1
,,,services however,1,1,search engine internet,1,1
,,,significantly outperforms,1,1,smart city initiative,1,1
,,,simulation technologies,1,1,smart city urban,1,1
,,,successfully learn,1,1,spanish automatic grasping,1,1
,,,synthetic urban,1,1,stealth migration approach,1,1
,,,traditional travel,1,1,subjective quality evaluation,1,1
,,,traffic simulation,1,1,system designs virtual,1,1
,,,travel activities,1,1,technologies conference ftc,1,1
,,,tremendous amount,1,1,temperature around energy,1,1
,,,understanding individual,1,1,topics include efficient,1,1
,,,deep sequence,2,1,training derivatives machine,1,1
,,,analyze mobility,1,1,using augmented reality,1,1
,,,area due,1,1,using tactile sensing,1,1
,,,cities since,1,1,vehicle image segmentation,1,1
,,,consumption optimize,1,1,virtual reality rendered,1,1
,,,control air,1,1,visual assembling guidance,1,1
,,,day reducing,1,1,urban intelligent navigator,2,1
,,,demanded areas,1,1,block drone way,1,1
,,,drivers incomes,1,1,bump sign sign,1,1
,,,enough information,1,1,camera stereo vision,1,1
,,,error smape,1,1,cnn convolutional neural,1,1
,,,given dataset,1,1,computer vision methods,1,1
,,,google maps,1,1,computer vision object,1,1
,,,help companies,1,1,could successfully detect,1,1
,,,help service,1,1,created using different,1,1
,,,highly demanded,1,1,different street objects,1,1
,,,incomes reduce,1,1,drone using cnn,1,1
,,,interest nowadays,1,1,drone using convolutional,1,1
,,,iot sensors,1,1,drone way one,1,1
,,,issues machine,1,1,faster region convolutional,1,1
,,,less average,1,1,initial learning rate,1,1
,,,lstm model,1,1,lamp bump sign,1,1
,,,might drive,1,1,laser rangefinder sensor,1,1
,,,mobility plays,1,1,learning allows drone,1,1
,,,mobility services,1,1,learning using faster,1,1
,,,neighborhood locations,1,1,location showing accuracy,1,1
,,,nowadays urban,1,1,low power consumption,1,1
,,,often end,1,1,machine learning allows,1,1
,,,optimize traffic,1,1,method three models,1,1
,,,passenger information,1,1,model could successfully,1,1
,,,passengers thousands,1,1,network method three,1,1
,,,planning navigation,1,1,objects tree lamp,1,1
,,,pois located,1,1,one thousand images,1,1
,,,purpose points,1,1,power consumption compared,1,1
,,,raise drivers,1,1,problem using powerful,1,1
,,,reduce energy,1,1,rangefinder sensor camera,1,1
,,,sequence learning,1,1,region convolutional neural,1,1
,,,sequence model,1,1,sensor camera stereo,1,1
,,,service providers,1,1,sign sign sign,1,1
,,,services taxicabs,1,1,six different street,1,1
,,,since drivers,1,1,specified location showing,1,1
,,,sources given,1,1,stereo vision system,1,1
,,,symmetric mean,1,1,street objects tree,1,1
,,,times every,1,1,third model could,1,1
,,,two evaluation,1,1,tree lamp bump,1,1
,,,vacant vehicles,1,1,unpredictability many researches,1,1
,,,vanilla lstm,1,1,using cnn convolutional,1,1
,,,vital public,1,1,using different parameters,1,1
,,,without picking,1,1,using faster region,1,1
,,,vehicle ownership,7,1,using powerful sensors,1,1
,,,household travel,2,1,vision object detection,1,1
,,,model vehicle,2,1,vision system lidar,1,1
,,,advanced methods,1,1,way one thousand,1,1
,,,approaches services,1,1,among many others,1,1
,,,becomes habit,1,1,approach towards designing,1,1
,,,better capture,1,1,arterials major roads,1,1
,,,biggest service,1,1,classification schemes streets,1,1
,,,capture relationships,1,1,classification using convolutional,1,1
,,,car shedding,1,1,commercial throughway residential,1,1
,,,dense connected,1,1,computer vision towards,1,1
,,,environments become,1,1,contexts classification using,1,1
,,,ever assembled,1,1,contexts using labeled,1,1
,,,growing much,1,1,developing new classification,1,1
,,,inferential model,1,1,extends traditional classification,1,1
,,,intuitive sense,1,1,include arterials major,1,1
,,,largest sample,1,1,labeled street imagery,1,1
,,,limited compared,1,1,labeling streets according,1,1
,,,makes intuitive,1,1,labels include arterials,1,1
,,,model multilevel,1,1,major roads minor,1,1
,,,multilevel poisson,1,1,many others currently,1,1
,,,national household,1,1,modern approach towards,1,1
,,,negatively associated,1,1,neighborhood park etc,1,1
,,,ownership probabilistic,1,1,new classification schemes,1,1
,,,ownership using,1,1,pennsylvania among many,1,1
,,,ownership vehicle,1,1,perform well achieving,1,1
,,,records ever,1,1,regularly relabel streets,1,1
,,,relationships using,1,1,require manual labor,1,1
,,,services become,1,1,residential neighborhood park,1,1
,,,services becomes,1,1,roads minor roads,1,1
,,,tested regarding,1,1,several city authorities,1,1
,,,transit two,1,1,street context meaning,1,1
,,,travel survey,1,1,street contexts classification,1,1
,,,using services,1,1,street contexts using,1,1
,,,variables controlled,1,1,street labels include,1,1
,,,years uber,1,1,street several city,1,1
,,,ai assistant,1,1,test various cnn,1,1
,,,al abstract,1,1,throughway residential neighborhood,1,1
,,,alliance featuring,1,1,towards modern urban,1,1
,,,architecture lab,1,1,train deep convolutional,1,1
,,,empowered insights,1,1,transportational use city,1,1
,,,evolving wanyu,1,1,urban street contexts,1,1
,,,experiment taking,1,1,use city authorities,1,1
,,,future architecture,1,1,using labeled street,1,1
,,,human designer,1,1,various cnn architectures,1,1
,,,lab leads,1,1,vehicular transportational features,1,1
,,,leads us,1,1,vision towards modern,1,1
,,,new alliance,1,1,well achieving accuracies,1,1
,,,swiftly evolving,1,1,cover change product,2,1
,,,urban experiment,1,1,impervious surface cover,2,1
,,,xkool empowered,1,1,surface cover change,2,1
,,,xkool technology,1,1,approach modeled physical,1,1
,,,transit urban,2,1,characterize urban land,1,1
,,,accessible interfaces,1,1,classification workflow could,1,1
,,,accessible public,1,1,conducted case study,1,1
,,,ai within,1,1,could classify residential,1,1
,,,around transit,1,1,detailed land use,1,1
,,,assemblage approach,1,1,developed land including,1,1
,,,assemblage including,1,1,features alone using,1,1
,,,cut across,1,1,forests classifiers showed,1,1
,,,design beyond,1,1,georeferenced tweets respectively,1,1
,,,developing two,1,1,identified land uses,1,1
,,,developments tods,1,1,infer urban land,1,1
,,,dimensions associated,1,1,integrates socially sensed,1,1
,,,enable streetlife,1,1,land cover product,1,1
,,,global north,1,1,land including residential,1,1
,,,global south,1,1,land use structure,1,1
,,,high ai,1,1,land use surveying,1,1
,,,high caps,1,1,mapping detailed land,1,1
,,,however addressing,1,1,paper integrates socially,1,1
,,,incipient stage,1,1,people use space,1,1
,,,interfaces ai,1,1,physical features alone,1,1
,,,international literature,1,1,proposed approach modeled,1,1
,,,larger assemblage,1,1,proposed classification workflow,1,1
,,,potential transformation,1,1,random forests classifiers,1,1
,,,principles laid,1,1,remote sensing products,1,1
,,,south remains,1,1,remotely sensed land,1,1
,,,space transit,1,1,respectively model assessment,1,1
,,,spaces caps,1,1,sensed activity data,1,1
,,,spatiality drawing,1,1,sensed land cover,1,1
,,,station walkable,1,1,sensing products may,1,1
,,,streetlife intensity,1,1,socially sensed activity,1,1
,,,synergistic effect,1,1,thewashington metropolitan area,1,1
,,,tod principles,1,1,tweets respectively model,1,1
,,,tods however,1,1,viable way forward,1,1
,,,transit nodes,1,1,workflow could classify,1,1
,,,two measures,1,1,abroad malaysia however,1,1
,,,urbanity around,1,1,addressed several challenges,1,1
,,,walkable catchments,1,1,airborne sar mapping,1,1
,,,lst images,6,1,airborne synthetic aperture,1,1
,,,nighttime lst,3,1,algorithm recently deep,1,1
,,,downscaling nighttime,2,1,among surveyors professionals,1,1
,,,nighttime land,2,1,applications whilst mapping,1,1
,,,acceptable mean,1,1,approach offers practicality,1,1
,,,application value,1,1,area geospatial data,1,1
,,,areas verification,1,1,artificial intelligent problems,1,1
,,,basic data,1,1,capture many interest,1,1
,,,budget studies,1,1,conventional sensors airborne,1,1
,,,combine multiple,1,1,data building map,1,1
,,,could depict,1,1,develop sustainable national,1,1
,,,data since,1,1,development deep learning,1,1
,,,daytime could,1,1,disaster management population,1,1
,,,daytime lst,1,1,faster turnaround times,1,1
,,,downscaling methods,1,1,geospatial data building,1,1
,,,downscaling results,1,1,ground control points,1,1
,,,errors within,1,1,interest among surveyors,1,1
,,,evaluating multivariable,1,1,large area geospatial,1,1
,,,fine resolution,1,1,learning algorithm recently,1,1
,,,great detail,1,1,learning approach especially,1,1
,,,high application,1,1,lidar using deep,1,1
,,,however downscaling,1,1,management population estimation,1,1
,,,images could,1,1,many interest among,1,1
,,,images however,1,1,mapping approach offers,1,1
,,,important basic,1,1,national geospatial infrastructure,1,1
,,,interface radiation,1,1,paper reviews current,1,1
,,,lst downscalingwas,1,1,population estimation planning,1,1
,,,many academic,1,1,practitioners abroad malaysia,1,1
,,,mechanism explanatory,1,1,provides faster turnaround,1,1
,,,meteorology nighttime,1,1,providing cloud coverage,1,1
,,,mostly proposed,1,1,radar sar approach,1,1
,,,multiple explanatory,1,1,recently deep learning,1,1
,,,multivariable statistical,1,1,reviews current techniques,1,1
,,,night lst,1,1,sar mapping approach,1,1
,,,obtaining lst,1,1,sensors airborne sar,1,1
,,,potential method,1,1,significant cost savings,1,1
,,,practical efforts,1,1,solve traditional artificial,1,1
,,,radiation budget,1,1,still lacking behind,1,1
,,,rather scarce,1,1,successfully addressed several,1,1
,,,resolution provide,1,1,surveying applications unlike,1,1
,,,resulting images,1,1,surveying work using,1,1
,,,satellite sensors,1,1,sustainable national geospatial,1,1
,,,scarce downscaling,1,1,traditional artificial intelligent,1,1
,,,spectral explanatory,1,1,turn provides faster,1,1
,,,studies suitability,1,1,using airborne sar,1,1
,,,suitability assessments,1,1,weather independent images,1,1
,,,take thermal,1,1,work using airborne,1,1
,,,verification showed,1,1,advanced data mining,1,1
,,,design worlds,3,1,advanced mathematical algorithms,1,1
,,,digitizing urban,2,1,cover mapping landsat,1,1
,,,information modelling,2,1,data mining algorithms,1,1
,,,modelling cim,2,1,datasets simple logistic,1,1
,,,asks questions,1,1,dtnb multilayer perceptron,1,1
,,,automate repetitive,1,1,landsat oli image,1,1
,,,automatically generates,1,1,learning including random,1,1
,,,become digital,1,1,lulc mapping based,1,1
,,,behaviour paterns,1,1,mapping landsat oli,1,1
,,,bring revelations,1,1,oli image classification,1,1
,,,cim software,1,1,planning remote sensing,1,1
,,,cities instead,1,1,six advanced mathematical,1,1
,,,conjoining urban,1,1,table dtnb multilayer,1,1
,,,creating scale,1,1,test datasets simple,1,1
,,,customized design,1,1,urban planning remote,1,1
,,,customized toolboxes,1,1,accommodate population explosion,1,1
,,,design elements,1,1,areas data regarding,1,1
,,,design knowledge,1,1,becoming urbanized giving,1,1
,,,design skills,1,1,data feature extraction,1,1
,,,designers work,1,1,data regarding urban,1,1
,,,diagrammatic design,1,1,detect water bodies,1,1
,,,digital tool,1,1,earth observatory images,1,1
,,,digital ubiquity,1,1,explosion developing countries,1,1
,,,elements rules,1,1,fast becoming urbanized,1,1
,,,emerging smart,1,1,feature based method,1,1
,,,generates cities,1,1,method achieved accuracy,1,1
,,,generative algorithms,1,1,modern urban settlement,1,1
,,,holding environments,1,1,planning data mining,1,1
,,,however urban,1,1,population explosion developing,1,1
,,,human scale,1,1,regarding urban development,1,1
,,,increasing advocacy,1,1,rural areas data,1,1
,,,intricate design,1,1,satellite image need,1,1
,,,knowledge cim,1,1,strategic urban planning,1,1
,,,liveable cities,1,1,subjected data feature,1,1
,,,models sketching,1,1,support urban expansion,1,1
,,,new cim,1,1,work presents binary,1,1
,,,new developments,1,1,express service network,2,1
,,,new digital,1,1,express service points,2,1
,,,particularly reluctant,1,1,quantitative relationship model,2,1
,,,practices new,1,1,areas grocery stores,1,1
,,,provide help,1,1,collected gps location,1,1
,,,repetitive behaviour,1,1,data mining technology,1,1
,,,reveals challenges,1,1,integration machine learning,1,1
,,,scale models,1,1,learning model finally,1,1
,,,scale placemaking,1,1,life service facilities,1,1
,,,sketching notations,1,1,linear regression svm,1,1
,,,software urban,1,1,logistics service networks,1,1
,,,traditional design,1,1,model stacking get,1,1
,,,ubiquity bring,1,1,paper provide basis,1,1
,,,understand design,1,1,points residential areas,1,1
,,,unique diagrammatic,1,1,propose quantitative relationship,1,1
,,,use software,1,1,residential areas grocery,1,1
,,,viewpoint asks,1,1,service points residential,1,1
,,,viewpoint city,1,1,using multiple linear,1,1
,,,within intricate,1,1,public spaces using,2,1
,,,work within,1,1,architectural beauty pollution,1,1
,,,worlds consist,1,1,beauty pollution fun,1,1
,,,propose method,1,1,city census information,1,1
,,,approach furthermore,1,1,could find relation,1,1
,,,cnn nlos,1,1,find key insights,1,1
,,,conducted nlos,1,1,first attempt aims,1,1
,,,constructing convolutional,1,1,five variables architectural,1,1
,,,correctly discriminate,1,1,geography inegi nowadays,1,1
,,,correlation values,1,1,greater scale public,1,1
,,,discriminate approximately,1,1,key insights needed,1,1
,,,discrimination rate,1,1,large scale classification,1,1
,,,discriminator furthermore,1,1,mexican national institute,1,1
,,,major gnss,1,1,pollution fun wealth,1,1
,,,nlos discriminator,1,1,puebla san pedro,1,1
,,,nlos probability,1,1,san andres cholula,1,1
,,,positioning calculation,1,1,san pedro cholula,1,1
,,,signals cause,1,1,scale public places,1,1
,,,simple approach,1,1,spaces using perception,1,1
,,,simple nn,1,1,spaces using study,1,1
,,,using approach,1,1,using perception test,1,1
,,,level observation,3,1,variables architectural beauty,1,1
,,,data features,2,1,well defined process,1,1
,,,long short,2,1,automated vehicles especially,1,1
,,,nmea level,2,1,cluster spatial areas,1,1
,,,rinex level,2,1,define spatial areas,1,1
,,,shadow matching,2,1,environments reachability analysis,1,1
,,,spp test,2,1,exist many different,1,1
,,,accuracy brought,1,1,find reachable areas,1,1
,,,accuracy compared,1,1,find safe trajectories,1,1
,,,accuracy however,1,1,many different situations,1,1
,,,accuracy improvement,1,1,offer new concept,1,1
,,,aid using,1,1,pedestrian might go,1,1
,,,aided single,1,1,pedestrians new approach,1,1
,,,aided spp,1,1,spatial areas based,1,1
,,,ambiguity double,1,1,specific environmental information,1,1
,,,applications consistency,1,1,store specific environmental,1,1
,,,autonomous integrity,1,1,urban environments reachability,1,1
,,,based navigation,1,1,building historical vehicle,1,1
,,,based signal,1,1,cameras already installed,1,1
,,,camera aid,1,1,count vehicles within,1,1
,,,classifier aided,1,1,detection neural network,1,1
,,,classify los,1,1,historical vehicle counting,1,1
,,,consistency checking,1,1,human annotations gathered,1,1
,,,conventional gnss,1,1,human resource point,1,1
,,,convolution layer,1,1,images case study,1,1
,,,current machine,1,1,low quality images,1,1
,,,difference phase,1,1,near traffic monitoring,1,1
,,,differenced ambiguity,1,1,neural network annotations,1,1
,,,differenced time,1,1,object detection neural,1,1
,,,directions respectively,1,1,quality images case,1,1
,,,domain six,1,1,resulting annotations pave,1,1
,,,east north,1,1,road traffic images,1,1
,,,existing techniques,1,1,system allows us,1,1
,,,external hardware,1,1,traffic monitoring devices,1,1
,,,good accuracy,1,1,urban planning security,1,1
,,,including differenced,1,1,use object detection,1,1
,,,integration map,1,1,vehicle counting dataset,1,1
,,,integrity monitoring,1,1,vehicles within images,1,1
,,,level observations,1,1,iot data sets,2,1
,,,map aid,1,1,applications since iot,1,1
,,,matching based,1,1,applying data analytic,1,1
,,,memory block,1,1,applying efficient algorithms,1,1
,,,memory fully,1,1,areas involves data,1,1
,,,monitoring raim,1,1,assist medical professionals,1,1
,,,multivariate long,1,1,classification clustering methods,1,1
,,,newly proposed,1,1,collected data sets,1,1
,,,nmea observations,1,1,data analytic methods,1,1
,,,observations output,1,1,data another field,1,1
,,,omnidirectional camera,1,1,data data science,1,1
,,,one epoch,1,1,data mining machine,1,1
,,,overall testing,1,1,data quality intelligent,1,1
,,,paper multivariate,1,1,data sets exhibit,1,1
,,,point positioning,1,1,developing smart iot,1,1
,,,positioning spp,1,1,done using various,1,1
,,,problem however,1,1,explanatory versus forecasting,1,1
,,,pseudorange consistency,1,1,forecasting statistical models,1,1
,,,pseudorange phase,1,1,future research directions,1,1
,,,purposes respectively,1,1,hospitals practitioners adjust,1,1
,,,raw observation,1,1,improve patient outcomes,1,1
,,,receiver autonomous,1,1,include wide scope,1,1
,,,receiver types,1,1,inferential statistical methods,1,1
,,,reducing unbounded,1,1,information networks iot,1,1
,,,require external,1,1,instance connected devices,1,1
,,,robust gnss,1,1,involves data models,1,1
,,,series features,1,1,iot applications since,1,1
,,,signal classification,1,1,iot creates world,1,1
,,,signal detection,1,1,iot environment lastly,1,1
,,,signal errors,1,1,make iot applications,1,1
,,,signal including,1,1,making forecasts using,1,1
,,,signals machine,1,1,mining machine learning,1,1
,,,single epoch,1,1,monitoring patients inside,1,1
,,,single point,1,1,networks classification clustering,1,1
,,,six time,1,1,networks iot refers,1,1
,,,testing accuracy,1,1,neural networks classification,1,1
,,,testing purposes,1,1,new data data,1,1
,,,time differenced,1,1,particular areas involves,1,1
,,,time domain,1,1,patient outcomes using,1,1
,,,two locations,1,1,practitioners adjust treatments,1,1
,,,unbounded nlos,1,1,produced data another,1,1
,,,urban calgary,1,1,quality intelligent processing,1,1
,,,using antenna,1,1,revealing open challenges,1,1
,,,utilize information,1,1,science techniques data,1,1
,,,valid solution,1,1,sets exhibit mixture,1,1
,,,value domain,1,1,smart iot applications,1,1
,,,various receiver,1,1,statistical analysis internet,1,1
,,,street vitality,4,1,statistical inference approaches,1,1
,,,area recorded,1,1,techniques data science,1,1
,,,area seven,1,1,techniques include wide,1,1
,,,better attraction,1,1,things iot creates,1,1
,,,build environment,1,1,transforms wide range,1,1
,,,city environment,1,1,unsupervised data mining,1,1
,,,communications published,1,1,urban planning sensors,1,1
,,,convolutional ones,1,1,uses data mining,1,1
,,,corresponding picture,1,1,using various data,1,1
,,,created heat,1,1,various data science,1,1
,,,critical features,1,1,varying data quality,1,1
,,,evaluate directly,1,1,versus forecasting statistical,1,1
,,,evaluation score,1,1,aggregations spatial networks,1,1
,,,feature entities,1,1,animal visual cortex,1,1
,,,features indicates,1,1,apply convolution operation,1,1
,,,heat maps,1,1,architecture imposes bottleneck,1,1
,,,help identify,1,1,artificial neurons respond,1,1
,,,high vitality,1,1,basic spatial complexity,1,1
,,,human construction,1,1,biological processes similar,1,1
,,,human reaction,1,1,call machine intuition,1,1
,,,importance region,1,1,complete different approach,1,1
,,,including convolutional,1,1,complex spatial relations,1,1
,,,including human,1,1,convolutional layers apply,1,1
,,,investigators surveyed,1,1,convolutional network architecture,1,1
,,,landscape concept,1,1,convolutional neuron processes,1,1
,,,layers including,1,1,convolutional variational autoencoders,1,1
,,,learned useful,1,1,convolutional visual field,1,1
,,,learning computer,1,1,cortex artificial neurons,1,1
,,,mochou lake,1,1,creates unique set,1,1
,,,modern machine,1,1,data move deeper,1,1
,,,nanjing china,1,1,decoding processes clustering,1,1
,,,optimization deep,1,1,deep convolutional network,1,1
,,,optimized trained,1,1,deep convolutional variational,1,1
,,,physical space,1,1,employ neural networks,1,1
,,,picture taken,1,1,encode basic spatial,1,1
,,,process applying,1,1,entire convolutional visual,1,1
,,,quality urban,1,1,extract intrinsic attributes,1,1
,,,recorded score,1,1,fabric around us,1,1
,,,region around,1,1,field convolutional layers,1,1
,,,residents activities,1,1,field spatial computation,1,1
,,,score outputs,1,1,generative urban network,1,1
,,,score pairs,1,1,graph based methodologies,1,1
,,,seven investigators,1,1,interesting results autoencoders,1,1
,,,shop front,1,1,internal spatial order,1,1
,,,site shop,1,1,layers apply convolution,1,1
,,,site total,1,1,learning specifically neural,1,1
,,,site vitality,1,1,months using data,1,1
,,,space quality,1,1,multiple layers deep,1,1
,,,spatial effects,1,1,network architecture imposes,1,1
,,,street landscape,1,1,network build knowledge,1,1
,,,study utilized,1,1,network output based,1,1
,,,survey sites,1,1,neural aggregations spatial,1,1
,,,traditional urban,1,1,neuron processes data,1,1
,,,training process,1,1,real urban networks,1,1
,,,urban build,1,1,reconstruction creates unique,1,1
,,,urban vitality,1,1,representation learning specifically,1,1
,,,utilized modern,1,1,significant outcomes extracted,1,1
,,,valid survey,1,1,space machine intuition,1,1
,,,vital ones,1,1,specifically neural network,1,1
,,,vitality features,1,1,subsequent reconstruction creates,1,1
,,,vitality level,1,1,take complete different,1,1
,,,vitality score,1,1,two significant outcomes,1,1
,,,vitality using,1,1,unsupervised learning technique,1,1
,,,vitality visual,1,1,urban fabric around,1,1
,,,traditional remote,2,1,urban network output,1,1
,,,accuracy analysis,1,1,urban space based,1,1
,,,accuracy requirements,1,1,visual cortex artificial,1,1
,,,analyzed thus,1,1,visual field convolutional,1,1
,,,certain extent,1,1,already relevant position,1,1
,,,classification comparing,1,1,business models sensors,1,1
,,,could make,1,1,challenges sustainable urban,1,1
,,,experimental area,1,1,changes challenges sustainable,1,1
,,,extent finally,1,1,cities grid market,1,1
,,,field located,1,1,climate changes challenges,1,1
,,,fields however,1,1,connected modern navigation,1,1
,,,finally accuracy,1,1,constant market growth,1,1
,,,four bands,1,1,downstream sector space,1,1
,,,highest classification,1,1,energy grid waste,1,1
,,,image showed,1,1,european space agency,1,1
,,,includes four,1,1,grid market smart,1,1
,,,jilin province,1,1,grid waste management,1,1
,,,nm first,1,1,information urban traffic,1,1
,,,noise problem,1,1,innovation global approach,1,1
,,,planning land,1,1,intelligent earth observation,1,1
,,,problem caused,1,1,management connected modern,1,1
,,,spectral curves,1,1,market smart transport,1,1
,,,spectral information,1,1,mobility sector real,1,1
,,,standard test,1,1,models sensors use,1,1
,,,test field,1,1,modern navigation systems,1,1
,,,thus four,1,1,observation data open,1,1
,,,uav equipped,1,1,planning climate changes,1,1
,,,uav image,1,1,real time transport,1,1
,,,verification image,1,1,sector real time,1,1
,,,db db,2,1,sector space verticals,1,1
,,,field measurement,2,1,sectors urban planning,1,1
,,,accurate radio,1,1,several sectors urban,1,1
,,,achieve mae,1,1,smart cities ecosystem,1,1
,,,db respectively,1,1,smart cities grid,1,1
