Cluster,Score,DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI,x,y,KeyPhrases
1,0.9407071621,499,73.0,2017,Article,Citywide Traffic Volume Estimation Using Trajectory Data,"Traffic volume estimation at the city scale is an important problem useful to many transportation operations and urban applications. This paper proposes a hybrid framework that integrates both state-of-art machine learning techniques and well-established traffic flow theory to estimate citywide traffic volume. In addition to typical urban context features extracted from multiple sources, we extract a special set of features from GPS trajectories based on the implications of traffic flow theory, which provide extra information on the speed-flow relationship. Using the network-wide speed information estimated from a travel speed estimation model, a volume related high level feature is first learned using an unsupervised graphical model. A volume re-interpretation model is then introduced to map the volume related high level feature to the predicted volume using a small amount of ground truth data for training. The framework is evaluated using a GPS trajectory dataset from 33,000 Beijing taxis and volume ground truth data obtained from 4,980 video clips. The results demonstrate effectiveness and potential of the proposed framework in citywide traffic volume estimation. © 2016 IEEE.",traffic flow theory; traffic volume estimation; trajectories; Urban computing,"Zhan X., Zheng Y., Yi X., Ukkusuri S.V.",10.1109/TKDE.2016.2621104,16.8,-1.52,"['Traffic volume estimation', 'GPS trajectory dataset', 'urban context feature', 'unsupervised graphical model', 'Beijing taxis']"
2,0.781378981,502,,2017,Conference Paper,"Processing, mining and visualizing massive urban data","The development of smart technologies and the advent of new observation capabilities have increased the availability of massive urban datasets that can greatly benefit urban studies. For example, a large amount of urban data is collected by various sensors, such as smart meters, or provided by GSM, Wi-Fi or Bluetooth records, ticketing data, geo- tagged posts on social networks, etc. Analysis of such digital records can help to build decision-making tools (for analytical, forecasting and display purposes) with a view to better understanding the operating of urban systems, to enable urban stakeholders to plan better when extending infrastructures and to provide better services to citizens in order to assist the development of the city and improve quality of life. This paper will focus on three main domains of application: Transportation and mobility, water and energy. © ESANN 2017 - Proceedings, 25th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning. All rights reserved.",,"Borgnat P., Côme E., Oukhellou L.",,8.7299995422,-2.0599999428,"['massive urban data', 'smart meter', 'Analysis', 'urban stakeholder', 'Transportation']"
-1,0.9110942155,503,1.0,2017,Conference Paper,Multiscale spatio-temporal data aggregation and mapping for urban data exploration,"Maps seem the most intuitive way to visualize massive urban data but they also raise some well-known graphical problems (such as visual clutter, etc.). This paper focuses on processing massive spatiotemporal data in order to ease multi-scale exploration. To this end, we describe a preprocessing tool that enables the automatic creation of a multi-resolution grid from a high resolution grid of spatio-temporal data in a format compatible with webmapping applications (vector tiles). The use of this tool is exemplified through a prototype that offers the possibility to navigate into a massive itinerary request dataset collected in the Ile-de- France region. © ESANN 2017 - Proceedings, 25th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning. All rights reserved.",,"Côme E., Remy A.",,1.0099999905,-0.5899999738,"['urban data exploration', 'high resolution grid', 'massive itinerary', 'massive spatiotemporal data', 'visual clutter']"
0,0.9407071621,504,12.0,2017,Book Chapter,How should urban planners be trained to handle big data?,"Historically urban planners have been educated and trained to work in a data poor environment. Urban planning students take courses in statistics, survey research and projection and estimation that are designed to fill in the gaps in this environment. For decades they have learned how to use census data, which is comprehensive on several basic variables, but is only conducted once per decade so is almost always out of date. More detailed population characteristics are based on a sample and are only available in aggregated form for larger geographic areas. But new data sources, including distributed sensors, infrastructure monitoring, remote sensing, social media and cell phone tracking records, can provide much more detailed, individual, real time data at disaggregated levels that can be used at a variety of scales. We have entered a data rich environment, where we can have data on systems and behaviors for more frequent time increments and with a greater number of observations on a greater number of factors (The Age of Big Data, The New York Times, 2012; Now you see it: simple visualization techniques for quantitative analysis, Berkeley, 2009). Planners are still being trained in methods that are suitable for a data poor environment (J Plan Educ Res 6:10–21, 1986; Analytics over large-scale multidimensional data: the big data revolution!, 101–104, 2011; J Plan Educ Res 15:17–33, 1995). In this paper we suggest that visualization, simulation, data mining and machine learning are the appropriate tools to use in this new environment and we discuss how planning education can adapt to this new data rich landscape. We will discuss how these methods can be integrated into the planning curriculum as well as planning practice. © 2017, Springer International Publishing Switzerland.",Analytics; Big data; Education; Urban planning; Visualization,"French S.P., Barchers C., Zhang W.",10.1007/978-3-319-40902-3_12,16.12,1.4100000000000001,"['Urban planning', 'big data revolution', 'data rich landscape', 'census data', 'data mining']"
0,0.9407071621,510,,2017,Conference Review,"1st Asia-Pacific Web and Web-Age Information Management Joint Conference on Web and Big Data, APWeb-WAIM 2017 held in Conjuction with the International Workshop on Mobile Web Data Analytics, MWDA 2017, International Workshop on Hot Topics in Big Spatial Data and Urban Computing, HotSpatial 2017, International Workshop on Graph Data Management and Analysis, GDMA 2017, 2nd International Workshop on Data Driven Crowdsourcing, DDC 2017, 2nd International Workshop on Spatio-temporal Data Management and Analytics, SDMA 2017 and International Workshop on Mobility Analytics from Spatial and Social Data, MASS 2017",The proceedings contain 25 papers. The special focus in this conference is on Web and Web-Age Information Management. The topics include: Smooth representation clustering based on kernelized random walks; a joint model for water scarcity evaluation; efficient stance detection with latent feature; an adversarial machine learning model against android malware evasion attacks; word similarity computation with extreme-similar method; using jaccard distance measure for unsupervised activity recognition with Smartphone accelerometers; speech emotion recognition using multiple classifiers; intelligent taxi dispatching based on improved artificial fish swarm algorithm; correction of telecom localization errors by context knowledge; inferring unmet human mobility demand with multi-source urban data; graph summarization based on attribute-connected network; timely detection of temporal relations in RDF stream processing scenario; taxi call prediction for online taxicab platforms; automatic text generation via text extraction based on submodular; collaborative heterogeneous information embedding for recommender systems and comparative research for social recommendations on VK.,,[No author name available],,17.03,0.52,"['urban data', 'kernelized random walk', 'collaborative heterogeneous information', 'intelligent taxi', 'summarization']"
4,0.9110942155,511,,2017,Conference Paper,STA: A spatio-temporal thematic analytics framework for urban ground sensing,"Urban planning has always involved getting feedback from various stakeholders and members of public, to inform plans and evaluation of proposals. A lot of rich information comes in textual forms, which traditionally have to be read manually. With advancements in machine learning capabilities, there is potential to tap on it to aid planners in synthesizing insights from large amount of textual feedback data more efficiently. In this paper, we developed a more general urban-centric feedback analysis framework, which encompasses the spatio-temporal thematic of ground sensing. Three essential methods: geotagging, topic modeling, and trend analysis are proposed and a prototype has been implemented. The results of experiments indicate that the proposed framework could not only accurately extract precise geospatial information, but also efficiently analyze the semantic themes based on a probabilistic topic modeling with Latent Dirichlet Allocation. Importantly, the spatial and temporal trends of detected topics indicate the effectiveness of our proposed algorithm and then benefit domain experts in their routine work and reveal many interesting insights on ground sensing matters. © Springer International Publishing AG 2017.",Geotagging; Spatio-temporal analysis; Topic modeling; Urban planning,"Chen G., Yu L., Ng W.S., Wu H., Kunasegaran U.N.",10.1007/978-3-319-69179-4_56,0.4399999976,-0.4399999976,"['topic modeling', 'urban ground sensing', 'thematic analytics framework', 'geotagging', 'textual feedback data']"
-1,0.9110942155,516,1.0,2017,Conference Paper,Data mining tourism patterns,"In this study we show how Call Detail Record (CDR) can be used to better understand the travel patterns of visitors. We show how Origin-Destination (OD) Interactive Maps can provide transportation information through CDR. We then use aggregation of CDR to show the differences between the travel patterns of visitors from different countries and of different lengths of stay. We also show that visitors move differently during event periods and non-event periods, reflecting the importance of real-time data available by CDR. From CDR, we can gain more detailed and complete information about how tourists move compared to traditional surveys, which can be used to aid smarter transportation systems and urban resource planning. © 2017, The Association for Computer-Aided Architectural Design Research in Asia (CAADRIA), Hong Kong.",Call detail record; Machine learning; Original- destination matrix; Urban design tool,"Chen N.C., Xie J., Tinn P., Alonso L., Nagakura T., Larson K.",,1.9500000477000001,-1.0700000525,"['Data mining tourism', 'Call Detail', 'smarter transportation system', 'travel pattern', 'urban resource planning']"
1,0.9407071621,519,12.0,2016,Conference Paper,Joint prediction of road-Traffic and parking occupancy over a city with representation learning,"As journey planning services begins to include real time traffic forecast features in order to compute more accurate routing along the journey, adaptive traffic control systems can also benefit from this prediction so as to minimize traffic congestion. But these two systems dedicated to end user and road traffic management authorities could also benefits from other information, and particularly from parking availability prediction since cruising for parking spot represents a significant part of urban traffic: When looking for a parking, drivers must guess where to go, and if they are wrong, may face long distances to find the next location, resulting in considerable time loss and a worsening of traffic congestion. We focus on the simultaneous prediction of traffic and parking availability. Our approach relay on machine learning techniques and more precisely on representation learning methods: Each road and car-park is represented by a vector in a common large dimensional space which captures both structural and dynamical information about the observed phenomenon. Such a model is thus able to jointly capture the spatio-Temporal correlations between parking and traffic resulting in a high performance prediction system. The results of our experiments on the Grand Lyon (France) urban area show the effectiveness of our approach compared to state of the art methods. © 2016 IEEE.",,"Ziat A., Leroy B., Baskiotis N., Denoyer L.",10.1109/ITSC.2016.7795634,16.14,-1.63,"['traffic forecast feature', 'representation learning', 'parking', 'high performance prediction', 'urban traffic']"
-1,0.9110942155,522,17.0,2016,Article,Automated urban travel interpretation: A bottom-up approach for trajectory segmentation,"Understanding travel behavior is critical for an effective urban planning as well as for enabling various context-aware service provisions to support mobility as a service (MaaS). Both applications rely on the sensor traces generated by travellers’ smartphones. These traces can be used to interpret travel modes, both for generating automated travel diaries as well as for real-time travel mode detection. Current approaches segment a trajectory by certain criteria, e.g., drop in speed. However, these criteria are heuristic, and, thus, existing approaches are subjective and involve significant vagueness and uncertainty in activity transitions in space and time. Also, segmentation approaches are not suited for real time interpretation of open-ended segments, and cannot cope with the frequent gaps in the location traces. In order to address all these challenges a novel, state based bottom-up approach is proposed. This approach assumes a fixed atomic segment of a homogeneous state, instead of an event-based segment, and a progressive iteration until a new state is found. The research investigates how an atomic state-based approach can be developed in such a way that can work in real time, near-real time and offline mode and in different environmental conditions with their varying quality of sensor traces. The results show the proposed bottom-up model outperforms the existing event-based segmentation models in terms of adaptivity, flexibility, accuracy and richness in information delivery pertinent to automated travel behavior interpretation. © 2016 by the authors; licensee MDPI, Basel, Switzerland.",Activity; Context; GPS; IMU; MaaS; Machine learning; Temporal calculi; Trajectory; Trip,"Das R.D., Winter S.",10.3390/s16111962,2.3800001144,-0.9399999976000001,"['travel behavior interpretation', 'trajectory segmentation', 'Automated urban travel', 'activity transition', 'location trace']"
1,0.9407071621,526,5.0,2016,Conference Paper,Intelligent driver assist system for urban driving,"Driving in an urban environment is hectic and often adventurous. Getting accurate routing instructions, finding parking spots, receiving customized information that helps individual drivers reach their destination will significantly reduce the stress of driving, save fuel and reduce unnecessary delays and pollution levels. In this paper we present a system that combines smart navigation with intelligent parking assist and driver diagnostics to considerably improve driving comfort, safety and mobility in an urban environment. The smart navigation employs an on line traffic simulator which provides traffic predictions and improves the accuracy of existing navigation systems which rely on limited traffic data. The intelligent parking assist system predicts the availability of parking at the start of the journey and these predictions get updated as the destination is approached. The system uses machine learning to understand the habits and preferences of the individual driver so that the preferred parking availability information is presented to the driver. The driver diagnostics part learns the driving characteristics of the driver i.e. whether aggressive, semi aggressive or passive, reaction times, following distances etc. and provides this information to the smart navigation and parking assist system for better estimation of travel times. In addition, it can be used to support collision warnings and other driver assist devices. The proposed system has been successfully demonstrated using an AUDI vehicle in the area of Los Angeles and San Francisco. © 2016 IEEE.",driver diagnostics; parking assistance; smart navigation; traffic flow prediction; urban traffic,"Ioannou P., Zhang Y.",10.1109/DMIAF.2016.7574917,15.91,-1.2,"['Intelligent driver assist', 'parking availability information', 'traffic prediction', 'urban driving', 'navigation system']"
2,0.781378981,527,37.0,2016,Article,Semantic framework of internet of things for smart cities: Case studies,"In recent years, the advancement of sensor technology has led to the generation of heterogeneous Internet-of-Things (IoT) data by smart cities. Thus, the development and deployment of various aspects of IoT-based applications are necessary to mine the potential value of data to the benefit of people and their lives. However, the variety, volume, heterogeneity, and real-time nature of data obtained from smart cities pose considerable challenges. In this paper, we propose a semantic framework that integrates the IoT with machine learning for smart cities. The proposed framework retrieves and models urban data for certain kinds of IoT applications based on semantic and machine-learning technologies. Moreover, we propose two case studies: pollution detection from vehicles and traffic pattern detection. The experimental results show that our system is scalable and capable of accommodating a large number of urban regions with different types of IoT applications. © 2016 by the author; licensee MDPI, Basel, Switzerland.",Energy management; Internet of things; Smart city; Traffic pattern,"Zhang N., Chen H., Chen X., Chen J.",10.3390/s16091501,7.6999998093,-2.5999999045999997,"['smart city', 'Semantic framework', 'traffic pattern detection', 'pollution detection', 'model urban data']"
1,0.9407071621,530,1.0,2016,Article,A note on the square root law for urban police travel times,"The classical Square Root Law formula for emergency travel times consists of one observable component, the density of patrol coverage, and one unknown component that must be estimated empirically, the effective travel speed. The effective travel speed is typically assumed to be an empirical constant. We test whether this simplifying assumption is justified empirically. We propose a modern machine-learning approach and a Least Absolute Shrinkage and Selection Operator regression to incorporate into a travel speed model various exogenous factors such as call type, incident location, weather conditions and traffic congestion. The value of the proposed analytical approach and some practical implications are demonstrated using operational data from a large urban police jurisdiction based in British Columbia, Canada. Although the analysis is framed within the context of urban emergency police operations, the proposed approach has the potential to be useful for other emergency services or roving business units that deal with unscheduled service calls. © 2016 Operational Research Society Ltd. All rights reserved.",artificial intelligence; manpower planning; practice of OR; regression; traffic; urban studies,"Demers S., Langan C.",10.1057/jors.2015.124,17.17,-1.46,"['large urban police', 'Selection Operator regression', 'emergency travel time', 'speed model', 'traffic']"
1,0.9407071621,536,43.0,2016,Conference Paper,Urban human mobility data mining: An overview,"Understanding urban human mobility is crucial for epidemic control, urban planning, traffic forecasting systems and, more recently, various mobile and network applications. Nowadays, a variety of urban human mobility data have been gathered and published. Pervasive GPS data can be collected by mobile phones. A mobile operator can track people's movement in cities based on their cellular network location. This urban human mobility data contains rich knowledge about locations and can help in addressing many urban challenges such as traffic congestion or air pollution problems. In this article, we survey recent literature on urban human mobility from a data mining view: from the data collection and cleaning, to the mobility models and the applications. First, we summarize recent public urban human mobility data sets and how to clean and preprocess such data. Second, we describe recent urban human mobility models and predictors, e.g., the deep learning predictor, for predicting urban human mobility. Third, we describe how to evaluate the models and predictors. We conclude by considering how applications can utilize the mobility models and predictive tools for addressing city challenges. © 2016 IEEE.",human mobility; machine learning; smart city; spatio-temporal data mining,"Zhao K., Tarkoma S., Liu S., Vo H.",10.1109/BigData.2016.7840811,17.33,-0.36,"['mobility data mining', 'urban planning', 'deep learning', 'Urban human mobility', 'traffic forecasting']"
-1,0.9110942155,537,13.0,2016,Conference Paper,Using abstractions to solve opportunistic crime security games at scale,"In this paper, we aim to deter urban crime by recommending optimal police patrol strategies against opportunistic criminals in large scale urban problems. While previous work has tried to learn criminals' behavior from real world data and generate patrol strategies against opportunistic crimes, it cannot scale up to large-scale urban problems. Our first contribution is a game abstraction framework that can handle opportunistic crimes in large-scale urban areas. In this game abstraction framework, we model the interaction between officers and opportunistic criminals as a game with discrete targets. By merging similar targets, we obtain an abstract game with fewer total targets. We use real world data to learn and plan against opportunistic criminals in this abstract game, and then propagate the results of this abstract game back to the original game. Our second contribution is the layer-generating algorithm used to merge targets as described in the framework above. This algorithm applies a mixed integer linear program (MILP) to merge similar and geographically neighboring targets in the large scale problem. As our third contribution, we propose a planning algorithm that recommends a mixed strategy against opportunistic criminals. Finally, our fourth contribution is a heuristic propagation model to handle the problem of limited data we occasionally encounter in large-scale problems. As part of our collaboration with local police departments, we apply our model in two large scale urban problems: a university campus and a city. Our approach provides high prediction accuracy in the real datasets; furthermore, we project significant crime rate reduction using our planning strategy compared to current police strategy. Copyright © 2016, International Foundation for Autonomous Agents and Multiagent Systems (www.ifaamas.org). All rights reserved.",Abstraction; Machine learning; Security games,"Zhang C., Bucarey V., Mukhopadhyay A., Sinha A., Qian Y., Vorobeychik Y., Tambe M.",,2.0399999619,-0.3600000143,"['crime security game', 'heuristic propagation', 'scale urban problem', 'game abstraction', 'optimal police']"
0,0.9407071621,542,7.0,2016,Conference Paper,Characterization of behavioral patterns exploiting description of geographical areas,"The enormous amount of recently available mobile phone data is providing unprecedented direct measurements of human behavior. Early recognition and prediction of behavioral patterns are of great importance in many societal applications like urban planning, transportation optimization, and health-care. Understanding the relationships between human behaviors and location’s context is an emerging interest for understanding human-environmental dynamics. Growing availability of Web 2.0, i.e. the increasing amount of websites with mainly user created content and social platforms opens up an opportunity to study such location’s contexts. This paper investigates relationships existing between human behavior and location context, by analyzing log mobile phone data records. First an advanced approach to categorize areas in a city based on the presence and distribution of categories of human activity (e.g., eating, working, and shopping) found across the areas, is proposed. The proposed classification is then evaluated through its comparison with the patterns of temporal variation of mobile phone activity and applying machine learning techniques to predict a timeline type of communication activity in a given location based on the knowledge of the obtained category vs. land-use type of the locations areas. The proposed classification turns out to be more consistent with the temporal variation of human communication activity, being a better predictor for those compared to the official land use classification. © Springer-Verlag GmbH Germany 2016.",Big data; Cell phone data records; Clustering algorithms; Geospatial data; Human activity recognition; Human behavior; Knowledge management; Land-use; Supervised learning algorithms,"Dashdorj Z., Sobolevsky S.",10.1007/978-3-662-53416-8_10,17.72,0.44,"['mobile phone activity', 'land use classification', 'location context', 'machine learning technique', 'data']"
-1,0.9110942155,543,,2016,Conference Review,"European Conference on Machine Learning and Knowledge Discovery in Databases, ECML PKDD 2016","The proceedings contain 39 papers. The special focus in this conference is on Demo Track Contributions, Industrial Track Contributions and Nectar Track Contributions. The topics include: A tool for subjective and interactive visual data exploration; a web-based visualization tool for biclustering of multivariate time series; dynamic trafficmanagement using heterogeneous urban data; coordinate transformations for characterization and cluster analysis of spatial configurations in football; leveraging spatial abstraction in traffic analysis and forecasting with visual analytics; the SPMF open-source data mining library version 2; dynamic attributed network with community structure generator; real-time story tracking via social tags; learning language models from images with ReGLL; exploratory analysis of text collections through visualization and hybrid biclustering; pattern-based mining of satellite image time series; finding incident-related social media messages for emergency awareness; exploratory monitoring of twitter streams for the 2016 U.S. presidential election cycle; using social media to promote STEM education; a real time system for crowd flow prediction at metropolitan subway stations; finding dynamic co-evolving zones in spatial-temporal time series data; ECG monitoring in wearable devices by sparse models; intelligent urban data monitoring for smart cities; automatic detection of non-biological artifacts in ECGs acquired during cardiac computed tomography; active learning with rationales for identifying operationally significant anomalies in aviation; engine misfire detection with pervasive mobile audio; a KDD process for discrimination discovery; personality-based user modeling for music recommender systems and resource-aware steel production through data mining.",,[No author name available],,1.9500000477000001,0.6499999762,"['intelligent urban data', 'cluster analysis', 'crowd flow prediction', 'active learning', 'exploratory monitoring']"
0,0.9407071621,544,7.0,2016,Conference Paper,A business zone recommender system based on facebook and urban planning data,"We present ZoneRec-a zone recommendation system for physical businesses in an urban city, which uses both public business data from Facebook and urban planning data. The system consists of machine learning algorithms that take in a business’ metadata and outputs a list of recommended zones to establish the business in. We evaluate our system using data of food businesses in Singapore and assess the contribution of different feature groups to the recommendation quality. © Springer International Publishing Switzerland 2016.",Business; Facebook; Location recommendation; Social media,"Lin J., Oentaryo R.J., Lim E.-P., Vu C., Vu A., Kwee A.T., Prasetyo P.K.",10.1007/978-3-319-30671-1_47,17.3,1.04,"['business zone recommender', 'facebook', 'urban planning data', 'recommendation quality', 'food business']"
3,0.781378981,545,14.0,2015,Conference Paper,Strategway: Web solutions for building public transportation routes using big geodata analysis,"We propose Strategway, a group of web solutions for public transportation route planning based on real geo-data obtained from city residents. The idea behind the solution is to use collected data about city residents' transportation needs (residents' preferences) and to build an optimal route network minimizing total cost of ownership. As transportation preferences of people are represented as a large set of geoobjects, machine learning algorithms were modified to take geodata specifics into account. Strategway includes the analytics core for data gathering, clustering and route design based on machine learning techniques. These features can be considered as contribution in smart algorithms for urban planning systems. Pseudocode of main algorithms with novel additions are represented in the paper as the results of some case studies. Future work is declared in the end to highlight the ways of contribution to the domain of analytics as a web service. © 2015 ACM.",Big data analytics; City; Decision support; GIS; Population preferences; Public transportation; Route planning,"Golubev A., Chechetkin I., Solnushkin K.S., Sadovnikova N., Parygin D., Shcherbakov M.",10.1145/2837185.2843851,8.5699996948,-1.0099999905,"['transportation route planning', 'big geodata', 'machine learning technique', 'urban planning system', 'geodata analysis']"
3,0.781378981,546,20.0,2015,Conference Paper,IVizTRANS: Interactive visual learning for home and work place detection from massive public transportation data,"Using transport smart card transaction data to understand the homework dynamics of a city for urban planning is emerging as an alternative to traditional surveys which may be conducted every few years are no longer effective and efficient for the rapidly transforming modern cities. As commuters travel patterns are highly diverse, existing rule-based methods are not fully adequate. In this paper, we present iVizTRANS - a tool which combines an interactive visual analytics (VA) component to aid urban planners to analyse complex travel patterns and decipher activity locations for single public transport commuters. It is coupled with a machine learning component that iteratively learns from the planners classifications to train a classifier. The classifier is then applied to the city-wide smart card data to derive the dynamics for all public transport commuters. Our evaluation shows it outperforms the rule-based methods in previous work. © 2015 IEEE.",clustering; machine learning; origin-destination (OD); Smart card data; spatiotemporal visualization,"Yu L., Wu W., Li X., Li G., Ng W.S., Ng S.-K., Huang Z., Arunan A., Watt H.M.",10.1109/VAST.2015.7347630,9.029999733,-1.0499999523,"['public transportation data', 'Interactive visual learning', 'work place detection', 'urban planner', 'analytics']"
0,0.9407071621,550,23.0,2015,Article,Cyber Cities: Social Media as a Tool for Understanding Cities,"‘Big’ urban data are increasingly becoming accessible for scientific research and policy use. They may enhance the intelligence that is needed for understanding and mapping out social connectivity phenomena (in the sense of Jane Jacobs) in modern smart cities. The present paper aims to highlight and demonstrate the rich potential of information based on digital technology in modern cities. As a case study example of the power of social media data as a support tool in smart cities, we consider Twitter data in the municipality of Amsterdam. We use machine learning techniques to identify temporal patterns that we then relate back to their spatial dimension, effectively connecting the digital with physical aspect of cities. We also show that analysis of geo-referenced tweets can shed significant light on physical aspects of the city and on the spatial distribution of urban functions. © 2015, Springer Science+Business Media Dordrecht.",Digital technology; ICT; Internet geography; Smart city; Social buzz; Twitter; ‘New Urban World’,"Arribas-Bel D., Kourtit K., Nijkamp P., Steenbruggen J.",10.1007/s12061-015-9154-2,16.73,1.19,"['smart city', 'social medium data', 'urban data', 'machine learning technique', 'tweet']"
1,0.9407071621,555,1.0,2015,Conference Paper,A comparison among various classification algorithms for travel mode detection using sensors' data collected by smartphones,"Nowadays, machine learning is used widely for the purpose of detecting the mode of transportation from data collected by sensors embedded in smartphones like GPS, accelerometer and gyroscope. A lot of different classification algorithms are applied for this purpose. This study provides a comprehensive comparison among various classification algorithms on the basis of accuracy of results and computational time. The data used was collected in Kobe city, Japan using smartphones and covers seven transport modes. After feature extraction, the data was applied to algo-rithms namely Support Vector Ma-chine, Neural Network, Decision Tree, Boosted Decision Tree, Random Forest and Naïve Bayes. Results indicat-ed that boosted decision tree gives highest accuracy but random forest is much quicker with accuracy slightly lower than that of boosted decision tree. Therefore, for the purpose of travel mode detection, random forest is most suitable.",,"Shafique M.A., Hato E.",,16.56,-0.64,"['travel mode detection', 'random forest', 'accelerometer', 'transportation', 'various classification']"
0,0.9407071621,560,,2015,Conference Paper,2nd International Workshop on Mining Urban Data (Preface),"This paper presents an overview of the second International Workshop on Mining Urban Data (MUD2). The MUD2 workshop was held in conjunction with the 32nd International Conference on Machine Learning (ICML 2015) in Lille, France, July 11, 2015. Copyright © 2015 for this paper by its authors.",,"Katakis I., Schnitzler F., Liebig T.",,16.62,0.73,"['workshop', 'conjunction', 'overview', 'paper']"
-1,0.9110942155,561,2.0,2014,Conference Paper,A reasoning approach for modelling and predicting terroristic attacks in urban environments,"During the last decade the world has witnessed a number of terroristic attacks and security incidents exposing numerous vulnerabilities of the urban environment. Hence the ability to proactively detect and even predict potential threats related to terrorist attacks is crucial for supporting government agencies in order to timely react (pro-act) to potentially alarming terrorist attacks. The work described in this paper is part of an overall larger effort in developing a framework for early identification and prediction of terrorist actions (the PROACTIVE project-http://www.fp7-proactive.eu/). The paper focuses on a near real-time reasoning layer designed around a number of reasoning capabilities for transforming raw and symbolic events into meaningful alerts. The reasoning layer was designed to process information sources at different abstraction levels (e.g. sensor information, police patrol inputs, external semantic crafted data sources) and simulates various expert user roles indicated as crucial in the intelligence analyst work flow (i.e. operational, tactical and strategic user roles). Additionally a special focus was given to support functional requirements of the overall terrorist attack prediction system, as producing near real-time detection of threat events by relying on reliable models regarding terrorist actions and predicting sensitive threat events. Hence the overall designed builds on top of approaches as event driven architecture, complex event processing systems, and machine learning techniques. A prototype implementation of layer is presented in a simulated validation scenario. The prototype allows an expert user to monitor threat probabilities for different physical environments, and influence the sensitivity of these environments in real-time as well as and provide feedback for adapting the machine learning models. © 2014 IEEE.",predictive reasoning; stream processing; urban terrorist indicators,"Archetti F., Djordjevic D., Giordani I., Sormani R., Tisato F.",10.1109/CCST.2014.6987009,2.2400000095,0.1000000015,"['terrorist attack prediction', 'reasoning layer', 'event processing system', 'intelligence analyst work', 'sensitive threat event']"
0,0.9407071621,562,12.0,2014,Article,Predictive analytics can facilitate proactive property vacancy policies for cities,"Is it possible for a city to understand, analyze, predict, and therefore prevent vacant properties? In this paper, we demonstrate the feasibility of using techniques from machine learning and data mining to determine the future vacancy risks for individual properties and for neighborhoods using a variety of structural, demographic, socioeconomic, and city activity features with high accuracy. Within a larger systems-of-systems framework that we develop, these predictive analytics will allow a city to move from decision-making based on 'educated anecdotes' and reactive strategies aimed at the most urgent need, to policy development based on informed, holistic insight and proactive interventions that prevent and reverse decline. A demonstration of the use of predictive analytics within the sociotechnical system is provided using data from Syracuse, New York. © 2013 Elsevier Inc.",Predictive analytics; Property vacancy; Systems of systems; Urban planning,"Appel S.U., Botti D., Jamison J., Plant L., Shyr J.Y., Varshney L.R.",10.1016/j.techfore.2013.08.028,16.57,1.3599999999999999,"['Predictive analytics', 'property vacancy', 'sociotechnical system', 'city activity', 'data']"
0,0.9407071621,571,25.0,2013,Conference Paper,Temporal decomposition and semantic enrichment of mobility flows,"Mobility data has increasingly grown in volume over the past decade as localisation technologies for capturing mobility flows have become ubiquitous. Novel analytical approaches for understanding and structuring mobility data are now required to support the backend of a new generation of space-time GIS systems. It is increasingly important as GIS is becoming a decision support platform for operations in fleet management, urban data analysis and related applications. This paper applies the machine learning method of probabilistic topic modelling for semantic enrichment of mobility data recorded in terms of trip counts by using geo-referenced social media data. It further explores the questions of causality and correlation, as well as predictability of the obtained semantic decompositions of mobility flows on a real dataset from a bike sharing network. © 2013 ACM.",semantic decomposition; smart cities; topic modelling; urban mobility,"Coffey C., Pozdnoukhov A.",10.1145/2536689.2536806,17.4,0.19,"['Mobility data', 'probabilistic topic', 'semantic decomposition', 'bike', 'urban data analysis']"
0,0.9407071621,573,92.0,2013,Conference Paper,Exploiting foursquare and cellular data to infer user activity in urban environments,"Inferring the type of activities in neighborhoods of urban centers may be helpful in a number of contexts including urban planning, content delivery and activity recommendations for mobile web users or may even yield to a deeper understanding of the geographical evolution of social life in the city. During the past few years, the analysis of mobile phone usage patterns, or of social media with longitudinal attributes, have aided the automatic characterization of the dynamics of the urban environment. In this work, we combine a dataset sourced from a telecommunication provider in Spain with a database of millions of geo-tagged venues from Foursquare and we formulate the problem of urban activity inference in a supervised learning framework. In particular, we exploit user communication patterns observed at the base station level in order to predict the activity of Foursquare users who checkin-in at nearby venues. First, we mine a set of machine learning features that allow us to encode the input telecommunication signal of a tower. Subsequently, we evaluate a diverse set of supervised learning algorithms using labels extracted from Foursquare place categories and we consider two application scenarios. Initially, we assess how hard it is to predict specific urban activity of an area, showing that Nightlife and Entertainment spots are those easier to infer, whereas College and Shopping areas are those featuring the lowest accuracy rates. Then, considering a candidate set of activity types in a geographic area, we aim to elect the most prominent one. We demonstrate how the difficulty of the problem increases with the number of classes incorporated in the prediction task, yet the classifiers achieve a considerably better performance compared to a random guess even when the set of candidate classes increases. © 2013 IEEE.",cellular data; location-based services; urban mining,"Noulas A., Mascolo C., Frias-Martinez E.",10.1109/MDM.2013.27,17.42,0.64,"['urban activity inference', 'Foursquare user', 'phone usage pattern', 'classifier', 'activity recommendation']"
