doc_id,title,score,similar_cluster_no,similar_doc_id,similar_title
,,0.63,6,11,Measuring human perceptions of a large-scale urban region using machine learning
,,0.63,2,352,Taxi Demand Prediction using an LSTM-Based Deep Sequence Model and Points of Interest
,,0.62,8,142,Predictive analytics can facilitate proactive property vacancy policies for cities
,,0.61,6,390,Holistic visual data representation for built environment assessment
,,0.61,9,496,From PIace2Vec to Multi-Scale Built-Environment Representation: A General-Purpose Distributional Embedding for Urban Data Analysis
,,0.59,5,119,"A data-driven approach for multi-scale GIS-based building energy modeling for analysis, planning and support decision making"
,,0.59,-1,384,Towards a deep learning powered query engine for urban planning
,,0.58,9,107,Structure of 311 service requests as a signature of urban location
,,0.58,-1,88,Understanding cities with machine eyes: A review of deep computer vision in urban analytics
,,0.58,4,19,Using convolutional networks and satellite imagery to identify patterns in urban environments at a large scale
,,0.57,9,78,Predicting neighborhoods' socioeconomic attributes using restaurant data
,,0.57,2,205,Attention based stack resnet for citywide traffic accident prediction
,,0.57,5,172,Analyzing the spatial factors related to the distributions of building heights in urban areas: A comparative case study in Guangzhou and Shenzhen
,,0.57,2,339,EquiTensors: Learning Fair Integrations of Heterogeneous Urban Data
,,0.57,5,143,Coupling cellular automata with area partitioning and spatiotemporal convolution for dynamic land use change simulation
,,0.57,9,511,Learning Semantic Relationships of Geographical Areas based on Trajectories
,,0.57,2,483,AI and Deep Learning for Urban Computing
,,0.56,-1,415,Smart environment design planning for smart city based on deep learning
,,0.56,5,50,Mining transition rules of cellular automata for simulating urban expansion by using the deep learning techniques
,,0.56,5,326,An ensemble energy consumption forecasting model based on spatial-temporal clustering analysis in residential buildings
,,0.56,5,432,Sustainable development scale of housing estates: An economic assessment using machine learning approach
,,0.55,6,436,Urban morphological feature extraction and multi-dimensional similarity analysis based on deep learning approaches
,,0.55,4,110,Deprivation pockets through the lens of convolutional neural networks
,,0.55,-1,132,A deep learning architecture for semantic address matching
,,0.55,5,131,"An agent-based learning-embedded model (ABM-learning) for urban land use planning: A case study of residential land growth simulation in Shenzhen, China"
,,0.55,6,360,An investigation of the visual features of urban street vitality using a convolutional neural network
,,0.55,9,374,Learning task-specific city region partition
585,"European Conference on Machine Learning and Knowledge Discovery in Databases, ECML PKDD 2016",0.6900,9,577,"1st Asia-Pacific Web and Web-Age Information Management Joint Conference on Web and Big Data, APWeb-WAIM 2017 held in Conjuction with the International Workshop on Mobile Web Data Analytics, MWDA 2017, International Workshop on Hot Topics in Big Spatial Data and Urban Computing, HotSpatial 2017, International Workshop on Graph Data Management and Analysis, GDMA 2017, 2nd International Workshop on Data Driven Crowdsourcing, DDC 2017, 2nd International Workshop on Spatio-temporal Data Management and Analytics, SDMA 2017 and International Workshop on Mobility Analytics from Spatial and Social Data, MASS 2017"
,,0.69,9,87,IVizTRANS: Interactive visual learning for home and work place detection from massive public transportation data
,,0.69,9,260,Integrating geovisual analytics with machine learning for human mobility pattern discovery
,,0.67,9,92,Cyber Cities: Social Media as a Tool for Understanding Cities
,,0.66,9,405,Urban computing and smart cities: Opportunities and challenges in modelling large-scale aggregated human behavior
,,0.66,9,494,Using Social Media to Understand City-wide Movement Patterns and Behaviours
,,0.66,9,587,2nd International Workshop on Mining Urban Data (Preface)
,,0.65,2,158,Trajectory clustering of road traffic in urban environments using incremental machine learning in combination with hyperdimensional computing
,,0.64,9,265,Nonnegative coupled matrix tensor factorization for smart city spatiotemporal pattern mining
,,0.64,9,574,"Processing, mining and visualizing massive urban data"
,,0.64,9,65,Temporal decomposition and semantic enrichment of mobility flows
,,0.64,-1,487,"AVI 2020 Workshop on Road Mapping Infrastructures for Artificial Intelligence Supporting Advanced Visual Big Data Analysis, AVI-BDA 2020 and 2nd Italian Workshop on Visualization and Visual Analytics, ITAVIS 2020"
,,0.64,8,170,Automated classification of social network messages into Smart Cities dimensions
,,0.64,9,341,Applying machine learning and geolocation techniques to social media data (Twitter) to develop a resource for urban planning
,,0.63,2,295,Crosstown traffic - supervised prediction of impact of planned special events on urban traffic
,,0.63,7,563,"Proceedings of the 1st ACM SIGSPATIAL International Workshop on Advances in Resilient and Intelligent Cities, ARIC 2018"
,,0.62,9,528,Harnessing Social Interactions on Twitter for Smart Transportation Using Machine Learning
,,0.62,9,13,Exploiting foursquare and cellular data to infer user activity in urban environments
,,0.62,8,248,A framework to simplify pre-processing location-based social media big data for sustainable urban planning and management
,,0.62,2,108,Strategway: Web solutions for building public transportation routes using big geodata analysis
,,0.62,7,545,Internet of things and statistical analysis
,,0.61,2,301,ADMSv2: A modern architecture for transportation data management and analysis
,,0.61,9,40,Analyzing large-scale human mobility data: a survey of machine learning methods and applications
,,0.61,9,511,Learning Semantic Relationships of Geographical Areas based on Trajectories
,,0.61,8,162,Analyzing Objective and Subjective Data in Social Sciences: Implications for Smart Cities
,,0.61,9,334,A generic paradigm for mining human mobility patterns based on the GPS trajectory data using complex network analysis
,,0.61,7,261,Utilizing Big Data for Enhancing Passenger Safety in Railway Stations
,,0.61,7,549,"15th European Conference on Ambient Intelligence, AmI 2019"
,,0.60,-1,46,Forecasting smog-related health hazard based on social media and physical sensor
,,0.60,9,193,Characterization of behavioral patterns exploiting description of geographical areas
314,Detecting advertising on building façades with computer vision,0.6800,6,15,A machine learning-based method for the large-scale evaluation of the qualities of the urban environment
,,0.66,-1,536,Urban street contexts classification using convolutional neural networks and streets imagery
,,0.65,-1,194,Classification of sidewalks in street view images
,,0.63,4,41,Building block level urban land-use information retrieval based on Google Street View images
,,0.63,-1,217,Classification of urban scenes from georeferenced images in urban street-view context
,,0.62,6,410,Street view imagery in urban analytics and GIS: A review
,,0.62,6,11,Measuring human perceptions of a large-scale urban region using machine learning
,,0.62,6,59,A human-machine adversarial scoring framework for urban perception assessment using street-view images
,,0.61,4,156,A locally-constrained YOLO framework for detecting small and densely-distributed building footprints
,,0.61,4,54,Building detection from orthophotos using a machine learning approach: An empirical study on image segmentation and descriptors
,,0.61,6,271,Urban land use information retrieval based on scene classification of Google Street View images
,,0.61,6,43,StreetVizor: Visual Exploration of Human-Scale Urban Forms Based on Street Views
,,0.61,6,427,"Panoramic street-level imagery in data-driven urban research: A comprehensive global review of applications, techniques, and practical considerations"
,,0.60,6,390,Holistic visual data representation for built environment assessment
,,0.60,6,16,Measuring visual enclosure for street walkability: Using machine learning algorithms and Google Street View imagery
,,0.60,9,227,The big picture of cities: Analysing Flickr photos of 222 cities worldwide
,,0.59,4,411,Automated classification of building structures for urban built environment identification using machine learning
,,0.59,4,385,Building detection from orthophotos using binary feature classification
,,0.59,6,239,Deep CNN-based methods to evaluate neighborhood-scale urban valuation through street scenes perception
,,0.59,6,375,City safety perception model based on visual content of street images
,,0.59,-1,88,Understanding cities with machine eyes: A review of deep computer vision in urban analytics
,,0.58,6,360,An investigation of the visual features of urban street vitality using a convolutional neural network
,,0.58,4,428,Comparing three machine learning techniques for building extraction from a digital surface model
,,0.58,4,460,Use of deep learning models in street-level images to classify one-story unreinforced masonry buildings based on roof diaphragms
,,0.58,4,3,Building detection in very high resolution multispectral data with deep learning features
,,0.58,6,62,The visual quality of streets: A human-centred continuous measurement based on machine learning algorithms and street view images
,,0.58,4,389,Understanding Historical Cityscapes from Aerial Imagery Through Machine Learning
,,0.57,7,563,"Proceedings of the 1st ACM SIGSPATIAL International Workshop on Advances in Resilient and Intelligent Cities, ARIC 2018"
,,0.57,4,367,Application of satellite image segmentation for urban planning optimization
,,0.56,6,423,Subjectively measured streetscape perceptions to inform urban design strategies for Shanghai
363,Predicting the environment of a neighborhood: A use case for France,0.6800,5,340,Do land policies make a difference? A data-driven approach to trace effects on urban form in France and Germany
,,0.67,6,390,Holistic visual data representation for built environment assessment
,,0.64,9,496,From PIace2Vec to Multi-Scale Built-Environment Representation: A General-Purpose Distributional Embedding for Urban Data Analysis
,,0.64,6,518,Modeling and evaluating the residential urban environment perception
,,0.63,4,20,Building type classification using spatial and landscape attributes derived from LiDAR remote sensing data
,,0.63,8,142,Predictive analytics can facilitate proactive property vacancy policies for cities
,,0.63,6,470,Evolution of historical urban landscape with computer vision and machine learning: A case study of Berlin
,,0.63,5,12,Mining urban land-use patterns from volunteered geographic information by means of genetic algorithms and artificial neural networks
,,0.63,4,41,Building block level urban land-use information retrieval based on Google Street View images
,,0.63,6,11,Measuring human perceptions of a large-scale urban region using machine learning
,,0.62,6,542,"A LARGE SCALE CLASSIFICATION of PUBLIC SPACES USING A STUDY of PERCEPTION and PUBLIC DATA from INEGI of the CITY of PUEBLA, SAN PEDRO CHOLULA and SAN ANDRES CHOLULA"
,,0.62,4,223,Using GIS and machine learning to classify residential status of urban buildings in low and middle income settings
,,0.62,6,309,Using Random Forests on Real-World City Data for Urban Planning in a Visual Semantic Decision Support System
,,0.62,9,107,Structure of 311 service requests as a signature of urban location
,,0.61,6,239,Deep CNN-based methods to evaluate neighborhood-scale urban valuation through street scenes perception
,,0.60,5,445,Local and application-specific geodemographics for data-led urban decision making
,,0.60,5,172,Analyzing the spatial factors related to the distributions of building heights in urban areas: A comparative case study in Guangzhou and Shenzhen
,,0.60,6,15,A machine learning-based method for the large-scale evaluation of the qualities of the urban environment
,,0.60,5,315,A multiscale clustering of the urban morphology for use in quantitative models
,,0.60,-1,184,A machine learning-based classification system for urban built-up areas using multiple classifiers and data sources
,,0.60,5,167,Urban Data Mining using emergent SOM
,,0.59,9,587,2nd International Workshop on Mining Urban Data (Preface)
,,0.59,6,557,The Social Life of Small Urban Spaces 2.0: Three Experiments in Computational Urban Studies
,,0.59,6,271,Urban land use information retrieval based on scene classification of Google Street View images
,,0.59,6,290,The shape of segregation: The role of urban form in immigrant assimilation
,,0.59,-1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data
,,0.59,9,32,Beyond Word2vec: An approach for urban functional region extraction and identification by combining Place2vec and POIs
,,0.59,6,93,Explaining subjective perceptions of public spaces as a function of the built environment: A massive data approach
,,0.59,-1,174,"Comparison of approaches for urban functional zones classification based on multi-source geospatial data: A case study in Yuzhong District, Chongqing, China"
,,0.59,5,119,"A data-driven approach for multi-scale GIS-based building energy modeling for analysis, planning and support decision making"
132,A deep learning architecture for semantic address matching,0.6500,-1,384,Towards a deep learning powered query engine for urban planning
,,0.64,9,496,From PIace2Vec to Multi-Scale Built-Environment Representation: A General-Purpose Distributional Embedding for Urban Data Analysis
,,0.61,9,404,Automated urban location annotation on mobile records
,,0.59,-1,536,Urban street contexts classification using convolutional neural networks and streets imagery
,,0.57,2,483,AI and Deep Learning for Urban Computing
,,0.55,-1,441,Learning with self-attention for rental market spatial dynamics in the Atlanta metropolitan area
,,0.54,9,512,Region2vec: An Approach for Urban Land Use Detection by Fusing multiple Features
,,0.54,6,436,Urban morphological feature extraction and multi-dimensional similarity analysis based on deep learning approaches
,,0.54,9,296,Learning geo-contextual embeddings for commuting flow prediction
,,0.54,6,271,Urban land use information retrieval based on scene classification of Google Street View images
,,0.53,4,19,Using convolutional networks and satellite imagery to identify patterns in urban environments at a large scale
,,0.53,9,511,Learning Semantic Relationships of Geographical Areas based on Trajectories
,,0.53,9,32,Beyond Word2vec: An approach for urban functional region extraction and identification by combining Place2vec and POIs
,,0.53,6,11,Measuring human perceptions of a large-scale urban region using machine learning
,,0.52,6,239,Deep CNN-based methods to evaluate neighborhood-scale urban valuation through street scenes perception
,,0.52,8,328,Online urban-waterlogging monitoring based on a recurrent neural network for classification of microblogging text
,,0.52,9,284,GCN2CDD: A Commercial District Discovery Framework via Embedding Space Clustering on Graph Convolution Networks
,,0.51,2,205,Attention based stack resnet for citywide traffic accident prediction
,,0.51,9,33,Urban human mobility data mining: An overview
,,0.51,2,352,Taxi Demand Prediction using an LSTM-Based Deep Sequence Model and Points of Interest
,,0.50,4,41,Building block level urban land-use information retrieval based on Google Street View images
,,0.50,-1,88,Understanding cities with machine eyes: A review of deep computer vision in urban analytics
,,0.50,9,520,Recognition of implicit geographic movement in text
,,0.49,7,597,The design of urban geographical information system for transportation
,,0.49,9,577,"1st Asia-Pacific Web and Web-Age Information Management Joint Conference on Web and Big Data, APWeb-WAIM 2017 held in Conjuction with the International Workshop on Mobile Web Data Analytics, MWDA 2017, International Workshop on Hot Topics in Big Spatial Data and Urban Computing, HotSpatial 2017, International Workshop on Graph Data Management and Analysis, GDMA 2017, 2nd International Workshop on Data Driven Crowdsourcing, DDC 2017, 2nd International Workshop on Spatio-temporal Data Management and Analytics, SDMA 2017 and International Workshop on Mobility Analytics from Spatial and Social Data, MASS 2017"
,,0.49,-1,217,Classification of urban scenes from georeferenced images in urban street-view context
,,0.49,2,339,EquiTensors: Learning Fair Integrations of Heterogeneous Urban Data
,,0.49,6,546,Variational beauty of space: Machine intuition and non-linear neural aggregations
,,0.49,6,309,Using Random Forests on Real-World City Data for Urban Planning in a Visual Semantic Decision Support System
,,0.48,9,227,The big picture of cities: Analysing Flickr photos of 222 cities worldwide
187,Kadaster knowledge graph: Beyond the fifth star of open data,0.6500,-1,44,Citizen-centered big data analysis-driven governance intelligence framework for smart cities
,,0.63,7,433,Nordic Cities Meet Artificial Intelligence
,,0.63,-1,250,A value of civic voices for smart city: A big data analysis of civic queries posed by Seoul citizens
,,0.62,-1,134,Transparency in practice: Using visualization to enhance the interpretability of open data
,,0.61,9,92,Cyber Cities: Social Media as a Tool for Understanding Cities
,,0.60,7,305,Participatory AI: Reducing AI bias and developing socially responsible AI in smart cities
,,0.60,-1,129,Artificial intelligence technologies and related urban planning and development concepts: How are they perceived and utilized in Australia?
,,0.59,8,164,Social media data analysis in urban e-planning
,,0.58,9,405,Urban computing and smart cities: Opportunities and challenges in modelling large-scale aggregated human behavior
,,0.58,-1,487,"AVI 2020 Workshop on Road Mapping Infrastructures for Artificial Intelligence Supporting Advanced Visual Big Data Analysis, AVI-BDA 2020 and 2nd Italian Workshop on Visualization and Visual Analytics, ITAVIS 2020"
,,0.58,-1,519,IFDaD 2020 - Proceedings of the 1st International Forum on Digital and Democracy. Towards A Sustainable Evolution 2020
,,0.57,8,248,A framework to simplify pre-processing location-based social media big data for sustainable urban planning and management
,,0.57,2,108,Strategway: Web solutions for building public transportation routes using big geodata analysis
,,0.57,8,208,Game-based crowdsourcing to support collaborative customization of the definition of sustainability
,,0.57,7,482,Introduction to Urban Computing
,,0.57,7,4,"On big data, artificial intelligence and smart cities"
,,0.57,8,140,How should urban planners be trained to handle big data?
,,0.56,8,344,Opportunities and challenges of geospatial analysis for promoting urban livability in the era of big data and machine learning
,,0.56,-1,585,"European Conference on Machine Learning and Knowledge Discovery in Databases, ECML PKDD 2016"
,,0.56,8,162,Analyzing Objective and Subjective Data in Social Sciences: Implications for Smart Cities
,,0.56,9,574,"Processing, mining and visualizing massive urban data"
,,0.56,7,337,A Review of AI for Urban Planning: Towards Building Sustainable Smart Cities
,,0.55,9,577,"1st Asia-Pacific Web and Web-Age Information Management Joint Conference on Web and Big Data, APWeb-WAIM 2017 held in Conjuction with the International Workshop on Mobile Web Data Analytics, MWDA 2017, International Workshop on Hot Topics in Big Spatial Data and Urban Computing, HotSpatial 2017, International Workshop on Graph Data Management and Analysis, GDMA 2017, 2nd International Workshop on Data Driven Crowdsourcing, DDC 2017, 2nd International Workshop on Spatio-temporal Data Management and Analytics, SDMA 2017 and International Workshop on Mobility Analytics from Spatial and Social Data, MASS 2017"
,,0.55,3,48,Can expert systems help with planning?
,,0.55,7,282,Towards the collaborative development of machine learning techniques in planning support systems – a Sydney example
,,0.55,7,94,Smart cities and a data-driven response to COVID-19
,,0.55,8,170,Automated classification of social network messages into Smart Cities dimensions
,,0.55,7,525,"5th EAI International Smart City 360 Summit, 2019"
,,0.55,8,312,An AI Approach to Collecting and Analyzing Human Interactions with Urban Environments
,,0.55,9,341,Applying machine learning and geolocation techniques to social media data (Twitter) to develop a resource for urban planning
338,Shanghai’s regenerated industrial waterfronts: Urban lab for sustainability transitions?,0.6500,7,377,The future city ecosystem
,,0.60,5,418,Geospatial simulation of urban neighbourhood densification potentials
,,0.60,7,231,City brains and smart urbanization: regulating ‘sharing economy’ innovation in China
,,0.59,7,515,Smart urban futures: Outlining the smart city planning project
,,0.58,-1,480,Measuring sustainability and urban data operationalization: An integrated computational framework to evaluate and interpret the performance of the urban form
,,0.58,7,466,Visual Analytics of Urban Informality and Infrastructure Planning with Tableau for Sustainable Urban Design Research Strategies in Lagos Metropolis
,,0.57,-1,10,"Urbanization impact on landscape patterns in Beijing City, China: A spatial heterogeneity perspective"
,,0.57,-1,345,"Exploring the dynamics of urban greenness space and their driving factors using geographically weighted regression: A case study in Wuhan Metropolis, China"
,,0.56,5,36,Mapping urban form and function at city block level using spatial metrics
,,0.56,5,432,Sustainable development scale of housing estates: An economic assessment using machine learning approach
,,0.55,3,218,Procedural lot generation for evolutionary urban layout optimization in urban regeneration decision support
,,0.55,7,357,Viewpoint: City Information Modelling (CIM) and Digitizing Urban Design Practices
,,0.55,5,588,Study on traditional architectural features of JIN-ai under the influence of silk road commerce
,,0.55,7,4,"On big data, artificial intelligence and smart cities"
,,0.55,7,354,Urban Experiment: Taking Off on the Wind of Al
,,0.54,5,254,Systematizing and upscaling urban climate change mitigation
,,0.54,5,98,Analysis on spatiotemporal changes of urban thermal landscape pattern in the context of urbanisation: A case study of Xiamen City
,,0.54,4,49,"The spatial characteristics and relationships between landscape pattern and ecosystem service value along an urban-rural gradient in Xi'an city, China"
,,0.54,5,456,Optimization of a novel urban growth simulation model integrating an artificial fish swarm algorithm and cellular automata for a smart city
,,0.54,5,467,Planning Support Systems for Long-Term Climate Resilience: A Critical Review
,,0.54,7,547,Space for urban innovation: A global approach to downstream sector
,,0.54,5,173,Investigation of the likelihood of green infrastructure (GI)enhancement along linear waterways or on derelict sites (DS)using machine learning
,,0.54,7,495,The City of the Future: The Urban (Un) Seen Connecting Citizens and Spaces via Community Sensing
,,0.54,6,470,Evolution of historical urban landscape with computer vision and machine learning: A case study of Berlin
,,0.54,7,489,"AI urbanism: a design framework for governance, program, and platform cognition"
,,0.54,4,431,"Identifying different types of urban land use dynamics using Point-of-interest (POI) and Random Forest algorithm: The case of Huizhou, China"
,,0.53,5,96,Predicting multiple land use transitions under rapid urbanization and implications for land management and urban planning: The case of Zhanggong District in central China
,,0.53,5,594,Research on application of intelligent computation - Based LUCC model in urbanization process
,,0.53,6,91,Daily accessed street greenery and housing price: Measuring economic performance of human-scale streetscapes via new urban data
,,0.53,5,160,"Machine learning-assisted evaluation of land use policies and plans in a rapidly urbanizing district in Chongqing, China"
266,Structural health monitoring installation scheme using utility computing model,0.6400,7,500,"Evaluation of Smart Infrastructure Systems and Novel UV-Oriented Solution for Integration, Resilience, Inclusiveness, and Sustainability"
,,0.61,0,229,Machine learning-based and 3d kinematic models for rockfall hazard assessment using LiDAR Data and GIS
,,0.60,0,121,Allocation of emergency response centres in response to pluvial flooding-prone demand points using integrated multiple layer perceptron and maximum coverage location problem models
,,0.59,7,563,"Proceedings of the 1st ACM SIGSPATIAL International Workshop on Advances in Resilient and Intelligent Cities, ARIC 2018"
,,0.58,7,289,Machine learning technologies for sustainability in smart cities in the post-covid era
,,0.57,7,261,Utilizing Big Data for Enhancing Passenger Safety in Railway Stations
,,0.57,9,574,"Processing, mining and visualizing massive urban data"
,,0.57,4,251,Remote measurement of building usable floor area – Algorithms fusion
,,0.56,-1,394,Analysis of relationship between road traffic noise and urban form indicators through machine learning method
,,0.56,0,6,Urban flood risk mapping using the GARP and QUEST models: A comparative study of machine learning techniques
,,0.56,4,411,Automated classification of building structures for urban built environment identification using machine learning
,,0.56,7,281,Research on urban anti-terrorism intelligence perception system from the perspective of Internet of things application
,,0.56,7,525,"5th EAI International Smart City 360 Summit, 2019"
,,0.55,4,223,Using GIS and machine learning to classify residential status of urban buildings in low and middle income settings
,,0.55,-1,516,Intelligent Unmanned Aerial Vehicle Technology in Urban Environments
,,0.55,0,325,"GIS-based comparative study of Bayes network, Hoeffding tree and logistic model tree for landslide susceptibility modeling"
,,0.55,7,524,"AI application on LID stormwater management and urban planning in Guam, USA, and Southern China, PRC"
,,0.54,-1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data
,,0.54,5,286,Thermal comfort prediction by applying supervised machine learning in green sidewalks of Tehran
,,0.53,3,558,Application of AI in urban design
,,0.53,5,253,"GIS-enabled digital twin system for sustainable evaluation of carbon emissions: A case study of Jeonju city, south Korea"
,,0.52,5,185,Building Energy Information: Demand and Consumption Prediction with Machine Learning Models for Sustainable and Smart Cities
,,0.52,0,396,Applicability of support vector machines in landslide susceptibility mapping
,,0.52,0,130,"Comparison of random forest model and frequency ratio model for landslide susceptibility mapping (LSM) in Yunyang county (Chongqing, China)"
,,0.52,-1,174,"Comparison of approaches for urban functional zones classification based on multi-source geospatial data: A case study in Yuzhong District, Chongqing, China"
,,0.52,-1,400,A comparison among various classification algorithms for travel mode detection using sensors' data collected by smartphones
,,0.52,-1,184,A machine learning-based classification system for urban built-up areas using multiple classifiers and data sources
,,0.52,6,390,Holistic visual data representation for built environment assessment
,,0.52,4,465,Using 3D Convolution and Multimodal Architecture For Earthquake Damage Detection Based on Satellite Imagery and Digital Urban Data
,,0.52,5,119,"A data-driven approach for multi-scale GIS-based building energy modeling for analysis, planning and support decision making"
552,Intelligence augmentation for urban warfare operation planning using deep reinforcement learning,0.6400,-1,403,A reasoning approach for modelling and predicting terroristic attacks in urban environments
,,0.61,2,483,AI and Deep Learning for Urban Computing
,,0.58,-1,320,Risk management systems must provide automatic decisions according to crisis computable algebras
,,0.57,-1,434,Neural Network Based Algorithm for Multi-UAV Coverage Path Planning
,,0.56,2,123,Smart mobile crowdsensing with urban vehicles: A deep reinforcement learning perspective
,,0.56,-1,34,Artificial intelligence technologies for robot assisted urban search and rescue
,,0.55,3,294,"Systematizing heterogeneous expert knowledge, scenarios and goals via a goal-reasoning artificial intelligence agent for democratic urban land use planning"
,,0.55,7,281,Research on urban anti-terrorism intelligence perception system from the perspective of Internet of things application
,,0.54,9,127,Using abstractions to solve opportunistic crime security games at scale
,,0.53,7,337,A Review of AI for Urban Planning: Towards Building Sustainable Smart Cities
,,0.53,3,48,Can expert systems help with planning?
,,0.53,3,23,Artificial intelligence solutions for urban land dynamics: A review
,,0.53,7,502,The art of learnin
,,0.53,4,481,Virtual design of urban planning based on GIS big data and machine learning
,,0.52,7,60,Hierarchical multi-agent control of traffic lights based on collective learning
,,0.52,4,21,Urban land use and land cover classification using remotely sensed sar data through deep belief networks
,,0.51,3,509,Urban Planning Reform Trend Based on Artificial Intelligence
,,0.51,7,582,Procedural urban environments for FPS games
,,0.51,-1,285,Planning the Future of Smart Cities with Swarms of Fully Autonomous Unmanned Aerial Vehicles Using a Novel Framework
,,0.50,7,210,Deep neural network dynamic traffic routing system for vehicles
,,0.50,7,498,An AI-based approach for arterial signal control in heterogeneous traffic
,,0.50,3,558,Application of AI in urban design
,,0.49,-1,415,Smart environment design planning for smart city based on deep learning
,,0.49,3,183,The promise of expert systems for urban planning
,,0.49,9,417,A data-driven agent-based simulation to predict crime patterns in an urban environment
,,0.49,5,50,Mining transition rules of cellular automata for simulating urban expansion by using the deep learning techniques
,,0.49,4,535,Urban Intelligent Navigator for Drone Using Convolutional Neural Network (CNN)
,,0.49,-1,88,Understanding cities with machine eyes: A review of deep computer vision in urban analytics
,,0.49,7,490,Evaluating the Performance of Reinforcement Learning Signalling Strategies for Sustainable Urban Road Networks
,,0.49,2,351,Development of people mass movement simulation framework based on reinforcement learning
573,"ESANN 2017 - Proceedings, 25th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning",0.6300,5,526,Characterizing air quality in urban areas with mobile measurement and high resolution open spatial data: Comparison of different machine-learning approaches using a visual interface
,,0.61,2,483,AI and Deep Learning for Urban Computing
,,0.61,7,289,Machine learning technologies for sustainability in smart cities in the post-covid era
,,0.61,7,545,Internet of things and statistical analysis
,,0.60,5,138,Machine learning for geographically differentiated climate change mitigation in urban areas
,,0.60,5,527,Mining and Analysis of Air Quality Data to Aid Climate Change
,,0.59,-1,585,"European Conference on Machine Learning and Knowledge Discovery in Databases, ECML PKDD 2016"
,,0.59,-1,46,Forecasting smog-related health hazard based on social media and physical sensor
,,0.59,9,491,Predicting and mapping neighborhood-scale health outcomes: A machine learning approach
,,0.59,-1,463,Machine Learning Predictors for Sustainable Urban Planning
,,0.58,9,587,2nd International Workshop on Mining Urban Data (Preface)
,,0.58,-1,415,Smart environment design planning for smart city based on deep learning
,,0.57,5,420,Meta-regression framework for energy consumption prediction in a smart city: A case study of Songdo in South Korea
,,0.57,5,452,Review of machine learning techniques for mosquito control in urban environments
,,0.57,2,339,EquiTensors: Learning Fair Integrations of Heterogeneous Urban Data
,,0.57,5,446,Investigation of urban climates and built environment relations by using machine learning
,,0.57,5,522,A Machine Learning-Based Method for Predicting Urban Land Use
,,0.57,9,33,Urban human mobility data mining: An overview
,,0.56,0,475,Development of a novel hybrid multi-boosting neural network model for spatial prediction of urban flood
,,0.56,6,79,Machine learning approaches to understand the influence of urban environments on human's physiological response
,,0.55,5,425,Demystifying uncertainty in PM10 susceptibility mapping using variable drop-off in extreme-gradient boosting (XGB) and random forest (RF) algorithms
,,0.55,9,270,Cell-to-cell activity prediction for smart cities
,,0.55,-1,184,A machine learning-based classification system for urban built-up areas using multiple classifiers and data sources
,,0.55,-1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data
,,0.55,9,507,A deep learning approach to urban street functionality prediction based on centrality measures and stacked denoising autoencoder
,,0.55,6,11,Measuring human perceptions of a large-scale urban region using machine learning
,,0.54,6,390,Holistic visual data representation for built environment assessment
,,0.54,7,219,Effective task scheduling algorithm with deep learning for Internet of Health Things (IoHT) in sustainable smart cities
,,0.54,4,21,Urban land use and land cover classification using remotely sensed sar data through deep belief networks
,,0.54,-1,174,"Comparison of approaches for urban functional zones classification based on multi-source geospatial data: A case study in Yuzhong District, Chongqing, China"
320,Risk management systems must provide automatic decisions according to crisis computable algebras,0.6200,-1,403,A reasoning approach for modelling and predicting terroristic attacks in urban environments
,,0.59,-1,34,Artificial intelligence technologies for robot assisted urban search and rescue
,,0.59,-1,285,Planning the Future of Smart Cities with Swarms of Fully Autonomous Unmanned Aerial Vehicles Using a Novel Framework
,,0.58,-1,552,Intelligence augmentation for urban warfare operation planning using deep reinforcement learning
,,0.57,-1,516,Intelligent Unmanned Aerial Vehicle Technology in Urban Environments
,,0.55,3,322,Knowledge and reasoning in development control and urban design: an expert systems approach
,,0.55,3,183,The promise of expert systems for urban planning
,,0.54,-1,434,Neural Network Based Algorithm for Multi-UAV Coverage Path Planning
,,0.52,7,281,Research on urban anti-terrorism intelligence perception system from the perspective of Internet of things application
,,0.50,3,48,Can expert systems help with planning?
,,0.49,7,500,"Evaluation of Smart Infrastructure Systems and Novel UV-Oriented Solution for Integration, Resilience, Inclusiveness, and Sustainability"
,,0.48,3,596,A knowledge-based creation of mathematical programming for GIS problem solving
,,0.46,3,294,"Systematizing heterogeneous expert knowledge, scenarios and goals via a goal-reasoning artificial intelligence agent for democratic urban land use planning"
,,0.46,3,23,Artificial intelligence solutions for urban land dynamics: A review
,,0.46,7,478,Methods and Guidelines for Incorporating Human Factors Requirements in Automated Vehicles Development
,,0.46,7,337,A Review of AI for Urban Planning: Towards Building Sustainable Smart Cities
,,0.45,7,275,Modelling space perception in urban planning: A cognitive Ai-based approach
,,0.45,3,558,Application of AI in urban design
,,0.45,3,306,Comparative review of methods supporting decision-making in urban development and land management
,,0.45,7,592,Understanding townscapes through AI approaches to the study of human living in space
,,0.45,3,244,Selecting artificial intelligence urban models using waves of complexity
,,0.45,7,230,Drone Futures: UAS in landscape and urban design
,,0.44,-1,426,Intelligent control systems in urban planning conflicts: Social media users’ perception
