cluster,min_cluster_size,min_samples,epsilon,total_groups,outlier_count,outlier_key_phrase,group_0_count,group_0_key_phrase,group_1_count,group_1_key_phrase
#0,8,20,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,9,None,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,9,1,0.0,3,16,"rockfall hazard assessment, support vector machine, comprehensive rockfall hazard, landslide data, rockfall hazard, SVMs algorithm, support vector, SVMs model, wildfire burnt area, rockfall kinematic model, rockfall probability, location problem model, location allocation model, landslide inventory, burnt catchment, frequent natural disaster",18.0,"flooding prediction, flood risk mapping, flood hazard determination, pluvial flooding prediction, flood risk map, urban flood susceptibility, urban flood risk, flood vulnerability map, flood susceptibility mapping, flood susceptibility map, urban pluvial flooding, urban pluvial flood, flood susceptibility, realistic flood susceptibility, flood occurrence, pluvial flood event, pluvial flood vulnerability, flood vulnerability",21.0,"landslide susceptibility mapping, landslide susceptibility model, landslide susceptibility assessment, landslide susceptibility prediction, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, landslide susceptibility map, landslide susceptibility modeling, landslide risk management, landslide susceptibility simulation, landslide susceptibility, potential landslide runout, potential landslide, landslide risk, high landslide risk, landslide susceptibility zone, landslide prevention, landslide worldwide, landslide, historical landslide"
#0,9,2,0.0,3,16,"rockfall hazard assessment, support vector machine, comprehensive rockfall hazard, landslide data, rockfall hazard, SVMs algorithm, support vector, SVMs model, wildfire burnt area, rockfall kinematic model, rockfall probability, location problem model, location allocation model, landslide inventory, burnt catchment, frequent natural disaster",18.0,"flooding prediction, flood risk mapping, flood hazard determination, pluvial flooding prediction, flood risk map, urban flood susceptibility, urban flood risk, flood vulnerability map, flood susceptibility mapping, flood susceptibility map, urban pluvial flooding, urban pluvial flood, flood susceptibility, realistic flood susceptibility, flood occurrence, pluvial flood event, pluvial flood vulnerability, flood vulnerability",21.0,"landslide susceptibility mapping, landslide susceptibility model, landslide susceptibility assessment, landslide susceptibility prediction, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, landslide susceptibility map, landslide susceptibility modeling, landslide risk management, landslide susceptibility simulation, landslide susceptibility, potential landslide runout, potential landslide, landslide risk, high landslide risk, landslide susceptibility zone, landslide prevention, landslide worldwide, landslide, historical landslide"
#0,9,3,0.0,3,17,"flooding prediction, rockfall hazard assessment, support vector machine, comprehensive rockfall hazard, landslide data, rockfall hazard, SVMs algorithm, support vector, SVMs model, wildfire burnt area, rockfall kinematic model, rockfall probability, location problem model, location allocation model, landslide inventory, burnt catchment, frequent natural disaster",17.0,"flood risk mapping, flood hazard determination, pluvial flooding prediction, flood risk map, urban flood susceptibility, urban flood risk, flood vulnerability map, flood susceptibility mapping, flood susceptibility map, urban pluvial flooding, urban pluvial flood, flood susceptibility, realistic flood susceptibility, flood occurrence, pluvial flood event, pluvial flood vulnerability, flood vulnerability",21.0,"landslide susceptibility mapping, landslide susceptibility model, landslide susceptibility assessment, landslide susceptibility prediction, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, landslide susceptibility map, landslide susceptibility modeling, landslide risk management, landslide susceptibility simulation, landslide susceptibility, potential landslide runout, potential landslide, landslide risk, high landslide risk, landslide susceptibility zone, landslide prevention, landslide worldwide, landslide, historical landslide"
#0,9,4,0.0,3,18,"flooding prediction, flood hazard determination, rockfall hazard assessment, support vector machine, comprehensive rockfall hazard, landslide data, rockfall hazard, SVMs algorithm, support vector, SVMs model, wildfire burnt area, rockfall kinematic model, rockfall probability, location problem model, location allocation model, landslide inventory, burnt catchment, frequent natural disaster",16.0,"flood risk mapping, pluvial flooding prediction, flood risk map, urban flood susceptibility, urban flood risk, flood vulnerability map, flood susceptibility mapping, flood susceptibility map, urban pluvial flooding, urban pluvial flood, flood susceptibility, realistic flood susceptibility, flood occurrence, pluvial flood event, pluvial flood vulnerability, flood vulnerability",21.0,"landslide susceptibility mapping, landslide susceptibility model, landslide susceptibility assessment, landslide susceptibility prediction, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, landslide susceptibility map, landslide susceptibility modeling, landslide risk management, landslide susceptibility simulation, landslide susceptibility, potential landslide runout, potential landslide, landslide risk, high landslide risk, landslide susceptibility zone, landslide prevention, landslide worldwide, landslide, historical landslide"
#0,9,5,0.0,3,24,"flooding prediction, flood hazard determination, pluvial flooding prediction, rockfall hazard assessment, support vector machine, comprehensive rockfall hazard, urban pluvial flooding, landslide data, rockfall hazard, SVMs algorithm, support vector, flood occurrence, SVMs model, wildfire burnt area, rockfall kinematic model, rockfall probability, location problem model, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",13.0,"flood risk mapping, flood risk map, urban flood susceptibility, urban flood risk, flood vulnerability map, flood susceptibility mapping, flood susceptibility map, urban pluvial flood, flood susceptibility, realistic flood susceptibility, pluvial flood event, pluvial flood vulnerability, flood vulnerability",18.0,"landslide susceptibility mapping, landslide susceptibility model, landslide susceptibility assessment, landslide susceptibility prediction, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, landslide susceptibility map, landslide susceptibility modeling, landslide risk management, landslide susceptibility simulation, landslide susceptibility, potential landslide runout, potential landslide, landslide risk, high landslide risk, landslide susceptibility zone, landslide prevention"
#0,9,6,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,9,7,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,9,8,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,9,9,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,9,10,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,9,11,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,9,12,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,9,13,0.0,3,20,"pluvial flooding prediction, rockfall hazard assessment, support vector machine, comprehensive rockfall hazard, flood susceptibility map, urban pluvial flooding, urban pluvial flood, rockfall hazard, SVMs algorithm, support vector, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, location problem model, location allocation model, burnt catchment, landslide, frequent natural disaster",11.0,"flood risk mapping, flood hazard determination, flood risk map, urban flood susceptibility, urban flood risk, flood vulnerability map, flood susceptibility, realistic flood susceptibility, flood occurrence, pluvial flood vulnerability, flood vulnerability",24.0,"flooding prediction, landslide susceptibility mapping, landslide susceptibility model, landslide susceptibility assessment, landslide susceptibility prediction, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, landslide susceptibility map, landslide susceptibility modeling, landslide risk management, landslide susceptibility simulation, landslide susceptibility, potential landslide runout, flood susceptibility mapping, potential landslide, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, landslide worldwide, landslide inventory, historical landslide"
#0,9,14,0.0,3,22,"pluvial flooding prediction, rockfall hazard assessment, support vector machine, flood susceptibility mapping, comprehensive rockfall hazard, urban pluvial flooding, urban pluvial flood, rockfall hazard, SVMs algorithm, support vector, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, location problem model, location allocation model, landslide worldwide, burnt catchment, landslide, frequent natural disaster, historical landslide",12.0,"flooding prediction, flood risk mapping, flood hazard determination, flood risk map, urban flood susceptibility, urban flood risk, flood vulnerability map, flood susceptibility, realistic flood susceptibility, flood occurrence, pluvial flood vulnerability, flood vulnerability",21.0,"landslide susceptibility mapping, landslide susceptibility model, landslide susceptibility assessment, landslide susceptibility prediction, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, landslide susceptibility map, landslide susceptibility modeling, landslide risk management, landslide susceptibility simulation, landslide susceptibility, potential landslide runout, flood susceptibility map, potential landslide, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, landslide inventory"
#0,9,15,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,9,16,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,9,17,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,9,18,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,9,19,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,9,20,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,10,None,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,10,1,0.0,3,16,"rockfall hazard assessment, support vector machine, comprehensive rockfall hazard, landslide data, rockfall hazard, SVMs algorithm, support vector, SVMs model, wildfire burnt area, rockfall kinematic model, rockfall probability, location problem model, location allocation model, landslide inventory, burnt catchment, frequent natural disaster",18.0,"flooding prediction, flood risk mapping, flood hazard determination, pluvial flooding prediction, flood risk map, urban flood susceptibility, urban flood risk, flood vulnerability map, flood susceptibility mapping, flood susceptibility map, urban pluvial flooding, urban pluvial flood, flood susceptibility, realistic flood susceptibility, flood occurrence, pluvial flood event, pluvial flood vulnerability, flood vulnerability",21.0,"landslide susceptibility mapping, landslide susceptibility model, landslide susceptibility assessment, landslide susceptibility prediction, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, landslide susceptibility map, landslide susceptibility modeling, landslide risk management, landslide susceptibility simulation, landslide susceptibility, potential landslide runout, potential landslide, landslide risk, high landslide risk, landslide susceptibility zone, landslide prevention, landslide worldwide, landslide, historical landslide"
#0,10,2,0.0,3,16,"rockfall hazard assessment, support vector machine, comprehensive rockfall hazard, landslide data, rockfall hazard, SVMs algorithm, support vector, SVMs model, wildfire burnt area, rockfall kinematic model, rockfall probability, location problem model, location allocation model, landslide inventory, burnt catchment, frequent natural disaster",18.0,"flooding prediction, flood risk mapping, flood hazard determination, pluvial flooding prediction, flood risk map, urban flood susceptibility, urban flood risk, flood vulnerability map, flood susceptibility mapping, flood susceptibility map, urban pluvial flooding, urban pluvial flood, flood susceptibility, realistic flood susceptibility, flood occurrence, pluvial flood event, pluvial flood vulnerability, flood vulnerability",21.0,"landslide susceptibility mapping, landslide susceptibility model, landslide susceptibility assessment, landslide susceptibility prediction, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, landslide susceptibility map, landslide susceptibility modeling, landslide risk management, landslide susceptibility simulation, landslide susceptibility, potential landslide runout, potential landslide, landslide risk, high landslide risk, landslide susceptibility zone, landslide prevention, landslide worldwide, landslide, historical landslide"
#0,10,3,0.0,3,17,"flooding prediction, rockfall hazard assessment, support vector machine, comprehensive rockfall hazard, landslide data, rockfall hazard, SVMs algorithm, support vector, SVMs model, wildfire burnt area, rockfall kinematic model, rockfall probability, location problem model, location allocation model, landslide inventory, burnt catchment, frequent natural disaster",17.0,"flood risk mapping, flood hazard determination, pluvial flooding prediction, flood risk map, urban flood susceptibility, urban flood risk, flood vulnerability map, flood susceptibility mapping, flood susceptibility map, urban pluvial flooding, urban pluvial flood, flood susceptibility, realistic flood susceptibility, flood occurrence, pluvial flood event, pluvial flood vulnerability, flood vulnerability",21.0,"landslide susceptibility mapping, landslide susceptibility model, landslide susceptibility assessment, landslide susceptibility prediction, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, landslide susceptibility map, landslide susceptibility modeling, landslide risk management, landslide susceptibility simulation, landslide susceptibility, potential landslide runout, potential landslide, landslide risk, high landslide risk, landslide susceptibility zone, landslide prevention, landslide worldwide, landslide, historical landslide"
#0,10,4,0.0,3,18,"flooding prediction, flood hazard determination, rockfall hazard assessment, support vector machine, comprehensive rockfall hazard, landslide data, rockfall hazard, SVMs algorithm, support vector, SVMs model, wildfire burnt area, rockfall kinematic model, rockfall probability, location problem model, location allocation model, landslide inventory, burnt catchment, frequent natural disaster",16.0,"flood risk mapping, pluvial flooding prediction, flood risk map, urban flood susceptibility, urban flood risk, flood vulnerability map, flood susceptibility mapping, flood susceptibility map, urban pluvial flooding, urban pluvial flood, flood susceptibility, realistic flood susceptibility, flood occurrence, pluvial flood event, pluvial flood vulnerability, flood vulnerability",21.0,"landslide susceptibility mapping, landslide susceptibility model, landslide susceptibility assessment, landslide susceptibility prediction, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, landslide susceptibility map, landslide susceptibility modeling, landslide risk management, landslide susceptibility simulation, landslide susceptibility, potential landslide runout, potential landslide, landslide risk, high landslide risk, landslide susceptibility zone, landslide prevention, landslide worldwide, landslide, historical landslide"
#0,10,5,0.0,3,24,"flooding prediction, flood hazard determination, pluvial flooding prediction, rockfall hazard assessment, support vector machine, comprehensive rockfall hazard, urban pluvial flooding, landslide data, rockfall hazard, SVMs algorithm, support vector, flood occurrence, SVMs model, wildfire burnt area, rockfall kinematic model, rockfall probability, location problem model, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",13.0,"flood risk mapping, flood risk map, urban flood susceptibility, urban flood risk, flood vulnerability map, flood susceptibility mapping, flood susceptibility map, urban pluvial flood, flood susceptibility, realistic flood susceptibility, pluvial flood event, pluvial flood vulnerability, flood vulnerability",18.0,"landslide susceptibility mapping, landslide susceptibility model, landslide susceptibility assessment, landslide susceptibility prediction, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, landslide susceptibility map, landslide susceptibility modeling, landslide risk management, landslide susceptibility simulation, landslide susceptibility, potential landslide runout, potential landslide, landslide risk, high landslide risk, landslide susceptibility zone, landslide prevention"
