cluster,min_samples,min_cluster_size,epsilon,total_groups,outlier_count,outlier_key_phrase,group_0_count,group_0_key_phrase,group_1_count,group_1_key_phrase,group_2_count,group_2_key_phrase,group_3_count,group_3_key_phrase
#8,8,11,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,8,12,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,8,13,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,8,14,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,8,15,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,8,20,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,8,25,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,8,30,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,9,5,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,9,6,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,9,7,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,9,8,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,9,9,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,9,10,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,9,11,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,9,12,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,9,13,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,9,14,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,9,15,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,9,20,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,9,25,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,9,30,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,10,5,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,10,6,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,10,7,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,10,8,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,10,9,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,10,10,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,10,11,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,10,12,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
#8,10,13,0.0,1,70,"urban data science, personality classification method, urban informatics, personality classification task, urban analytics, urban analysis, understand urban dynamic, player personality behavior, Urban planning, personality classification, Urban planning student, Social medium data, player personality, Predictive analytics, AI data collection, urban planner, unstructured community input, proactive property vacancy, prevent vacant property, property vacancy policy, participatory urban planning, big data, data mining technique, personality behavior, collaborative chat, planning education, possible personality class, urban waterlogging, property vacancy, urban environment, natural language processing, AI data, urban flood, Smart City dimension, data mining, computational linguistics, subjective data, crowdsourcing, recurrent neural network, microblogging data, collaborative city planning, urban flood disaster, Computational social medium, interactive data, data collection, collaborative city, machine learning, international development, data science technique, natural language, sustainable urban planning, big data mining, urban green space, unstructured community, novel computational linguistics, classifier, Positive deviance, data science, data, positive deviance face, city service dimension, city structure, social network message, urban data, development impact, urban dynamic, unstructured data, online educational game, medium big data, data analysis",,,,,,,,
