Cluster,DocId,Text,x,y
13,470,approach for urbanization growth by using remote sensing and gis techniques a case study in hilla city babylon governorate iraq high rate of urbanization coupled with population growth has led to unexpected land use and land cover changes in hilla city which is located in the babylon governorate of iraq understanding and quantifying the spatiotemporal dynamics of the urban land use and land cover changes as well as the driving factors behind them are therefore vital in order to design appropriate policies and monitoring mechanisms to govern urban growth this study analyzes land use and land cover changes over hilla city through remote sensing and gis geographical information system techniques ikonos satellite imagery from years and was collected and using envi and arcgis which then goes through an supervised image classification stage to generate land use and land cover maps the classification is performed using the statistical machine learning algorithm svm support vector machine the confusion matrix and kappa coefficients are used to evaluate the overall accuracy of the results the statistical results obtained enable assessment of class changes from years to and also identify the gain and loss of the areas in relation to other land cover classes the results also allow assessment of the spatial trend of these areas ultimately forecasts can be made to predict expected future class changes in and generally the results of this study show increased expansions of areas from in to in and up to in all this was at the expense of bare land areas simultaneously there was an increased expansion of land area specifically from in to in and in the spatial trend also shows that the growth of areas is focused in the southwestern part of hilla city in all we foresee that the findings of this study can provide a good visual resource for to perform more efficient urban planning,8.5,1.26
2,471,mapping essential urban land use categories euluc using geospatial big data progress challenges and opportunities urban land use information that reflects functions and human activities is critically essential for urban planning landscape design environmental management health promotion and biodiversity conservation maps outlining the distribution pattern and composition of essential urban land use categories euluc have facilitated a wide spectrum of applications and further triggered new opportunities in urban studies new and improved earth observations algorithms and advanced products for extracting thematic urban information in association with emerging social sensing big data and auxiliary crowdsourcing datasets all together offer great potentials to mapping euluc from regional to global scales here we review the advances of euluc mapping research and practices in terms of their data methods and applications based on the historical retrospect we summarize the challenges and limitations of current euluc studies regarding sample collection mixed land use problem data and model generalization and mapping efforts finally we propose and discuss future opportunities including mapping optimal integration of features global sample libraries from crowdsourcing approaches advanced machine learning and ensembled classification strategy open portals for data visualization and sharing mapping of euluc change and implications in urban environmental studies to facilitate euluc mapping research published by taylor francis group and science press on behalf of the international society for digital earth supported by the casearth strategic priority research programme,7.8,0.83
4,472,frontier topics in italian regional science in its forties the increasing role of heterogeneity in theory policy and planning this paper introduces the second volume of the special issue edited to celebrate the anniversary of aisre it presents different contributions ranging from the analysis of knowledge spillovers the use of microdata in the spatial context the application of machine learning tools for regional policy evaluation studies the assessment of smart specialization and inner area strategies the role of the evolutionary approach in regional planning and that of urban planning instruments in land rent measurement the common denominator of the different essays may be found in the increasing diffusion of approaches dealing with heterogeneity of firms geographical spaces and territories in modern regional science,6.74,1.8
4,473,analysis of areas of small polish cities with the use of deep learning and geographically weighted regression small cities are an important part of the settlement system a link between rural areas and large cities although they perform important functions research focuses on large cities and metropolises while marginalizing small cities the study of which is of great importance to progress in social sciences geography and urban planning the main goal of this paper was to verify the impact of selected factors on the share of areas in small polish cities in data from the database of topographic objects bdot satellite imagery from and and local data bank by statistics poland form were used in the research a machine learning segmentation procedure was used to obtain the data on the occurrence of areas hot spot gi analysis and geographically weighted regression gwr was applied to explain spatially varying impact of factors related to population spatial and economic development and living standards on the share of areas in the area of small cities significant association was found between the population density and the share of areas in the area of the cities studied the influence of the other factors examined related to the spatial and economic development of the cities and the quality of life of the inhabitants showed great regional variation the results also indicated that the share of areas in the area of the cities under study is a result of the conditions under which they were established and developed throughout their existence and not only of the factors affecting them at present,7.27,1.48
9,474,development of a novel hybrid neural network model for spatial prediction of urban flood in this study a new hybridized machine learning algorithm for urban flood susceptibility mapping named was developed using a technique and mlpnn the model was tested in amol city iran a city in an ungauged area which is prone to severe flood inundation events and currently lacks flood prevention infrastructure performance of the hybridized model was compared with that of a standalone mlpnn model random forest and boosted regression trees area under the curve efficiency true skill statistic matthews correlation coefficient misclassification rate sensitivity and specificity were used to evaluate model performance in validation the model showed the best predictive performance the hybridized model is thus useful for generating realistic flood susceptibility maps for urban areas the maps can be used to develop measures to protect urban areas from devastating floods particularly where available data are insufficient to support physically based hydrological or hydraulic models published by informa uk limited trading as taylor francis group,8.61,2.03
14,475,towards participatory design of city soundscapes sonic environments of urban areas are an integral part of the quality of our everyday living in cities due to the individual nature of the sonic experience collecting and analyzing such experiences needs methods for gathering accurate and useful data about them this paper describes how to incorporate the concept of soundscape into city planning processes to achieve this we propose creating participatory methods for gathering data from the citizens so that the data would be useful and relevant for the city planning professionals since the participatory planning process aims at in evolving the citizens we suggest methods that utilize crowdsourcing mobile technology and machine learning for presenting workshopping and designing soundscapes in the city context,5.91,0.91
7,476,deepcrowd a deep model for citywide crowd density and flow prediction predicting the density and flow of the crowd or traffic at a citywide level becomes possible by using the big data and ai technologies it has been a very significant research topic with high social impact which can be widely applied to emergency management traffic regulation and urban planning in particular by meshing a large urban area to a number of citywide crowd and traffic information in a continuous time period can be represented with tensor timestep height width channel based on this idea a series of methods have been proposed to address prediction for citywide crowd and traffic in this study we revisit the density and flow prediction problem and publish a new aggregated human mobility dataset generated from a smartphone application comparing with the existing ones our dataset holds several advantages including large number mesh size and high user sample towards this crowd dataset we propose a novel deep learning model called deepcrowd by designing pyramid architectures and attention mechanism based on convolutional lstm lastly thorough and comprehensive performance evaluations are conducted to demonstrate the superiority of the proposed deepcrowd comparing to multiple methods ieee,3.44,3.68
1,477,methods and guidelines for incorporating human factors requirements in automated vehicles development automated vehicles av are transforming the future of the transportation and improving the quality of life however due to their societal impact in urban environments av development challenges the current development process particularly it is unclear how human factors requirements can be communicated to developers of av it is quite challenging especially in agile development where the focus is on continuous deployment and rapid release cycles with short due to the importance of human factors and its impact on trust acceptance and safety of av in urban environments my work aims at providing a suitable requirements engineering perspective and method,5.43,4.29
5,478,estimating the influence of building and urban form on the thermal loads of urban dwellings in the mediterranean climate using machine learning the paper presents a novel method of generating metamodels that can quantify the influence of urban form on the heating and cooling loads of dwellings for the mediterranean climate the goal of the metamodels is to inform the early urban design process with quick and accurate feedback on the energy demand of a given urban configuration the proposed method generates training datasets through monte carlo dynamic energy simulations of a single thermal zone the study focuses on the geometrical parameters that affect building energy balance at the urban scale such as dwelling shape compactness adjacencies and shading utilizing a set of morphological indicators to relate these parameters to heating and cooling loads the study focuses on the mediterranean climate of thessaloniki greece and utilizes several tools ladybug tools energyplus and under a streamlined workflow the metamodels which are trained using the random forest algorithm are then validated on urban sites of thessaloniki with a reported mean average percentage error mape of and for heating and cooling loads respectively,8.91,3.75
8,479,measuring sustainability and urban data operationalization an integrated computational framework to evaluate and interpret the performance of the urban form with rapid urbanization the necessity for sustainable development has skyrocketed and sustainable urban development is a must recent advances in computing performance of urban layouts in allow for new paradigms of design as beneficial as utilizing multiple layers of urban data may be it can also create a challenge in interpreting and operationalizing data this paper presents an integrated computational framework to measure sustainability operationalize and interpret the urban form performance data using generative design methods novel performance simulations and machine learning predictions the performance data is clustered into three pillars of sustainability social environmental and economical and it is followed with the performance space exploration which assists in extracting knowledge and actionable rules of thumb a significant advantage of the framework is that it can be used as a discussion table in participatory planning processes since it could be easily adapted to interactive environments,7.24,3.56
2,480,virtual design of urban planning based on gis big data and machine learning in order to build a virtual urban planning model and improve the effect of urban planning this paper builds a virtual urban planning design model based on gis big data technology and machine learning algorithms and proposes a solution that combines multiple features with the development of polarized sar in the direction of high resolution a single feature often can not fully express the detailed information of ground objects resulting in poor classification results and low accuracy the combination of multiple features can express feature information well in addition this paper uses the elm method to plan sar ground object classification uses an extreme learning machine classification algorithm with fast learning speed and good classification effect and uses elm as a classifier finally this paper designs experiments to explore the performance of the model constructed in this paper from two aspects detection accuracy and planning score the research results show that the model constructed in this paper meets the expected goals,8.3,0.08
1,481,introduction to urban computing this chapter overviews part v of this book themed urban computing this part of the book covers the topics of visual analytics cloud edge and mobile computing data mining and knowledge discovery ai and deep learning for urban computing and a range of mainstream urban models and simulation methods it provides a systematic review of computing technologies for urban governance and urban services together with the examples of their usage in the context of urban computing,5.01,3.6
1,482,ai and deep learning for urban computing in the big data era with the large volume of available data collected by various sensors deployed in urban areas and the recent advances in ai techniques urban computing has become increasingly important to facilitate the improvement of people s lives city operation systems and the environment in this chapter we introduce the challenges methodologies and applications of ai techniques for urban computing we first introduce the background followed by listing key challenges from the perspective of computer science when ai techniques are applied then we briefly introduce the ai techniques that are widely used in urban computing including supervised learning learning unsupervised learning matrix factorization graphic models deep learning and reinforcement learning with the recent advances of techniques models such as cnn and rnn have shown significant performance gains in many applications thus we briefly introduce the models that are widely used in various tasks finally we discuss the applications of urban computing including urban planning urban transportation social networks lbsns urban safety and security and monitoring for each application we summarize major research challenges and review previous work that uses ai techniques to address them,4.52,3.77
12,483,modeling urban futures scenarios of climate change and vulnerability in cities cities are complex systems where social ecological and technological processes are deeply coupled this coupling complicates urban planning and land use development as changing one facet of the urban fabric will likely impact the others as cities grapple with climate change there is a growing need to envision urban futures that not only address more frequent and intense severe weather events but also improve livability here we examine climate risks as functions of the local land use with numerical models these models leverage a wide array of data sources from satellite imagery to tax assessments and land cover we then present a cellular automata approach to combine historical land use change with local coproduced urban future scenarios the cellular automata model uses historical and ancillary data like existing road systems and natural features to develop a set of probabilistic land use change rules which are then modified according to stakeholder priorities the resulting land use scenarios are evaluated against historical flood hazards showcasing how they perform against stakeholder expectations our work shows that coproduced scenarios when grounded with historical and emerging data can provide paths that increase resilience to weather hazards as well as enhancing ecosystem services provided to citizens,7.98,2.81
12,484,analyzing the spatiotemporal uncertainty in urbanization predictions with the availability of computational resources geographical information systems and remote sensing data urban growth modeling has become a viable tool for predicting urbanization of cities and towns regions and nations around the world this information allows policy makers urban planners environmental and civil organizations to make investments design infrastructure extend public utility networks plan housing solutions and mitigate adverse environmental impacts despite its importance urban growth models often discard the spatiotemporal uncertainties in their prediction estimates in this paper we analyzed the uncertainty in the urban land predictions by comparing the outcomes of two different growth models one based on a widely applied cellular automata model known as the sleuth ca and the other one based on a previously published machine learning framework we selected these two models because they are complementary the first is based on human knowledge and and understandable policies while the second is more and might be less influenced by any a priori knowledge or bias to test our methodology we chose the cities of jiaxing and lishui in china because they are representative of new town planning policies and have different characteristics in terms of land extension geographical conditions growth rates and economic drivers we focused on the spatiotemporal uncertainty understood as the inherent doubt in the predictions of where and when will a piece of land become urban using the concepts of certainty area in space and certainty area in time the proposed analyses in this paper aim to contribute to better urban planning exercises and they can be extended to other cities worldwide,7.7,2.51
0,485,enhanced semantic segmentation of uav aerial videos by embedding temporal information semantic segmentation of aerial videos has been extensively used for decision making in monitoring environmental changes urban planning and disaster management the reliability of these decision support systems is dependent on the accuracy of the video semantic segmentation algorithms the existing video semantic segmentation methods have enhanced the image semantic segmentation methods by incorporating an additional module such as lstm or optical flow for computing temporal dynamics of the video which is a computational overhead the proposed research work modifies the cnn architecture by incorporating temporal information to improve the efficiency of video semantic segmentation in this work an enhanced based cnn architecture is proposed for unmanned aerial vehicle uav video semantic segmentation the encoder of the proposed architecture embeds temporal information for temporally consistent labeling the decoder is enhanced by introducing the module which aids in accurate localization of the class labels the proposed architecture for uav video semantic segmentation is quantitatively evaluated on extended manipaluavid dataset the performance metric mean intersection over union of has been observed which is significantly greater than the other algorithms further the proposed work produced promising results even for the pretrained model of on urban street scene by fine tuning the final layer on uav aerial videos,8.48,-0.9
11,486,avi workshop on road mapping infrastructures for artificial intelligence supporting advanced visual big data analysis and italian workshop on visualization and visual analytics itavis the proceedings contain papers the special focus in this conference is on road mapping infrastructures for artificial intelligence supporting advanced visual big data analysis the topics include an experience on cooperative development of interactive visualizations for the analysis of urban data explaining ai through critical reflection artifacts on the role of communication design within xai information visualization and visual analytics at ivu lab visual analytics for financial crime detection at the university of perugia a visual analytics technique to compare the performance of predictive models affective analytics and visualization for ensemble stock market forecasting understanding the role of advanced machine learning in metagenomic workflows intelligent advanced user interfaces for monitoring mental health wellbeing towards explainable artificial intelligence and explanation user interfaces to open the black box of automated ecg interpretation recognition and visualization of facial expression and emotion in healthcare machine learning in healthcare breast cancer and diabetes cases qualitative evaluation of an big data analysis and visualization reference model,5.25,3.2
2,487,estimating parameters via machine learning methods using nighttime light remotely sensed images at multiple scales of china in mapping indicators with a raster format is still a great challenge the nighttime light ntl datasets have been widely utilized to estimate the parameters however the precision of the published datasets was too coarse to meet related issues such as flood losses assessment urban planning and epidemiological studies the present study calibrated gross domestic product gdp population pop electric consumption ec and urban area at m resolution for cities of china in using ntl datasets via random forest rf as well as geographically weighted regression gwr model the linear regression lr back propagation neural network bpnn and support vector machine svm methods were selected for comparison with gwr and rf models besides the suomi national infrared imaging radiometer suite was chosen for comparison with the cv has been used for evaluating accuracy at county and city scales finally the distribution maps of parameters were illustrated and some findings were obtained first the validation results revealed that the calibration at the outperformed the county or district scale second the precision of the ntl dataset surpassed the ntl dataset on the same administrative scale except for some specific situations third the precision of the simulation for the gross domestic product gdp is the highest than the others followed by electric consumption ec area and population pop fourth the optimum model varied according to the parameters fifth the distribution of parameters exhibited obvious spatial heterogeneity this paper can supply scientific support for calibrating parameters in other regions,8.22,1.02
8,488,ai urbanism a design framework for governance program and platform cognition historically the dynamic between philosophy of artificial intelligence and its practical application has been essential for the development of both and thus the encounter between theory of ai and theory should be a site of considerable productivity however in many ways it is not this is due to two primary factors one arising from each side of this encounter first legacies of models of ai permeate design discourses where issues of how well ai can be constrained to social issues of philosophy of mind exclude more foundational and questions about artificial intelligence as material process in the physical world that could inform new philosophical insights concurrently the mobilization of investment in smart cities discourses dominates the space of application of ai at urban scale in ways that prematurely fixes solutions in the skeuomorphic image of architectural and urban conventions to break this impasse we held a series of workshops and design charettes that brought together leading figures in philosophy of artificial intelligence urban design and commercial ai platforms the goal was to from first principles how alternative philosophical models of ai as a distributed discontinuous technology in a direct encounter with the applications in contexts of ecological sensing automation s impact on urban form and issues of algorithmic governance the design brief for this research establishes a generative framework for conceiving how embedded machine sensing and intelligence is already changing urban form but unrecognized and could change it in the future based on more appropriate design projections the framework focuses on issues of urban zoning and architectural programming data modeling and governance platform cognition and design and how these inform shifts in dynamics of public and private institutions,5.96,3.64
7,489,evaluating the performance of reinforcement learning signalling strategies for sustainable urban road networks smart cities promise to their residents quick journeys in a clean and sustainable environment despite the benefits accrued by the introduction of traffic management solutions improved travel times maximisation of throughput etc these solutions usually fall short on ensuring the environmental sustainability around the implementation areas this is because the environmental dimension vehicle emissions is usually absent from the optimisation methodologies adopted for traffic management strategies nonetheless since environmental performance corresponds as a primary goal of contemporary mobility planning solutions that can guarantee air quality are significant this study presents an advanced artificial ai signal control framework able to incorporate environmental considerations into the core of signal optimisation processes more specifically a highly flexible reinforcement learning rl algorithm has been developed in order to identify efficient but environmentally friendly signal control strategies the methodology is deployed on a environment able to realistically represent urban traffic conditions alternative signal control strategies are designed applied and evaluated against their achieved traffic efficiency and environmental footprint based on the results obtained from the application of the methodology on a core part of the road urban network of nicosia cyprus the best strategy achieved a increase of the network throughput decrease of the average queue length and a remarkable decrease of delay while considerably reduced the co emissions by the encouraging results showcase ability of traffic signal controlling to ensure improved conditions for the residents of dense urban areas,3.91,4.04
3,490,predicting and mapping health outcomes a machine learning approach estimating health outcomes at a neighborhood scale is important for promoting urban health yet costly and in this paper we present a approach to predicting the prevalence of six common chronic diseases at the census tract level we apply our approach to the city of austin and show that our method can yield fairly accurate predictions in searching for the best predictive models we experiment with eight different machine learning algorithms and predictor variables that characterize the social environment the physical environment and the aspects and degrees of neighborhood disorder our analysis suggests that a the sociodemographic and socioeconomic variables are the strongest predictors for health outcomes and b the historical records of service requests can be a useful complementary data source as the information distilled from the data often helps improve the models performance the machine learning models yielded from this study can help the public and city officials evaluate future scenarios and understand how changes in the neighborhood conditions can lead to changes in the health outcomes by analyzing where the most significant discrepancies between the predicted and the actual values are we will also be ready to identify areas of best practice and areas in need of greater investment or policy intervention,5.06,2.29
14,491,investigating sense of place of the las vegas strip using online reviews and machine learning approaches public space is essential to urban public life activities and events and has become a key component of design and regeneration schemes however visitors experience of public space and the subsequent perceptions and sense of place are often difficult to measure because of its intangible nature and the expensive data collection process this study collected online reviews from tripadvisor users from to to understand how visitors experience and react to the public spaces on the las vegas strip we effectively elicited sense of place on the las vegas strip and quantified the popularity and sentiment of each sense of place facet with latent dirichlet allocation lda and logistic regression machine learning methods the results specified distinct topics related to the strip among which the most important ones were exploring different hotels night scene people watching and walking long distances the visitor experience explored within this study uncovered multiple facets of sense of place on the strip and suggested urban design strategies and public space management policies related to the programmatic and physical elements of the strip sidewalks the study shows how online reviews can provide strong empirical evidence for visitor experience in built environment projects this approach can be used by landscape architects urban planners and policy makers on evaluation and guide redevelopment efforts to provide a full feedback loop,5.85,1.02
5,492,fine scale surface climate in complex terrain using machine learning accurate and high spatial resolution m surface climate information is crucial for modelling in hydrology ecology agriculture urban studies etc especially in complex terrain landscapes where coarse grid resolution information km is inadequate to represent pronounced local variability we used a machine workflow to predict high resolution m and atmospheric variables fields of air temperature and humidity and wind speed the method used the principal component analysis pca decomposition applied on ground stations observations or global climate model gcm residual error in a sequence with bias correction and statistical models linear artificial neural network and empirical quantile to provide downscaling from large scale atmospheric conditions to complex terrain variability the predictions described relationships of principal component pc scores dependent on gcm temporal variability on basis with lr or ann or eqm and pc loadings dependent on topographic indexes to help providing horizontal extrapolation the methods were validated with a dataset from a dense weather stations network deployed in a complex terrain basin in tropical climate of southeast brazil we present an exhaustive description of the pc modes variability for each variable and their spatial variability associated to the topography and thermal driven circulations the predictions in general substantially improved accuracy when compared to gcm outputs especially near the valley and in sheltered area where local effects are mandatories specially ann and eqm significantly improved the predictions at the variability of extreme events such as the formation of strong cold air pooling or wetting in the valley,9.19,3.46
3,493,using social media to understand movement patterns and behaviours geospatially located social media data is increasingly used to understand human behaviour this flow of social activity can offer a real time understanding of cities and provide insight into many issues such as estimations of crowd sizes urban planning or even criminal activity in this paper we combine a multitude of social media data from diverse social media platforms to explore population movement patterns and activities in two major cities in australia melbourne and sydney we provide a framework for the identification of clusters of activity and explore different temporal patterns and compare them with historical averages in order to distinguish anomalous activity we also utilize natural language processing of the data as well as supervised machine learning to classify the use of locations based on clusters of activity collectively these analyses offer insight into urban human activity to provide a city pulse,4.46,2.22
1,494,the city of the future the urban un seen connecting citizens and spaces via community sensing maximizing the potential of digitalization technologies of the virtual realm present an opportunity to rethink the experience of space society and culture cities designed with integrated smart technologies and sustainable energy sources can improve urban life given the impact of these technologies this paper examines the connections between data infrastructure and the public realm artificial intelligence ai can transform the environment we live in and cities are facing the rise of urban intelligence ui mobile sensors and handheld devices referred to as urban tech allow cars buses bicycles and citizens to collect data about air quality noise pollution and the urban environment at large smart urban infrastructures can address issues such as crime environmental pollution and public health and help improve quality of life how will our lives change intellectually physically and emotionally as the internet of things iot migrates into urban environments architecture can find new purpose by adopting a coherent vision for the future virtual space can function as a mediating layer between the real and the yet to come between cultural identities and a truly global technological existence,5.68,3.94
3,495,from to representation a distributional embedding for urban data analysis built environments like cities roads communities are rich sources of urban data many downstream applications require comprehensive analysis like geographic information retrieval recommender systems geographic knowledge graphs and in general understanding urban spaces points of interests poi as one of the most researched aspects of urban data has been successfully modeled using concepts borrowed from machine learning ml and natural language processing nlp in the work of a statistical model is proposed to represent spatial adjacency with a continuous embedding space this method successfully models the functional semantics of pois with regard to several based evaluations however though the model addresses the distributional heterogeneity within a given spatial context with itdl augmentation it does not address the spatial heterogeneity among different regions to solve this problem we propose to introduce a hierarchical clustering mechanism the boundary of relatedness and unrelatedness is learned from the given context where denser areas have tighter bounds while sparser areas have looser ones we train our model on both the baseline yelp hierarchical dataset and our openstreetmap dataset we demonstrate that our model significantly improves the performance on of the baseline tasks and the stability of training and our model generalizes excellently across cities of radically different scales minimum pois maximum pois regions north america europe asia africa and types commercial touristy industrial etc without the need of adjusting or tuning any hyperparameters we also demonstrate that our model can be used to discover interesting facts about cities like semantic analogy and connectivity which can be very useful in urban planning social computing and public policy making,4.18,1.68
13,496,urban population distribution mapping with multisource geospatial data based on zonal strategy mapping population distribution at fine resolutions with high accuracy is crucial to urban planning and management this paper takes guangzhou city as the study area illustrates the gridded population distribution map by using machine learning methods based on zoning strategy with multisource geospatial data such as night light remote sensing data point of interest data land use data and so on the accuracy evaluation results show that the proposed approach achieved good overall accuracy with determinant coefficient being and root mean square error rmse being meanwhile the goodness of fit for single linear regression lr model and random forest rf regression model are and respectively for dense area the accuracy of the random forest model is better than the linear regression model while for sparse area the accuracy of the linear regression model is better than the random forest model the results indicated that the proposed method has great potential in population mapping therefore it is advised that the zonal modeling strategy should be the primary choice for solving regional differences in the population distribution mapping research,7.94,1.19
7,497,an approach for arterial signal control in heterogeneous traffic one of the fundamental ways of designing transport infrastructure is to use arterial roads for substantial traffic streams intersected with orthogonal branches however even with urban design methodology used in developed countries transportation infrastructure in developing countries often does not keep up with the rapid development of travel demand unlike developed countries traffic in the developing countries is heterogeneous in which different types of vehicles can travel on all lanes this paper addresses how to regulate the heterogeneous traffic flow by a light control mechanism without changing the urban road network a novel proposed approach uses reinforcement learning for arterial road control experimental results show that the proposed control outperforms existing controls in all three common network structures of urban design despite only using realtime data available in systems,3.77,4.05
5,498,combining citygml files and models for microclimate simulations in a tropical city this research first developed a solution to convert lod citygml files to lod files then by using lod files as geometric inputs this study developed a microclimate simulation program based on a customized machine learning algorithm to better understand the relationship between urban morphology and outdoor temperature the integration with the geometry makes this prediction model not only useful to the scientific research but also as an urban planning tool for environmentally sustainable design for model development meteorological data and urban morphology features were used to predict the daily maximum temperature daily minimum temperature daily daytime average temperature and daily average temperature voting regression vot based on ordinary least square and random forests was used as the regression model the average and the predicted by vot for the outdoor air temperature were and compared with ordinary least squares vot improved by an average of and rmse by an average of sensitivity analysis indicated the daytime temperature was inversely proportional to the aspect ratio of urban canyon streets in tropical climates greenery can be used as a cooling measure a negative logarithmic relationship was found between the daily maximum temperature daily minimum temperature and green plot ratio this shows that as the green coverage increases the cooling effect of greenery increases and it is more effective to adopt greenery early in areas with less vegetation,9.21,3.45
1,499,evaluation of smart infrastructure systems and novel solution for integration resilience inclusiveness and sustainability rapid urbanization nowadays demands the stable functioning of a city infrastructure but the traditional infrastructure system faces numerous challenges unpreparedness for extreme situations aging and deterioration of existing facilities costly maintenance and lack of coordination moreover the transformation from traditional infrastructure into smart infrastructure introduces new challenges both from the underdevelopment of information network and the limitation of ai technologies in this paper we evaluate from the uv perspective the challenges of the infrastructure system and the current status of the smart infrastructure system based on the framework of closed feedback control loops data acquisition communication decision making and action we propose that an effective smart infrastructure system should take into consideration the interaction between the smart infrastructure system and other seven smart city subsystems smart home smart medicine and healthcare intelligent transportation urban planning and crowd management smart energy management smart response for city emergency smart environmental protection and smart humanity and also study how the smart infrastructure system would be affected by four major impacting factors of smart cities information flow material cycle lifestyle and community this systematic study will help us explore the complicated dynamic relationship between multiple impacting factors and propose a integrated resilient inclusive and sustainable development framework design to address current imminent challenges and to improve the efficiency and safety of city infrastructure through sensing and active monitoring defining shared responsibilities communication reinforcements data visualization static and dynamic data integration hierarchical decision making and optimized and coordinated demand response management,5.25,4.0
1,500,boosting smart cities development the construction of smart city promotes the development of modern city which shows a complex and dynamic process in addition to cultural factors it is more involved in the formulation and evolution of specific urban planning adjustment and transformation of urban space industry and population structure etc however the mobile communication technology as one of the biggest tuyeres of the future information technology revolution has the high reliability low latency big connection characteristics the reasonable use of which will undoubtedly provide a new significant auxiliary means for the urban comprehensive treatment meanwhile integrates artificial intelligence ai big data blockchain internet of thins industrial internet and other technologies to usher in a new era of smart city construction,5.48,3.93
8,501,the art of learnin david wasserman states that with the help of artificial intelligence ai planners can now evaluate the potential impact of a safety project in one week rather than having to wait for five years or develop a sidewalk inventory across an entire county in a short period of time he describes how recent advances in ai and particularly its subfield promise to refocus planners efforts on the work only professionals can do and revolutionize the way we understand our communities ai is the study of algorithms that can sense reason adapt or otherwise simulate human intelligence it has had stops and starts since the late but everything changed in the early the field has experienced a transformation driven by improved hardware the emergence of big data and the widespread use of deep learning these advances enabled computers to learn by example which has allowed them to do all sorts of new tasks from translating speech and increasing the pace of industrial automation to identifying cat pictures on the internet,6.26,3.63
9,502,on the development of a novel approach for identifying perennial drainage in southern brazil a study case integrating and digital elevation models with machine learning techniques riparian vegetation plays a key role in maintaining water quality and preserving the ecosystems along riverine systems as they prevent soil erosion retain water by increased infiltration and act as a buffer zone between rivers and their surroundings within urban spaces these areas have also an important role in preventing illegal occupation in areas of hydrologic risk such as in floodplains the goal of this research is to propose a framework for identifying areas of permanent protection associated with perennial drainage utilizing satellite imagery and digital elevation models dem in association with machine learning techniques the specific objectives include the development of a decision tree to retrieve perennial drainage over high resolution dem and the development of digital image processing workflow to retrieve surface water bodies from imagery information on perennial and ephemeral conditions of streams and rivers were obtained to validate our results that happened in the first trimester of we propose a minimum of days without precipitation prior to validation for more accurate assessment of streamflow conditions in order to minimize impacts of surface water runoff in flow regime the proposed method will benefit decision makers by providing them with reliable information on drainage network and their buffer zones as well as yield detailed mapping of the areas of permanent protection that are key to urban planning and management,8.52,1.46
